Date,ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume,VOLUME
2021-03-10,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,104.82,5.38,645139260,67623497233.2,645139260,67623497233.2,1876974.0,
2021-03-10,PK0034601010,PAEL,Pak Elektron Ltd. ,32.4,0.64,248840743,8062440073.2,248840743,8062440073.2,6447000.0,
2021-03-10,PK0023901017,POL,Pakistan Oilfields Limited. ,392.82,4.06,129795344,50986207030.08,129795344,50986207030.08,167907.0,
2021-03-10,PK0081801018,PPL,Pakistan Petroleum Limited. ,86.67,4.6,666276214,57746159467.38,666276214,57746159467.38,2104759.0,
2021-03-10,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,221.84,3.73,211262985,46866580592.4,211262985,46866580592.4,566874.0,
2021-03-10,PK0061701014,SEARL,The Searle Company Ltd. ,248.02,2.13,108018237,26790683140.74,108018237,26790683140.74,244440.0,
2021-03-10,PK0078701015,BAFL,Bank Alfalah Ltd.(XD) ,32.3,1.83,710866048,22960973350.4,710866048,22960973350.4,458180.0,
2021-03-10,PK0051601018,BAHL,Bank Al-Habib Ltd. ,70.62,4.06,722426520,51017760842.4,722426520,51017760842.4,2053636.0,
2021-03-10,PK0045001010,BOP,Bank Of Punjab. ,8.92,0.79,1116004028,9954755929.76,1116004028,9954755929.76,2626000.0,
2021-03-10,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,153.3,1.3,106862271,16381986144.3,106862271,16381986144.3,886700.0,
2021-03-10,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,115.93,2.02,219059559,25395574674.87,219059559,25395574674.87,6654364.0,
2021-03-10,PK0099701010,EFERT,Engro Fertilizers Limited. ,64.91,3.11,600884719,39003427110.29,600884719,39003427110.29,1778084.0,
2021-03-10,PK0012101017,ENGRO,Engro Corporation Limited. ,295.34,7.45,316889777,93590226739.18,316889777,93590226739.18,683100.0,
2021-03-10,PK0074501013,FCCL,Fauji Cement Co Ltd. ,23.1,1.4,758898264,17530549898.4,758898264,17530549898.4,12952000.0,
2021-03-10,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,103.31,5.76,699731036,72289213329.16,699731036,72289213329.16,985236.0,
2021-03-10,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,38.25,0.87,285397499,10916454336.75,285397499,10916454336.75,2375172.0,
2021-03-10,PK0079201015,TRG,TRG Pakistan Ltd. ,130.08,4.8,463582065,60302755015.2,463582065,60302755015.2,38162837.0,
2021-03-10,PK0081901016,UBL,United Bank Ltd. ,125.82,4.91,489671875,61610515312.5,489671875,61610515312.5,1852524.0,
2021-03-10,PK0068801015,UNITY,Unity Foods Limited. ,27.33,1.19,546727500,14942062575.0,546727500,14942062575.0,25040513.0,
2021-03-11,PK0108001014,HASCOL,Hascol Petroleum Ltd. ,9.07,0.44,599472408,5437214740.56,599472408,5437214740.56,10235740.0,
2021-03-11,PK0085101019,HBL,Habib Bank Limited. ,115.49,6.92,733426254,84703398074.46,733426254,84703398074.46,1188520.0,
2021-03-11,PK0065001015,HUBC,Hub Power Company Limited. ,80.7,6.41,972865790,78510269253.0,972865790,78510269253.0,2286792.0,
2021-03-11,PK0102001010,ISL,International Steels Limited.(XD) ,78.24,0.97,152250000,11912040000.0,152250000,11912040000.0,2875143.0,
2021-03-11,PK0071501016,LUCK,Lucky Cement Limited. ,799.42,8.45,129350000,103404977000.0,129350000,103404977000.0,1105682.0,
2021-03-11,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1550.16,3.38,26680500,41359043880.0,26680500,41359043880.0,29900.0,
2021-03-11,PK0055601014,MCB,MCB Bank Limited. ,185.98,6.3,414771002,77139110951.96,414771002,77139110951.96,1891684.0,
2021-03-11,PK0077401013,MEBL,Meezan Bank Limited. ,109.3,3.16,353680696,38657300072.8,353680696,38657300072.8,613880.0,
2021-03-11,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,42.14,1.7,494255804,20827939580.56,494255804,20827939580.56,8492399.0,
2021-03-11,PK0078001010,NBP,National Bank Of Pakistan. ,32.8,1.36,507136471,16634076248.8,507136471,16634076248.8,724500.0,
2021-03-11,PK0005501017,NML,Nishat Mills Ltd. ,94.75,1.22,158219932,14991338557.0,158219932,14991338557.0,1597000.0,
2021-03-11,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,100.31,5.29,645139260,64713919170.6,645139260,64713919170.6,2084377.0,
2021-03-11,PK0034601010,PAEL,Pak Elektron Ltd. ,30.79,0.63,248840743,7661806476.97,248840743,7661806476.97,7275000.0,
2021-03-11,PK0023901017,POL,Pakistan Oilfields Limited. ,387.32,4.11,129795344,50272332638.08,129795344,50272332638.08,217195.0,
2021-03-11,PK0081801018,PPL,Pakistan Petroleum Limited. ,85.39,4.65,666276214,56893325913.46,666276214,56893325913.46,2255427.0,
2021-03-11,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,217.47,3.75,211262985,45943361347.95,211262985,45943361347.95,1378091.0,
2021-03-11,PK0061701014,SEARL,The Searle Company Ltd. ,236.15,2.08,108018237,25508506667.55,108018237,25508506667.55,718035.0,
2021-03-11,PK0078701015,BAFL,Bank Alfalah Ltd.(XD) ,30.98,1.8,710866048,22022630167.04,710866048,22022630167.04,2765226.0,
2021-03-11,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,65.02,3.84,722426520,46972172330.4,722426520,46972172330.4,875987.0,
2021-03-11,PK0045001010,BOP,Bank Of Punjab. ,8.82,0.8,1116004028,9843155526.96,1116004028,9843155526.96,1510000.0,
2021-03-11,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,150.36,1.31,106862271,16067811067.56,106862271,16067811067.56,896400.0,
2021-03-11,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,115.14,2.06,219059559,25222517623.26,219059559,25222517623.26,3813232.0,
2021-03-11,PK0099701010,EFERT,Engro Fertilizers Limited. ,64.15,3.15,600884719,38546754723.85,600884719,38546754723.85,1708915.0,
2021-03-11,PK0012101017,ENGRO,Engro Corporation Limited. ,290.79,7.53,316889777,92148378253.83,316889777,92148378253.83,637275.0,
2021-03-11,PK0074501013,FCCL,Fauji Cement Co Ltd. ,22.15,1.37,758898264,16809596547.6,758898264,16809596547.6,6344500.0,
2021-03-11,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,102.06,5.83,699731036,71414549534.16,699731036,71414549534.16,798495.0,
2021-03-11,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,36.63,0.85,285397499,10454110388.37,285397499,10454110388.37,3537464.0,
2021-03-11,PK0079201015,TRG,TRG Pakistan Ltd. ,120.33,4.56,463582065,55782829881.45,463582065,55782829881.45,27086670.0,
2021-03-11,PK0081901016,UBL,United Bank Ltd. ,123.58,4.94,489671875,60513650312.5,489671875,60513650312.5,1450761.0,
2021-03-11,PK0068801015,UNITY,Unity Foods Limited. ,25.29,1.13,546727500,13826738475.0,546727500,13826738475.0,34888523.0,
2021-03-12,PK0108001014,HASCOL,Hascol Petroleum Ltd. ,9.29,0.45,599472408,5569098670.32,599472408,5569098670.32,8452895.0,
2021-03-12,PK0085101019,HBL,Habib Bank Limited. ,118.19,6.97,733426254,86683648960.26,733426254,86683648960.26,924779.0,
2021-03-12,PK0065001015,HUBC,Hub Power Company Limited. ,83.37,6.52,972865790,81107820912.3,972865790,81107820912.3,2064262.0,
2021-03-12,PK0102001010,ISL,International Steels Limited.(XD) ,84.1,1.03,152250000,12804225000.0,152250000,12804225000.0,2487271.0,
2021-03-12,PK0071501016,LUCK,Lucky Cement Limited. ,824.64,8.57,129350000,106667184000.0,129350000,106667184000.0,1196132.0,
2021-03-12,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1579.41,3.39,26680500,42139448505.0,26680500,42139448505.0,32720.0,
2021-03-12,PK0055601014,MCB,MCB Bank Limited.(XD) ,172.5,5.75,414771002,71547997845.0,414771002,71547997845.0,916837.0,
2021-03-12,PK0077401013,MEBL,Meezan Bank Limited. ,111.19,3.16,353680696,39325756588.24,353680696,39325756588.24,345676.0,
2021-03-12,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,44.68,1.78,494255804,22083349322.72,494255804,22083349322.72,15755023.0,
2021-03-12,PK0078001010,NBP,National Bank Of Pakistan. ,33.66,1.37,507136471,17070213613.86,507136471,17070213613.86,275000.0,
2021-03-12,PK0005501017,NML,Nishat Mills Ltd. ,101.84,1.3,158219932,16113117874.88,158219932,16113117874.88,2095500.0,
2021-03-12,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,102.69,5.33,645139260,66249350609.4,645139260,66249350609.4,2098666.0,
2021-03-12,PK0034601010,PAEL,Pak Elektron Ltd. ,32.03,0.64,248840743,7970368998.29,248840743,7970368998.29,3297000.0,
2021-03-12,PK0023901017,POL,Pakistan Oilfields Limited. ,393.61,4.11,129795344,51088745351.84,129795344,51088745351.84,179926.0,
2021-03-12,PK0081801018,PPL,Pakistan Petroleum Limited. ,86.47,4.63,666276214,57612904224.58,666276214,57612904224.58,1907357.0,
2021-03-12,PK0022501016,PSO,Pakistan State Oil Co Ltd.(XD) ,221.28,3.76,211262985,46748273320.8,211262985,46748273320.8,812843.0,
2021-03-12,PK0061701014,SEARL,The Searle Company Ltd. ,243.68,2.12,108018237,26321883992.16,108018237,26321883992.16,422862.0,
2021-03-12,PK0078701015,BAFL,Bank Alfalah Ltd.(XD) ,31.18,1.78,710866048,22164803376.64,710866048,22164803376.64,766826.0,
2021-03-12,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,66.81,3.88,722426520,48265315801.2,722426520,48265315801.2,667760.0,
2021-03-12,PK0045001010,BOP,Bank Of Punjab. ,8.94,0.8,1116004028,9977076010.32,1116004028,9977076010.32,2792500.0,
2021-03-12,PK0029801013,CHCC,Cherat Cement Co. Ltd.(XD) ,160.56,1.38,106862271,17157806231.76,106862271,17157806231.76,863500.0,
2021-03-12,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,122.98,2.17,219059559,26939944565.82,219059559,26939944565.82,4989489.0,
2021-03-12,PK0099701010,EFERT,Engro Fertilizers Limited. ,64.47,3.11,600884719,38739037833.93,600884719,38739037833.93,3278064.0,
2021-03-12,PK0012101017,ENGRO,Engro Corporation Limited. ,289.92,7.39,316889777,91872684147.84,316889777,91872684147.84,1007574.0,
2021-03-12,PK0074501013,FCCL,Fauji Cement Co Ltd. ,22.66,1.38,758898264,17196634662.24,758898264,17196634662.24,2714000.0,
2021-03-12,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,103.43,5.82,699731036,72373181053.48,699731036,72373181053.48,1583436.0,
2021-03-12,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,38.17,0.88,285397499,10893622536.83,285397499,10893622536.83,2808483.0,
2021-03-12,PK0079201015,TRG,TRG Pakistan Ltd. ,119.99,4.47,463582065,55625211979.35,463582065,55625211979.35,38817684.0,
2021-03-12,PK0081901016,UBL,United Bank Ltd. ,124.81,4.91,489671875,61115946718.75,489671875,61115946718.75,3182662.0,
2021-03-12,PK0068801015,UNITY,Unity Foods Limited. ,26.56,1.17,546727500,14521082400.0,546727500,14521082400.0,87177972.0,
2021-03-15,PK0029801013,CHCC,Cherat Cement Co. Ltd.(XD) ,170.5,1.4,106862271,18220017205.5,106862271,18220017205.5,1589500.0,
2021-03-15,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,113.88,2.94,336900981,38366283716.28,336900981,38366283716.28,4245.0,
2021-03-15,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,127.57,2.14,219059559,27945427941.63,219059559,27945427941.63,7604184.0,
2021-03-15,PK0099701010,EFERT,Engro Fertilizers Limited. ,65.22,3.0,600884719,39189701373.18,600884719,39189701373.18,2104811.0,
2021-03-15,PK0012101017,ENGRO,Engro Corporation Limited. ,288.31,7.0,316889777,91362491606.87,316889777,91362491606.87,424038.0,
2021-03-15,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,103.92,5.57,699731036,72716049261.12,699731036,72716049261.12,612022.0,
2021-03-15,PK0007101014,GHNI,Ghandhara Industries Ltd. ,248.11,0.24,12782653,3171504035.83,12782653,3171504035.83,674900.0,
2021-03-15,PK0085101019,HBL,Habib Bank Limited. ,119.76,6.73,733426254,87835128179.04,733426254,87835128179.04,877093.0,
2021-03-15,PK0065001015,HUBC,Hub Power Company Limited. ,85.43,6.37,972865790,83111924439.7,972865790,83111924439.7,2472489.0,
2021-03-15,PK0102001010,ISL,International Steels Limited.(XD) ,87.81,1.02,152250000,13369072500.0,152250000,13369072500.0,5567099.0,
2021-03-15,PK0034601010,PAEL,Pak Elektron Ltd. ,34.07,0.65,248840743,8478004114.01,248840743,8478004114.01,7634500.0,
2021-03-15,PK0056201012,PIOC,Pioneer Cement Ltd. ,133.1,1.16,113574397,15116752240.7,113574397,15116752240.7,5024000.0,
2021-03-15,PK0023901017,POL,Pakistan Oilfields Limited. ,397.8,3.96,129795344,51632587843.2,129795344,51632587843.2,177002.0,
2021-03-15,PK0081801018,PPL,Pakistan Petroleum Limited. ,88.01,4.49,666276214,58638969594.14,666276214,58638969594.14,2797170.0,
2021-03-15,PK0022501016,PSO,Pakistan State Oil Co Ltd.(XD) ,235.69,3.82,211262985,49792572934.65,211262985,49792572934.65,944838.0,
2021-03-15,PK0061701014,SEARL,The Searle Company Ltd. ,258.49,2.14,108018237,27921634082.13,108018237,27921634082.13,517628.0,
2021-03-15,PK0083101011,KAPCO,Kot Addu Power Company. ,41.21,1.44,455779838,18782687123.98,455779838,18782687123.98,7175000.0,
2021-03-15,PK0071501016,LUCK,Lucky Cement Limited. ,843.84,8.37,129350000,109150704000.0,129350000,109150704000.0,1114962.0,
2021-03-15,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1591.59,3.25,26680500,42464416995.0,26680500,42464416995.0,21220.0,
2021-03-15,PK0055601014,MCB,MCB Bank Limited.(XD) ,172.01,5.47,414771002,71344760054.02,414771002,71344760054.02,960355.0,
2021-03-15,PK0077401013,MEBL,Meezan Bank Limited. ,112.62,3.05,353680696,39831519983.52,353680696,39831519983.52,2303061.0,
2021-03-15,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,47.09,1.78,494255804,23274505810.36,494255804,23274505810.36,16944762.0,
2021-03-15,PK0005501017,NML,Nishat Mills Ltd. ,103.46,1.25,158219932,16369434164.72,158219932,16369434164.72,1797000.0,
2021-03-15,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,102.78,5.08,645139260,66307413142.8,645139260,66307413142.8,1932102.0,
2021-03-15,PK0024501014,ATRL,Attock Refinery Limited. ,206.02,0.67,42646500,8786031930.0,42646500,8786031930.0,5257200.0,
2021-03-15,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,67.23,3.72,722426520,48568734939.6,722426520,48568734939.6,570188.0,
2021-03-15,PK0109001013,SYS,Systems Limited. ,483.68,2.75,74060941,35821795942.88,74060941,35821795942.88,251100.0,
2021-03-15,PK0079201015,TRG,TRG Pakistan Ltd. ,128.98,4.58,463582065,59792814743.7,463582065,59792814743.7,24898626.0,
2021-03-15,PK0081901016,UBL,United Bank Ltd. ,126.24,4.74,489671875,61816177500.0,489671875,61816177500.0,1938399.0,
2021-03-15,PK0068801015,UNITY,Unity Foods Limited. ,28.55,1.2,546727500,15609070125.0,546727500,15609070125.0,23636738.0,
2021-03-16,PK0007101014,GHNI,Ghandhara Industries Ltd. ,249.66,0.24,12782653,3191317147.98,12782653,3191317147.98,504800.0,
2021-03-16,PK0085101019,HBL,Habib Bank Limited. ,121.4,6.8,733426254,89037947235.6,733426254,89037947235.6,1034798.0,
2021-03-16,PK0065001015,HUBC,Hub Power Company Limited. ,83.79,6.23,972865790,81516424544.1,972865790,81516424544.1,3026647.0,
2021-03-16,PK0102001010,ISL,International Steels Limited.(XD) ,86.8,1.01,152250000,13215300000.0,152250000,13215300000.0,979894.0,
2021-03-16,PK0083101011,KAPCO,Kot Addu Power Company. ,42.29,1.47,455779838,19274929349.02,455779838,19274929349.02,12994500.0,
2021-03-16,PK0071501016,LUCK,Lucky Cement Limited. ,841.86,8.32,129350000,108894591000.0,129350000,108894591000.0,413832.0,
2021-03-16,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1595.98,3.25,26680500,42581544390.0,26680500,42581544390.0,37140.0,
2021-03-16,PK0055601014,MCB,MCB Bank Limited.(XD) ,171.98,5.45,414771002,71332316923.96,414771002,71332316923.96,517991.0,
2021-03-16,PK0077401013,MEBL,Meezan Bank Limited. ,114.9,3.1,353680696,40637911970.4,353680696,40637911970.4,1287156.0,
2021-03-16,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,46.01,1.74,494255804,22740709542.04,494255804,22740709542.04,6976300.0,
2021-03-16,PK0005501017,NML,Nishat Mills Ltd. ,102.06,1.23,158219932,16147926259.92,158219932,16147926259.92,1226500.0,
2021-03-16,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,101.99,5.03,645139260,65797753127.4,645139260,65797753127.4,1165356.0,
2021-03-16,PK0034601010,PAEL,Pak Elektron Ltd. ,33.76,0.64,248840743,8400863483.68,248840743,8400863483.68,4820000.0,
2021-03-16,PK0056201012,PIOC,Pioneer Cement Ltd. ,130.07,1.13,113574397,14772621817.79,113574397,14772621817.79,3919000.0,
2021-03-16,PK0023901017,POL,Pakistan Oilfields Limited. ,395.57,3.92,129795344,51343144226.08,129795344,51343144226.08,79216.0,
2021-03-16,PK0081801018,PPL,Pakistan Petroleum Limited. ,87.29,4.44,666276214,58159250720.06,666276214,58159250720.06,859706.0,
2021-03-16,PK0022501016,PSO,Pakistan State Oil Co Ltd.(XD) ,232.23,3.75,211262985,49061603006.55,211262985,49061603006.55,482204.0,
2021-03-16,PK0061701014,SEARL,The Searle Company Ltd. ,256.6,2.12,108018237,27717479614.2,108018237,27717479614.2,292887.0,
2021-03-16,PK0024501014,ATRL,Attock Refinery Limited. ,207.77,0.68,42646500,8860663305.0,42646500,8860663305.0,4860800.0,
2021-03-16,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,67.04,3.7,722426520,48431473900.8,722426520,48431473900.8,370162.0,
2021-03-16,PK0029801013,CHCC,Cherat Cement Co. Ltd.(XD) ,169.69,1.39,106862271,18133458765.99,106862271,18133458765.99,634700.0,
2021-03-16,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,113.02,2.91,336900981,38076548872.62,336900981,38076548872.62,6042.0,
2021-03-16,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,124.84,2.09,219059559,27347395345.56,219059559,27347395345.56,3251898.0,
2021-03-16,PK0099701010,EFERT,Engro Fertilizers Limited. ,66.7,3.06,600884719,40079010757.3,600884719,40079010757.3,3427766.0,
2021-03-16,PK0012101017,ENGRO,Engro Corporation Limited. ,289.7,7.01,316889777,91802968396.9,316889777,91802968396.9,468845.0,
2021-03-16,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,104.19,5.57,699731036,72904976640.84,699731036,72904976640.84,359253.0,
2021-03-16,PK0109001013,SYS,Systems Limited. ,492.38,2.79,74060941,36466126129.58,74060941,36466126129.58,271500.0,
2021-03-16,PK0079201015,TRG,TRG Pakistan Ltd. ,138.65,4.91,463582065,64275653312.25,463582065,64275653312.25,28550715.0,
2021-03-16,PK0081901016,UBL,United Bank Ltd. ,127.25,4.76,489671875,62310746093.75,489671875,62310746093.75,1154518.0,
2021-03-16,PK0068801015,UNITY,Unity Foods Limited. ,29.97,1.25,546727500,16385423175.0,546727500,16385423175.0,37238113.0,
2021-03-17,PK0034601010,PAEL,Pak Elektron Ltd. ,34.38,0.64,248840743,8555144744.34,248840743,8555144744.34,4701000.0,
2021-03-17,PK0056201012,PIOC,Pioneer Cement Ltd. ,132.17,1.13,113574397,15011128051.49,113574397,15011128051.49,3061000.0,
2021-03-17,PK0023901017,POL,Pakistan Oilfields Limited. ,399.33,3.91,129795344,51831174719.52,129795344,51831174719.52,88806.0,
2021-03-17,PK0081801018,PPL,Pakistan Petroleum Limited. ,88.81,4.46,666276214,59171990565.34,666276214,59171990565.34,1410066.0,
2021-03-17,PK0022501016,PSO,Pakistan State Oil Co Ltd.(XD) ,233.97,3.73,211262985,49429200600.45,211262985,49429200600.45,599715.0,
2021-03-17,PK0061701014,SEARL,The Searle Company Ltd. ,256.97,2.09,108018237,27757446361.89,108018237,27757446361.89,313577.0,
2021-03-17,PK0024501014,ATRL,Attock Refinery Limited. ,218.89,0.7,42646500,9334892385.0,42646500,9334892385.0,8282900.0,
2021-03-17,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,68.03,3.7,722426520,49146676155.6,722426520,49146676155.6,310220.0,
2021-03-17,PK0029801013,CHCC,Cherat Cement Co. Ltd.(XD) ,171.5,1.38,106862271,18326879476.5,106862271,18326879476.5,1790400.0,
2021-03-17,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,113.11,2.87,336900981,38106869960.91,336900981,38106869960.91,46595.0,
2021-03-17,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,126.88,2.1,219059559,27794276845.92,219059559,27794276845.92,3851239.0,
2021-03-17,PK0099701010,EFERT,Engro Fertilizers Limited. ,67.27,3.05,600884719,40421515047.13,600884719,40421515047.13,6919848.0,
2021-03-17,PK0012101017,ENGRO,Engro Corporation Limited. ,292.02,6.98,316889777,92538152679.54,316889777,92538152679.54,222090.0,
2021-03-17,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,104.86,5.53,699731036,73373796434.96,699731036,73373796434.96,804483.0,
2021-03-17,PK0007101014,GHNI,Ghandhara Industries Ltd. ,268.38,0.26,12782653,3430608412.14,12782653,3430608412.14,879600.0,
2021-03-17,PK0085101019,HBL,Habib Bank Limited. ,124.03,6.86,733426254,90966858283.62,733426254,90966858283.62,1245841.0,
2021-03-17,PK0065001015,HUBC,Hub Power Company Limited. ,83.62,6.13,972865790,81351037359.8,972865790,81351037359.8,1432731.0,
2021-03-17,PK0102001010,ISL,International Steels Limited.(XD) ,87.3,1.0,152250000,13291425000.0,152250000,13291425000.0,1395264.0,
2021-03-17,PK0083101011,KAPCO,Kot Addu Power Company. ,41.78,1.44,455779838,19042481631.64,455779838,19042481631.64,15204500.0,
2021-03-17,PK0071501016,LUCK,Lucky Cement Limited. ,849.21,8.28,129350000,109845313500.0,129350000,109845313500.0,494442.0,
2021-03-17,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1601.58,3.22,26680500,42730955190.0,26680500,42730955190.0,20680.0,
2021-03-17,PK0055601014,MCB,MCB Bank Limited.(XD) ,174.34,5.45,414771002,72311176488.68,414771002,72311176488.68,435423.0,
2021-03-17,PK0077401013,MEBL,Meezan Bank Limited. ,115.27,3.07,353680696,40768773827.92,353680696,40768773827.92,1451711.0,
2021-03-17,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,46.03,1.72,494255804,22750594658.12,494255804,22750594658.12,9535049.0,
2021-03-17,PK0005501017,NML,Nishat Mills Ltd. ,103.92,1.24,158219932,16442215333.44,158219932,16442215333.44,2153000.0,
2021-03-17,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,102.78,5.0,645139260,66307413142.8,645139260,66307413142.8,1355557.0,
2021-03-17,PK0109001013,SYS,Systems Limited. ,488.37,2.73,74060941,36169141756.17,74060941,36169141756.17,115700.0,
2021-03-17,PK0079201015,TRG,TRG Pakistan Ltd. ,147.9,5.17,463582065,68563787413.5,463582065,68563787413.5,34428573.0,
2021-03-17,PK0081901016,UBL,United Bank Ltd. ,132.4,4.89,489671875,64832556250.0,489671875,64832556250.0,2782816.0,
2021-03-17,PK0068801015,UNITY,Unity Foods Limited. ,30.93,1.27,546727500,16910281575.0,546727500,16910281575.0,24570857.0,
2021-03-18,PK0083101011,KAPCO,Kot Addu Power Company. ,40.58,1.42,455779838,18495545826.04,455779838,18495545826.04,3389500.0,
2021-03-18,PK0071501016,LUCK,Lucky Cement Limited. ,840.74,8.37,129350000,108749719000.0,129350000,108749719000.0,463917.0,
2021-03-18,PK0066301018,MARI,Mari Petroleum Company Ltd.(XD) ,1571.32,3.22,26680500,41923603260.0,26680500,41923603260.0,15000.0,
2021-03-18,PK0055601014,MCB,MCB Bank Limited.(XD) ,172.98,5.52,414771002,71747087925.96,414771002,71747087925.96,131750.0,
2021-03-18,PK0077401013,MEBL,Meezan Bank Limited.(XD) ,112.97,3.07,353680696,39955308227.12,353680696,39955308227.12,186957.0,
2021-03-18,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,45.1,1.71,494255804,22290936760.4,494255804,22290936760.4,4057128.0,
2021-03-18,PK0005501017,NML,Nishat Mills Ltd. ,100.37,1.22,158219932,15880534574.84,158219932,15880534574.84,1168500.0,
2021-03-18,PK0080201012,OGDC,Oil & Gas Development Co..mpany Ltd. ,101.84,5.05,645139260,65700982238.4,645139260,65700982238.4,1306093.0,
2021-03-18,PK0034601010,PAEL,Pak Elektron Ltd. ,32.93,0.63,248840743,8194325666.99,248840743,8194325666.99,2715500.0,
2021-03-18,PK0056201012,PIOC,Pioneer Cement Ltd. ,126.98,1.11,113574397,14421676931.06,113574397,14421676931.06,3925500.0,
2021-03-18,PK0023901017,POL,Pakistan Oilfields Limited. ,392.69,3.92,129795344,50969333635.36,129795344,50969333635.36,88679.0,
2021-03-18,PK0081801018,PPL,Pakistan Petroleum Limited. ,86.64,4.44,666276214,57726171180.96,666276214,57726171180.96,957735.0,
2021-03-18,PK0022501016,PSO,Pakistan State Oil Co Ltd.(XD) ,226.94,3.69,211262985,47944021815.9,211262985,47944021815.9,434065.0,
2021-03-18,PK0061701014,SEARL,The Searle Company Ltd. ,249.41,2.07,108018237,26940828490.17,108018237,26940828490.17,210821.0,
2021-03-18,PK0024501014,ATRL,Attock Refinery Limited. ,206.63,0.68,42646500,8812046295.0,42646500,8812046295.0,6958500.0,
2021-03-18,PK0051601018,BAHL,Bank Al-Habib Ltd.(XD) ,66.09,3.67,722426520,47745168706.8,722426520,47745168706.8,466669.0,
2021-03-18,PK0029801013,CHCC,Cherat Cement Co. Ltd.(XD) ,166.37,1.37,106862271,17778676026.27,106862271,17778676026.27,1071300.0,
2021-03-18,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,112.39,2.91,336900981,37864301254.59,336900981,37864301254.59,7823.0,
2021-03-18,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,124.25,2.09,219059559,27218150205.75,219059559,27218150205.75,2952116.0,
2021-03-18,PK0099701010,EFERT,Engro Fertilizers Limited. ,67.01,3.1,600884719,40265285020.19,600884719,40265285020.19,4567328.0,
2021-03-18,PK0012101017,ENGRO,Engro Corporation Limited. ,285.72,6.96,316889777,90541747084.44,316889777,90541747084.44,535756.0,
2021-03-18,PK0053401011,FFC,Fauji Fertilizer Co. Ltd.(XD) ,105.81,5.7,699731036,74038540919.16,699731036,74038540919.16,644180.0,
2021-03-18,PK0007101014,GHNI,Ghandhara Industries Ltd. ,252.49,0.25,12782653,3227492055.97,12782653,3227492055.97,893200.0,
2021-03-18,PK0085101019,HBL,Habib Bank Limited.(XD) ,119.73,6.76,733426254,87813125391.42,733426254,87813125391.42,1360154.0,
2021-03-18,PK0065001015,HUBC,Hub Power Company Limited. ,82.22,6.15,972865790,79989025253.8,972865790,79989025253.8,1847844.0,
2021-03-18,PK0102001010,ISL,International Steels Limited.(XD) ,84.85,0.99,152250000,12918412500.0,152250000,12918412500.0,1252661.0,
