date,symbol,company,price,weight_pct,volume,log_return,rolling_vol_30d,ma_20,ma_50
2024-12-23,AIRLINK,Air Link Communication Limited,215.53,0.8694992654798431,,,,,
2024-12-24,AIRLINK,Air Link Communication Limited,210.38,0.8615284039984387,,-0.024184691680594235,,,
2024-12-26,AIRLINK,Air Link Communication Limited,213.91,0.8943741588394473,,0.01663994650258583,,,
2024-12-27,AIRLINK,Air Link Communication Limited,215.74,0.895306307459939,,0.008518613133569181,,,
2024-12-30,AIRLINK,Air Link Communication Limited,217.38,0.8707777649159211,,0.00757299518775778,,,
2024-12-31,AIRLINK,Air Link Communication Limited,220.0,0.8640546885207255,,0.011980572217320724,,,
2025-01-01,AIRLINK,Air Link Communication Limited,222.43,0.8574267748623066,,0.010984899013277342,,,
2025-01-02,AIRLINK,Air Link Communication Limited,222.89,0.857520850995984,,0.0020659308524627203,,,
2025-01-03,AIRLINK,Air Link Communication Limited,217.98,0.8357340046458078,,-0.022275060756935996,,,
2025-01-06,AIRLINK,Air Link Communication Limited,210.97,0.837705016481489,,-0.03268737218843361,,216.721,
2025-01-07,AIRLINK,Air Link Communication Limited,209.55,0.8326526751061699,,-0.006753568901651302,,216.06909090909093,
2025-01-08,AIRLINK,Air Link Communication Limited,212.82,0.8603581929593389,,0.015484363642504759,,215.79833333333332,
2025-01-09,AIRLINK,Air Link Communication Limited,196.65,0.8060648547593537,,-0.07902123913576688,,214.32538461538462,
2025-01-10,AIRLINK,Air Link Communication Limited,189.64,0.7718120449898449,,-0.036297960843901085,,212.56214285714285,
2025-01-13,AIRLINK,Air Link Communication Limited,197.55,0.7979205297562657,,0.040864178823482235,,211.56133333333335,
2025-01-14,AIRLINK,Air Link Communication Limited,200.29,0.7627155493236671,,0.013774599455741393,0.4680997788755733,210.856875,
2025-01-15,AIRLINK,Air Link Communication Limited,205.81,0.7858946848358692,,0.0271870967712277,0.4698023964146061,210.56,
2025-01-16,AIRLINK,Air Link Communication Limited,200.9,0.7723155038270472,,-0.024146141263480046,0.4621914574479471,210.02333333333334,
2025-01-17,AIRLINK,Air Link Communication Limited,204.45,0.928212123990114,,0.017516174989762455,0.45565091433683635,209.73,
2025-01-20,AIRLINK,Air Link Communication Limited,201.24,0.9095107035861988,,-0.01582522118753337,0.445295661813105,209.3055,
2025-01-21,AIRLINK,Air Link Communication Limited,197.97,0.90156804780979,,-0.016382721559677946,0.43578365858180335,208.4275,
2025-01-22,AIRLINK,Air Link Communication Limited,194.83,0.9013178522551932,,-0.015988120605644092,0.42669151124297466,207.65,
2025-01-23,AIRLINK,Air Link Communication Limited,193.56,0.8914640530839127,,-0.0065398415326780365,0.4164495161638284,206.6325,
2025-01-24,AIRLINK,Air Link Communication Limited,200.75,0.9161165385672096,,0.0364728109017533,0.4292895850397623,205.88299999999998,
2025-01-27,AIRLINK,Air Link Communication Limited,193.77,0.8960134563156424,,-0.03538846411437993,0.4327023848654678,204.70250000000001,206.6796
2025-01-28,AIRLINK,Air Link Communication Limited,195.01,0.9149745428221944,,0.006378950587658353,0.42498083612007903,203.453,206.23076923076923
2025-01-29,AIRLINK,Air Link Communication Limited,193.5,0.9131253900772544,,-0.0077733268303128876,0.4165599807208077,202.00650000000002,205.75925925925927
2025-01-30,AIRLINK,Air Link Communication Limited,191.84,0.8892343612462357,,-0.008615821190632337,0.4086987573105384,200.454,205.26214285714286
2025-01-31,AIRLINK,Air Link Communication Limited,196.38,0.9025564678068608,,0.02338986646193998,0.4095790665612287,199.374,204.95586206896553
2025-02-03,AIRLINK,Air Link Communication Limited,192.46,0.897295935103583,,-0.020163217812889253,0.405250587384133,198.4485,204.53933333333333
2025-02-04,AIRLINK,Air Link Communication Limited,192.12,0.9042766877637284,,-0.0017681631316311289,0.3982503190740568,197.57700000000003,204.13870967741937
2025-02-06,AIRLINK,Air Link Communication Limited,185.19,0.8878311848132527,,-0.036737851722709505,0.4054221372619648,196.19549999999998,203.5465625
2025-02-07,AIRLINK,Air Link Communication Limited,184.92,0.885904659329284,,-0.0014590259538895902,0.40068377827270063,195.60899999999998,202.9821212121212
2025-02-10,AIRLINK,Air Link Communication Limited,186.31,0.8826597105164637,,0.007488653912237811,0.40039608427797757,195.4425,202.49176470588236
2025-02-11,AIRLINK,Air Link Communication Limited,192.01,0.8943261583112195,,0.030135500972562686,0.4116791074173333,195.1655,202.1922857142857
2025-02-12,AIRLINK,Air Link Communication Limited,190.01,0.8870823705616498,,-0.010470751650384613,0.4091760652583461,194.6515,201.8538888888889
2025-02-13,AIRLINK,Air Link Communication Limited,188.03,0.8832809876797653,,-0.010475177787057262,0.406662853354314,193.7625,201.4802702702703
2025-02-14,AIRLINK,Air Link Communication Limited,189.36,0.8932954555523784,,0.007048440638345283,0.4077340480903696,193.1855,201.1613157894737
2025-02-17,AIRLINK,Air Link Communication Limited,186.81,0.884792349003009,,-0.013557907653258209,0.4053813182132099,192.3035,200.79333333333332
2025-02-18,AIRLINK,Air Link Communication Limited,188.76,0.8813097066478561,,0.01038430930571639,0.39912336574901164,191.6795,200.4925
2025-02-19,AIRLINK,Air Link Communication Limited,188.75,0.8816789159006343,,-5.297872905261188e-05,0.39915152560634176,191.2185,200.20609756097562
2025-02-20,AIRLINK,Air Link Communication Limited,190.16,0.8873774130978376,,0.007442434922804298,0.39650223606117213,190.985,199.96690476190477
2025-02-21,AIRLINK,Air Link Communication Limited,189.52,0.8917422602745201,,-0.0033712632014083394,0.32607920335577006,190.78300000000002,199.72395348837208
