year,count,mean,median,std,min,max
2021,10,4.710304363037187,5.179282895059771,7.334920734146693,-4.812075507200177,16.596482754024805
2022,12,-0.2622798503306427,0.7409509299810679,3.7699656602416227,-8.816007714132127,5.698476573453831
2023,12,3.9052715352423015,0.31275546401252546,13.967802011096122,-11.155155194731492,40.4202038918811
2024,12,13.989542990741967,6.08637999908791,33.81595582967485,-44.125076782505175,94.64885753226702
2025,12,48.32547283898492,31.407241995189224,64.82146190356484,-7.577002296898172,233.6743579298486
2026,1,-47.27685862789485,-47.27685862789485,,-47.27685862789485,-47.27685862789485
