Date,ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume,VOLUME
2023-01-17,PK0065001015,HUBC,Hub Power Company Limited. ,57.75,3.86,972865790,56182999372.5,972865790,56182999372.5,3257804.0,
2023-01-17,PK0070801011,IBFL,Ibrahim Fibre Limited. ,215.0,0.23,15525350,3337950250.0,15525350,3337950250.0,0.0,
2023-01-17,PK0114501015,ILP,Interloop Limited. ,50.67,0.49,140144686,7101131239.62,140144686,7101131239.62,2455649.0,
2023-01-17,PK0054501017,INDU,Indus Motor Company Ltd. ,912.49,0.86,13773766,12568423737.34,13773766,12568423737.34,2841.0,
2023-01-17,PK0028501010,INIL,International Industries Ltd. ,63.01,0.31,72535034,4570432492.34,72535034,4570432492.34,343908.0,
2023-01-17,PK0102001010,ISL,International Steels Limited. ,39.24,0.41,152250000,5974290000.0,152250000,5974290000.0,344769.0,
2023-01-17,PK0006101015,JVDC,Javedan Corporation Ltd. ,47.99,0.38,114258134,5483247850.66,114258134,5483247850.66,0.0,
2023-01-17,PK0083101011,KAPCO,Kot Addu Power Company. ,26.55,0.83,456159121,12111024662.55,456159121,12111024662.55,627805.0,
2023-01-17,PK0000501012,KEL,K-Electric Limited. ,2.07,0.39,2761519425,5716345209.75,2761519425,5716345209.75,29912473.0,
2023-01-17,PK0075001013,KOHC,Kohat Cement Co. Ltd. ,121.52,0.5,60258389,7322599431.28,60258389,7322599431.28,55673.0,
2023-01-17,PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,37.44,0.23,89788937,3361697801.28,89788937,3361697801.28,46500.0,
2023-01-17,PK0003101018,LCI,Lucky Core Industries Ltd. ,569.28,0.54,13853858,7886724282.24,13853858,7886724282.24,1700.0,
2023-01-17,PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,26.78,0.7,378551802,10137617257.56,378551802,10137617257.56,3162478.0,
2023-01-17,PK0071501016,LUCK,Lucky Cement Limited. ,391.73,3.05,113181250,44336491062.5,113181250,44336491062.5,1268802.0,
2023-01-17,PK0066301018,MARI,Mari Petroleum Company Ltd. ,1433.86,2.63,26680500,38256101730.0,26680500,38256101730.0,75536.0,
2023-01-17,PK0055601014,MCB,MCB Bank Limited. ,110.0,3.14,414771002,45624810220.0,414771002,45624810220.0,275307.0,
2023-01-17,PK0077401013,MEBL,Meezan Bank Limited. ,89.04,2.74,447406080,39837037363.2,447406080,39837037363.2,1826716.0,
2023-01-17,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,19.54,0.65,483005804,9437933410.16,483005804,9437933410.16,4851542.0,
2023-01-17,PK0009801017,MTL,Millat Tractors Limited. ,500.83,1.8,52308608,26197720144.64,52308608,26197720144.64,82047.0,
2023-01-17,PK0109901014,MUGHAL,Mughal Iron & Steels Ind Ltd. ,41.46,0.24,83908483,3478845705.18,83908483,3478845705.18,224124.0,
2023-01-17,PK0000601010,MUREB,Murree Brewery Company Ltd. ,340.0,0.26,11065452,3762253680.0,11065452,3762253680.0,2700.0,
2023-01-17,PK0037801013,NATF,National Foods Ltd. ,98.43,0.47,69934628,6883665434.04,69934628,6883665434.04,12100.0,
2023-01-17,PK0078001010,NBP,National Bank Of Pakistan.(XD) ,23.43,0.82,509032831,11926639230.33,509032831,11926639230.33,200500.0,
2023-01-17,PK0048001017,NCL,Nishat (Chunia) Ltd. ,20.72,0.15,108053563,2238869825.36,108053563,2238869825.36,254351.0,
2023-01-17,PK0025101012,NESTLE,Nestle Pakistan Ltd. ,5595.0,0.87,2267479,12686545005.0,2267479,12686545005.0,20.0,
2023-01-17,PK0005501017,NML,Nishat Mills Ltd. ,49.78,0.48,140639939,7001056163.42,140639939,7001056163.42,671749.0,
2023-01-17,PK0008201011,NRL,National Refinary Ltd. ,158.02,0.28,26212226,4142055952.52,26212226,4142055952.52,598649.0,
2023-01-17,PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,74.15,3.29,645139260,47837076129.0,645139260,47837076129.0,5105207.0,
2023-01-17,PK0034601010,PAEL,Pak Elektron Ltd. ,10.88,0.32,428006078,4656706128.64,428006078,4656706128.64,2217000.0,
2023-01-17,PK0002701016,PAKT,Pakistan Tobacco Co Ltd. ,851.0,0.73,12556733,10685779783.0,12556733,10685779783.0,150.0,
2023-01-17,PK0075401015,PGLC,Pak Gulf Leasing Co Ltd. ,5.65,0.0,5073960,28667874.0,5073960,28667874.0,0.0,
2023-01-17,PK0105101015,PIBTL,Pakistan Intl. Bulk Terminal Ltd. ,4.14,0.23,803741747,3327490832.58,803741747,3327490832.58,1612500.0,
2023-01-17,PK0056201012,PIOC,Pioneer Cement Ltd. ,46.98,0.37,113574397,5335725171.06,113574397,5335725171.06,759853.0,
2023-01-17,PK0010001011,PKGS,Packages Ltd. ,365.0,0.79,31282826,11418231490.0,31282826,11418231490.0,300.0,
2023-01-17,PK0023901017,POL,Pakistan Oilfields Limited. ,396.21,3.54,129852653,51448919645.13,129852653,51448919645.13,480084.0,
2023-01-17,PK0029101018,POML,Punjab Oil Mills Ltd. ,119.13,0.02,2587513,308250423.69,2587513,308250423.69,0.0,
2023-01-17,PK0081801018,PPL,Pakistan Petroleum Limited. ,68.3,3.14,667775912,45609094789.6,667775912,45609094789.6,8640440.0,
2023-01-17,PK0008501014,PSEL,Pakistan Services Limited. ,2149.0,2.88,19514502,41936664798.0,19514502,41936664798.0,50.0,
2023-01-17,PK0030501016,PSMC,Pak Suzuki Motors Co Ltd. ,130.78,0.2,21794217,2850247699.26,21794217,2850247699.26,83717.0,
2023-01-17,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,127.66,1.85,211262985,26969832665.1,211262985,26969832665.1,1720644.0,
2023-01-17,PK0104801011,PSX,Pakistan Stock Exchange Limited. ,7.82,0.26,480885960,3760528207.2,480885960,3760528207.2,77500.0,
2023-01-17,PK0067901022,PTC,Pakistan Telecommunication Co. ,5.88,0.24,592178334,3482008603.92,592178334,3482008603.92,821500.0,
2023-01-17,PK0032001015,RMPL,Rafhan Maize Products Ltd. ,8400.0,0.45,773610,6498324000.0,773610,6498324000.0,40.0,
2023-01-17,PK0083501012,ABL,Allied Bank Ltd. ,64.25,0.51,114507383,7357099357.75,114507383,7357099357.75,171000.0,
2023-01-17,PK0025701019,ABOT,Abbott Laboratories Pak Ltd. ,377.51,0.55,21080824,7958221868.24,21080824,7958221868.24,3650.0,
2023-01-17,PK0113801010,AGP,AGP Limited. ,56.3,0.33,84000000,4729200000.0,84000000,4729200000.0,60230.0,
2023-01-17,PK0004901010,AICL,Adamjee Insurance Co. Ltd. ,28.75,0.45,227500000,6540625000.0,227500000,6540625000.0,500.0,
2023-01-17,PK0122801019,AIRLINK,Air Link Communication Ltd. ,22.22,0.18,118580769,2634864687.18,118580769,2634864687.18,638000.0,
2023-01-17,PK0051301015,AKBL,Askari Bank Limited. ,19.5,0.51,378078054,7372522053.0,378078054,7372522053.0,30500.0,
2023-01-17,PK0082901015,APL,Attock Petroleum Limited. ,289.96,0.62,31104000,9018915840.0,31104000,9018915840.0,66713.0,
2023-01-17,PK0076701017,ARPL,Archroma Pakistan Limited. ,439.92,0.26,8529470,3752284442.4,8529470,3752284442.4,50.0,
2023-01-17,PK0009201010,ATLH,Atlas Honda Limited. ,266.0,0.23,12408794,3300739204.0,12408794,3300739204.0,0.0,
2023-01-17,PK0024501014,ATRL,Attock Refinery Limited. ,149.11,0.44,42646500,6359019615.0,42646500,6359019615.0,1118487.0,
2023-01-17,PK0107501014,AVN,Avanceon Limited. ,60.44,0.4,97410189,5887471823.16,97410189,5887471823.16,2037862.0,
2023-01-17,PK0078701015,BAFL,Bank Alfalah Ltd. ,28.5,1.22,622007792,17727222072.0,622007792,17727222072.0,1303461.0,
2023-01-17,PK0051601018,BAHL,Bank Al-Habib Ltd. ,51.5,2.56,722426520,37204965780.0,722426520,37204965780.0,44032.0,
2023-01-17,PK0051701016,BNWM,Bannu Woollen Mills Limited. ,21.83,0.01,4277813,93384657.79,4277813,93384657.79,7000.0,
2023-01-17,PK0045001010,BOP,Bank Of Punjab. ,4.49,0.39,1255918182,5639072637.18,1255918182,5639072637.18,1624500.0,
2023-01-17,PK0076901013,UPFL,Unilever Pakistan Foods Ltd. ,24000.0,0.51,306150,7347600000.0,306150,7347600000.0,0.0,
2023-01-17,PK0039401010,YOUW,Yousuf Weaving Mills Limited. ,3.26,0.01,45000000,146700000.0,45000000,146700000.0,207500.0,
2023-01-17,PK0087901010,SCBPL,Standard Chartered Bank Pak Ltd. ,19.3,0.26,193579251,3736079544.3,193579251,3736079544.3,500.0,
2023-01-17,PK0061701014,SEARL,The Searle Company Ltd. ,52.78,0.64,175529634,9264454082.52,175529634,9264454082.52,519189.0,
2023-01-17,PK0016701010,SHEL,Shell Pakistan Ltd. ,102.55,0.38,53506166,5487057323.3,53506166,5487057323.3,83400.0,
2023-01-17,PK0072901017,SHFA,Shifa Int. Hospital Ltd. ,108.66,0.21,28446472,3090993647.52,28446472,3090993647.52,126100.0,
2023-01-17,PK0024101013,SML,Shakarganj Limited. ,37.0,0.14,56250000,2081250000.0,56250000,2081250000.0,0.0,
2023-01-17,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,35.33,0.69,285397499,10083093639.67,285397499,10083093639.67,9689650.0,
2023-01-17,PK0016401017,SRVI,Service Industries. ,280.0,0.36,18794982,5262594960.0,18794982,5262594960.0,2700.0,
2023-01-17,PK0109001013,SYS,Systems Limited. ,458.04,5.94,188667505,86417263990.2,188667505,86417263990.2,1039177.0,
2023-01-17,PK0028801014,TGL,Tariq Glass. ,60.34,0.29,68866875,4155427237.5,68866875,4155427237.5,528418.0,
2023-01-17,PK0011301014,THALL,Thal Limited. ,180.56,0.5,40514955,7315380274.8,40514955,7315380274.8,8600.0,
2023-01-17,PK0079201015,TRG,TRG Pakistan Ltd. ,92.3,2.42,381773466,35237690911.8,381773466,35237690911.8,4537283.0,
2023-01-17,PK0081901016,UBL,United Bank Ltd. ,94.57,3.18,489671875,46308269218.75,489671875,46308269218.75,143077.0,
2023-01-17,PK0068801015,UNITY,Unity Foods Limited. ,13.08,0.43,477620000,6247269600.0,477620000,6247269600.0,3754252.0,
2023-01-18,PK0083501012,ABL,Allied Bank Ltd. ,64.25,0.5,114507383,7357099357.75,114507383,7357099357.75,500.0,
2023-01-18,PK0025701019,ABOT,Abbott Laboratories Pak Ltd. ,370.03,0.53,21080824,7800537304.72,21080824,7800537304.72,12350.0,
2023-01-18,PK0113801010,AGP,AGP Limited. ,56.4,0.32,84000000,4737600000.0,84000000,4737600000.0,19076.0,
2023-01-18,PK0004901010,AICL,Adamjee Insurance Co. Ltd. ,29.43,0.45,227500000,6695325000.0,227500000,6695325000.0,51500.0,
2023-01-18,PK0122801019,AIRLINK,Air Link Communication Ltd. ,21.35,0.17,118580769,2531699418.15,118580769,2531699418.15,104500.0,
2023-01-18,PK0051301015,AKBL,Askari Bank Limited. ,19.31,0.5,378078054,7300687222.74,378078054,7300687222.74,21000.0,
2023-01-18,PK0082901015,APL,Attock Petroleum Limited. ,293.48,0.62,31104000,9128401920.0,31104000,9128401920.0,43402.0,
2023-01-18,PK0076701017,ARPL,Archroma Pakistan Limited. ,433.67,0.25,8529470,3698975254.9,8529470,3698975254.9,900.0,
2023-01-18,PK0009201010,ATLH,Atlas Honda Limited. ,266.0,0.22,12408794,3300739204.0,12408794,3300739204.0,0.0,
2023-01-18,PK0024501014,ATRL,Attock Refinery Limited. ,151.37,0.44,42646500,6455400705.0,42646500,6455400705.0,1072811.0,
2023-01-18,PK0107501014,AVN,Avanceon Limited. ,63.58,0.42,97410189,6193339816.62,97410189,6193339816.62,2228366.0,
2023-01-18,PK0078701015,BAFL,Bank Alfalah Ltd. ,28.32,1.2,622007792,17615260669.44,622007792,17615260669.44,2732755.0,
2023-01-18,PK0051601018,BAHL,Bank Al-Habib Ltd. ,50.54,2.48,722426520,36511436320.8,722426520,36511436320.8,170201.0,
2023-01-18,PK0051701016,BNWM,Bannu Woollen Mills Limited. ,21.83,0.01,4277813,93384657.79,4277813,93384657.79,0.0,
2023-01-18,PK0045001010,BOP,Bank Of Punjab. ,4.54,0.39,1255918182,5701868546.28,1255918182,5701868546.28,626500.0,
2023-01-18,PK0040301019,CEPB,Century Paper & Board Mills. ,41.88,0.22,78110847,3271282272.36,78110847,3271282272.36,64000.0,
2023-01-18,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,92.23,0.73,116577023,10751898831.29,116577023,10751898831.29,110840.0,
2023-01-18,PK0078401012,CNERGY,Cnergyico PK Limited. ,3.57,0.39,1598965412,5708306520.84,1598965412,5708306520.84,3746599.0,
2023-01-18,PK0028001011,COLG,Colgate Palmolive (Pak) Ltd. ,1801.0,1.02,8371492,15077057092.0,8371492,15077057092.0,200.0,
2023-01-18,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,96.74,2.21,336900981,32591800901.94,336900981,32591800901.94,3500.0,
2023-01-18,PK0099001023,DCR,Dolmen City REIT. ,13.7,0.52,555925000,7616172500.0,555925000,7616172500.0,53000.0,
2023-01-18,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,42.12,0.63,219059559,9226788625.08,219059559,9226788625.08,1004718.0,
2023-01-18,PK0099701010,EFERT,Engro Fertilizers Limited. ,77.72,3.17,600884719,46700760360.68,600884719,46700760360.68,944686.0,
2023-01-18,PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,96.0,0.39,60000000,5760000000.0,60000000,5760000000.0,121000.0,
2023-01-18,PK0012101017,ENGRO,Engro Corporation Limited. ,269.56,5.8,316889777,85420808288.12,316889777,85420808288.12,523941.0,
2023-01-18,PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,41.54,0.9,318123167,13214836357.18,318123167,13214836357.18,621379.0,
2023-01-18,PK0070501017,FABL,Faysal Bank Limited. ,22.16,0.57,379424131,8408038742.96,379424131,8408038742.96,3131604.0,
2023-01-18,PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,30.2,0.65,315000000,9513000000.0,315000000,9513000000.0,108856.0,
2023-01-18,PK0074501013,FCCL,Fauji Cement Co Ltd. ,10.53,0.61,858496527,9039968429.31,858496527,9039968429.31,792000.0,
2023-01-18,PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,62.01,0.32,76659608,4753662292.08,76659608,4753662292.08,58660.0,
2023-01-18,PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,13.5,0.41,451938500,6101169750.0,451938500,6101169750.0,223500.0,
2023-01-18,PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,100.83,4.79,699731036,70553880359.88,699731036,70553880359.88,354890.0,
2023-01-18,PK0029901011,FHAM,First Habib Mod. ,7.05,0.09,181440000,1279152000.0,181440000,1279152000.0,7500.0,
2023-01-18,PK0064101014,GADT,Gadoon Textile Mills Ltd. ,233.0,0.13,8408875,1959267875.0,8408875,1959267875.0,500.0,
2023-01-18,PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,19.58,0.21,154179054,3018825877.32,154179054,3018825877.32,173890.0,
2023-01-18,PK0064301010,GHGL,Ghani Glass Ltd. ,35.0,0.6,251817340,8813606900.0,251817340,8813606900.0,417000.0,
2023-01-18,PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,83.5,0.3,52130888,4352929148.0,52130888,4352929148.0,18800.0,
2023-01-18,PK0085101019,HBL,Habib Bank Limited. ,61.99,3.09,733426254,45465093485.46,733426254,45465093485.46,461778.0,
2023-01-18,PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,130.42,0.25,28560000,3724795200.0,28560000,3724795200.0,23251.0,
2023-01-18,PK0024701010,HGFA,HBL Growth Fund ,4.8,0.09,264840584,1271234803.2,264840584,1271234803.2,2000.0,
2023-01-18,PK0070701013,HINOON,Highnoon Laboratories Ltd. ,499.99,0.64,18847837,9423730021.63,18847837,9423730021.63,7350.0,
2023-01-18,PK0055401019,HMB,Habib Metropolitan Bank Limited. ,31.2,1.0,471524166,14711553979.2,471524166,14711553979.2,31500.0,
2023-01-18,PK0065001015,HUBC,Hub Power Company Limited. ,59.07,3.91,972865790,57467182215.3,972865790,57467182215.3,2135184.0,
2023-01-18,PK0070801011,IBFL,Ibrahim Fibre Limited. ,215.0,0.23,15525350,3337950250.0,15525350,3337950250.0,0.0,
2023-01-18,PK0114501015,ILP,Interloop Limited. ,51.74,0.49,140144686,7251086053.64,140144686,7251086053.64,85223.0,
2023-01-18,PK0054501017,INDU,Indus Motor Company Ltd. ,921.26,0.86,13773766,12689219665.16,13773766,12689219665.16,850.0,
2023-01-18,PK0028501010,INIL,International Industries Ltd. ,64.55,0.32,72535034,4682136444.7,72535034,4682136444.7,120763.0,
2023-01-18,PK0005501017,NML,Nishat Mills Ltd. ,49.89,0.48,140639939,7016526556.71,140639939,7016526556.71,237841.0,
2023-01-18,PK0008201011,NRL,National Refinary Ltd. ,161.23,0.29,26212226,4226197197.98,26212226,4226197197.98,438092.0,
2023-01-18,PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,76.09,3.34,645139260,49088646293.4,645139260,49088646293.4,5724570.0,
2023-01-18,PK0034601010,PAEL,Pak Elektron Ltd. ,11.0,0.32,428006078,4708066858.0,428006078,4708066858.0,1710000.0,
2023-01-18,PK0002701016,PAKT,Pakistan Tobacco Co Ltd. ,851.11,0.73,12556733,10687161023.63,12556733,10687161023.63,50.0,
2023-01-18,PK0075401015,PGLC,Pak Gulf Leasing Co Ltd. ,5.65,0.0,5073960,28667874.0,5073960,28667874.0,0.0,
2023-01-18,PK0105101015,PIBTL,Pakistan Intl. Bulk Terminal Ltd. ,4.25,0.23,803741747,3415902424.75,803741747,3415902424.75,1640500.0,
2023-01-18,PK0056201012,PIOC,Pioneer Cement Ltd. ,47.22,0.36,113574397,5362983026.34,113574397,5362983026.34,852133.0,
2023-01-18,PK0010001011,PKGS,Packages Ltd. ,360.5,0.77,31282826,11277458773.0,31282826,11277458773.0,600.0,
2023-01-18,PK0023901017,POL,Pakistan Oilfields Limited. ,404.55,3.57,129852653,52531890771.15,129852653,52531890771.15,306188.0,
2023-01-18,PK0029101018,POML,Punjab Oil Mills Ltd. ,119.13,0.02,2587513,308250423.69,2587513,308250423.69,0.0,
2023-01-18,PK0081801018,PPL,Pakistan Petroleum Limited. ,69.86,3.17,667775912,46650825212.32,667775912,46650825212.32,6111954.0,
2023-01-18,PK0008501014,PSEL,Pakistan Services Limited. ,1987.83,2.64,19514502,38791512510.66,19514502,38791512510.66,50.0,
2023-01-18,PK0030501016,PSMC,Pak Suzuki Motors Co Ltd. ,131.99,0.2,21794217,2876618701.83,21794217,2876618701.83,43773.0,
2023-01-18,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,129.78,1.86,211262985,27417710193.3,211262985,27417710193.3,1188014.0,
2023-01-18,PK0104801011,PSX,Pakistan Stock Exchange Limited. ,7.73,0.25,480885960,3717248470.8,480885960,3717248470.8,340500.0,
2023-01-18,PK0067901022,PTC,Pakistan Telecommunication Co. ,5.97,0.24,592178334,3535304653.98,592178334,3535304653.98,1074000.0,
2023-01-18,PK0032001015,RMPL,Rafhan Maize Products Ltd. ,8400.0,0.44,773610,6498324000.0,773610,6498324000.0,20.0,
2023-01-18,PK0102001010,ISL,International Steels Limited. ,39.46,0.41,152250000,6007785000.0,152250000,6007785000.0,185965.0,
2023-01-18,PK0006101015,JVDC,Javedan Corporation Ltd. ,47.99,0.37,114258134,5483247850.66,114258134,5483247850.66,0.0,
2023-01-18,PK0083101011,KAPCO,Kot Addu Power Company. ,26.74,0.83,456159121,12197694895.54,456159121,12197694895.54,370440.0,
2023-01-18,PK0000501012,KEL,K-Electric Limited. ,2.19,0.41,2761519425,6047727540.75,2761519425,6047727540.75,13145257.0,
2023-01-18,PK0075001013,KOHC,Kohat Cement Co. Ltd. ,121.14,0.5,60258389,7299701243.46,60258389,7299701243.46,21567.0,
2023-01-18,PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,37.25,0.23,89788937,3344637903.25,89788937,3344637903.25,13500.0,
2023-01-18,PK0003101018,LCI,Lucky Core Industries Ltd. ,567.0,0.53,13853858,7855137486.0,13853858,7855137486.0,700.0,
2023-01-18,PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,26.89,0.69,378551802,10179257955.78,378551802,10179257955.78,1962873.0,
2023-01-18,PK0071501016,LUCK,Lucky Cement Limited. ,399.71,3.07,113181250,45239677437.5,113181250,45239677437.5,264057.0,
2023-01-18,PK0066301018,MARI,Mari Petroleum Company Ltd. ,1426.86,2.59,26680500,38069338230.0,26680500,38069338230.0,57609.0,
2023-01-18,PK0055601014,MCB,MCB Bank Limited. ,110.37,3.11,414771002,45778275490.74,414771002,45778275490.74,1088179.0,
2023-01-18,PK0077401013,MEBL,Meezan Bank Limited. ,90.12,2.74,447406080,40320235929.6,447406080,40320235929.6,612875.0,
2023-01-18,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,19.98,0.66,483005804,9650455963.92,483005804,9650455963.92,1313266.0,
2023-01-18,PK0009801017,MTL,Millat Tractors Limited. ,514.21,1.83,52308608,26897609319.68,52308608,26897609319.68,89517.0,
2023-01-18,PK0109901014,MUGHAL,Mughal Iron & Steels Ind Ltd. ,44.18,0.25,83908483,3707076778.94,83908483,3707076778.94,486850.0,
2023-01-18,PK0000601010,MUREB,Murree Brewery Company Ltd. ,340.0,0.26,11065452,3762253680.0,11065452,3762253680.0,0.0,
2023-01-18,PK0037801013,NATF,National Foods Ltd. ,100.01,0.48,69934628,6994162146.28,69934628,6994162146.28,12400.0,
2023-01-18,PK0078001010,NBP,National Bank Of Pakistan.(XD) ,23.91,0.83,509032831,12170974989.21,509032831,12170974989.21,121000.0,
2023-01-18,PK0048001017,NCL,Nishat (Chunia) Ltd. ,20.21,0.15,108053563,2183762508.23,108053563,2183762508.23,324096.0,
2023-01-18,PK0025101012,NESTLE,Nestle Pakistan Ltd. ,5308.0,0.82,2267479,12035778532.0,2267479,12035778532.0,220.0,
2023-01-18,PK0087901010,SCBPL,Standard Chartered Bank Pak Ltd. ,19.4,0.26,193579251,3755437469.4,193579251,3755437469.4,14500.0,
2023-01-18,PK0061701014,SEARL,The Searle Company Ltd. ,53.42,0.64,175529634,9376793048.28,175529634,9376793048.28,425569.0,
2023-01-18,PK0016701010,SHEL,Shell Pakistan Ltd. ,102.88,0.37,53506166,5504714358.08,53506166,5504714358.08,126200.0,
2023-01-18,PK0072901017,SHFA,Shifa Int. Hospital Ltd. ,108.36,0.21,28446472,3082459705.92,28446472,3082459705.92,18700.0,
2023-01-18,PK0024101013,SML,Shakarganj Limited. ,37.0,0.14,56250000,2081250000.0,56250000,2081250000.0,0.0,
2023-01-18,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,36.72,0.71,285397499,10479796163.28,285397499,10479796163.28,4769822.0,
2023-01-18,PK0016401017,SRVI,Service Industries. ,279.9,0.36,18794982,5260715461.8,18794982,5260715461.8,800.0,
2023-01-18,PK0109001013,SYS,Systems Limited. ,480.73,6.16,188667505,90698129678.65,188667505,90698129678.65,499573.0,
2023-01-18,PK0028801014,TGL,Tariq Glass. ,59.64,0.28,68866875,4107220425.0,68866875,4107220425.0,313576.0,
2023-01-18,PK0011301014,THALL,Thal Limited. ,183.11,0.5,40514955,7418693410.05,40514955,7418693410.05,1100.0,
2023-01-18,PK0079201015,TRG,TRG Pakistan Ltd. ,96.58,2.51,381773466,36871681346.28,381773466,36871681346.28,10185720.0,
2023-01-18,PK0081901016,UBL,United Bank Ltd. ,96.55,3.21,489671875,47277819531.25,489671875,47277819531.25,400133.0,
2023-01-18,PK0068801015,UNITY,Unity Foods Limited. ,13.53,0.44,477620000,6462198600.0,477620000,6462198600.0,2070603.0,
2023-01-18,PK0076901013,UPFL,Unilever Pakistan Foods Ltd. ,24000.0,0.5,306150,7347600000.0,306150,7347600000.0,0.0,
2023-01-18,PK0039401010,YOUW,Yousuf Weaving Mills Limited. ,3.33,0.01,45000000,149850000.0,45000000,149850000.0,35000.0,
2023-01-19,PK0040301019,CEPB,Century Paper & Board Mills. ,41.01,0.22,78110847,3203325835.47,78110847,3203325835.47,33000.0,
2023-01-19,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,89.37,0.71,116577023,10418488545.51,116577023,10418488545.51,199190.0,
2023-01-19,PK0078401012,CNERGY,Cnergyico PK Limited. ,3.7,0.4,1598965412,5916172024.4,1598965412,5916172024.4,7649259.0,
2023-01-19,PK0028001011,COLG,Colgate Palmolive (Pak) Ltd. ,1865.0,1.06,8371492,15612832580.0,8371492,15612832580.0,80.0,
2023-01-19,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,96.97,2.22,336900981,32669288127.57,336900981,32669288127.57,6500.0,
2023-01-19,PK0099001023,DCR,Dolmen City REIT. ,13.75,0.52,555925000,7643968750.0,555925000,7643968750.0,32500.0,
2023-01-19,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,42.7,0.63,219059559,9353843169.3,219059559,9353843169.3,819001.0,
2023-01-19,PK0099701010,EFERT,Engro Fertilizers Limited. ,77.42,3.16,600884719,46520494944.98,600884719,46520494944.98,778609.0,
2023-01-19,PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,96.0,0.39,60000000,5760000000.0,60000000,5760000000.0,0.0,
2023-01-19,PK0012101017,ENGRO,Engro Corporation Limited. ,267.34,5.75,316889777,84717312983.18,316889777,84717312983.18,450886.0,
2023-01-19,PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,42.12,0.91,318123167,13399347794.04,318123167,13399347794.04,418797.0,
2023-01-19,PK0070501017,FABL,Faysal Bank Limited. ,22.15,0.57,379424131,8404244501.65,379424131,8404244501.65,334271.0,
2023-01-19,PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,30.47,0.65,315000000,9598050000.0,315000000,9598050000.0,35543.0,
2023-01-19,PK0074501013,FCCL,Fauji Cement Co Ltd. ,10.51,0.61,858496527,9022798498.77,858496527,9022798498.77,825000.0,
2023-01-19,PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,61.8,0.32,76659608,4737563774.4,76659608,4737563774.4,18186.0,
2023-01-19,PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,13.57,0.42,451938500,6132805445.0,451938500,6132805445.0,131500.0,
2023-01-19,PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,100.66,4.78,699731036,70434926083.76,699731036,70434926083.76,238794.0,
2023-01-19,PK0029901011,FHAM,First Habib Mod. ,7.39,0.09,181440000,1340841600.0,181440000,1340841600.0,4000.0,
2023-01-19,PK0064101014,GADT,Gadoon Textile Mills Ltd. ,234.0,0.13,8408875,1967676750.0,8408875,1967676750.0,700.0,
2023-01-19,PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,19.84,0.21,154179054,3058912431.36,154179054,3058912431.36,260909.0,
2023-01-19,PK0064301010,GHGL,Ghani Glass Ltd. ,34.95,0.6,251817340,8801016033.0,251817340,8801016033.0,115000.0,
2023-01-19,PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,83.54,0.3,52130888,4355014383.52,52130888,4355014383.52,21700.0,
2023-01-19,PK0085101019,HBL,Habib Bank Limited. ,62.19,3.1,733426254,45611778736.26,733426254,45611778736.26,729812.0,
2023-01-19,PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,132.24,0.26,28560000,3776774400.0,28560000,3776774400.0,20144.0,
2023-01-19,PK0024701010,HGFA,HBL Growth Fund ,4.8,0.09,264840584,1271234803.2,264840584,1271234803.2,53500.0,
