Date,ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume,VOLUME
2020-01-20,PK0075001013,KOHC,Kohat Cement Co. Ltd. ,77.61,0.24,60258389,4676653570.29,200861294,15588845027.34,36500.0,
2020-01-20,PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,40.79,0.47,224472342,9156226830.18,299296456,12208302440.24,298500.0,
2020-01-20,PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,14.65,0.29,378551802,5545783899.3,1514207200,22183135480.0,1841500.0,
2020-01-20,PK0071501016,LUCK,Lucky Cement Limited. ,483.34,3.22,129350000,62520029000.0,323375000,156300072500.0,114100.0,
2020-01-20,PK0066301018,MARI,Mari Petroleum Company Ltd. ,1440.26,1.98,26680500,38426856930.0,133402500,192134284650.0,105940.0,
2020-01-20,PK0055601014,MCB,MCB Bank Limited. ,221.09,4.73,414771002,91701720832.18,1185060006,262004916726.54,235500.0,
2020-01-20,PK0077401013,MEBL,Meezan Bank Limited. ,104.9,1.74,321527906,33728277339.4,1286111589,134913105686.1,64000.0,
2020-01-20,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,22.13,0.3,267165300,5912368089.0,1098346232,24306402114.16,6854000.0,
2020-01-20,PK0009801017,MTL,Millat Tractors Limited. ,728.67,0.84,22423100,16339040277.0,49829112,36308979041.04,16000.0,
2020-01-20,PK0000601010,MUREB,Murree Brewery Company Ltd. ,660.52,0.42,12448634,8222571729.68,27663631,18272381548.12,1300.0,
2020-01-20,PK0037801013,NATF,National Foods Ltd. ,245.56,0.57,44758162,10990814260.72,149193875,36636047945.0,15300.0,
2020-01-20,PK0078001010,NBP,National Bank Of Pakistan. ,43.67,1.14,506929402,22137606985.34,2127512862,92908486683.54,721000.0,
2020-01-20,PK0048001017,NCL,Nishat (Chunia) Ltd. ,45.0,0.25,108053563,4862410335.0,240119029,10805356305.0,283500.0,
2020-01-20,PK0098301010,NCPL,Nishat Chunian Power Ltd. ,17.85,0.17,179460197,3203364516.45,367346939,6557142861.15,153000.0,
2020-01-20,PK0025101012,NESTLE,Nestle Pakistan Ltd. ,8000.0,1.87,4534958,36279664000.0,45349551,362796408000.0,0.0,
2020-01-20,PK0005501017,NML,Nishat Mills Ltd. ,111.42,0.91,158219932,17628864823.44,351599848,39175255064.16,315800.0,
2020-01-20,PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,149.13,4.96,645139260,96209617843.8,4300928400,641397452292.0,1474200.0,
2020-01-20,PK0034501012,OLPL,Orix Leasing Pakistan Ltd. ,25.49,0.11,83527451,2129114725.99,167054903,4258229477.47,56500.0,
2020-01-20,PK0034601010,PAEL,Pak Elektron Ltd. ,27.36,0.35,248840743,6808282728.48,497681485,13616565429.6,2310000.0,
2020-01-20,PK0002701016,PAKT,Pakistan Tobacco Co Ltd. ,2229.0,1.43,12469503,27794522187.0,255493792,569495662368.0,0.0,
2020-01-20,PK0105101015,PIBTL,Pakistan Intl. Bulk Terminal Ltd. ,11.33,0.52,893046386,10118215553.38,1786092772,20236431106.76,8244500.0,
2020-01-20,PK0056201012,PIOC,Pioneer Cement Ltd. ,28.8,0.19,124931836,3598036876.8,227148793,6541885238.4,1333000.0,
2020-01-20,PK0010001011,PKGS,Packages Ltd. ,394.06,0.45,22344876,8805221836.56,89379504,35220887346.24,58500.0,
2020-01-20,PK0018201019,PMPK,Philip Morris (Pakistan)Ltd. ,2457.0,0.39,3079017,7565144769.0,61580341,151302897837.0,0.0,
2020-01-20,PK0023901017,POL,Pakistan Oilfields Limited. ,455.01,3.04,129759049,59041664885.49,283855104,129156910871.04,130100.0,
2020-01-20,PK0081801018,PPL,Pakistan Petroleum Limited. ,147.1,5.05,666129798,97987693285.8,2720967548,400254326310.8,1040800.0,
2020-01-20,PK0008501014,PSEL,Pakistan Services Limited. ,987.52,1.08,21140711,20876874926.72,32524250,32118347360.0,0.0,
2020-01-20,PK0030501016,PSMC,Pak Suzuki Motors Co Ltd. ,242.27,0.27,21754139,5270375255.53,82299851,19938784901.77,706100.0,
2020-01-20,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,214.34,2.33,211262985,45282108204.9,469473300,100626907122.0,2350500.0,
2020-01-20,PK0104801011,PSX,Pakistan Stock Exchange Limited. ,13.01,0.32,480885960,6256326339.6,801476600,10427210566.0,657500.0,
2020-01-20,PK0067901022,PTC,Pakistan Telecommunication Co. ,9.63,0.29,592074269,5701675210.47,3774000000,36343620000.0,434500.0,
2020-01-20,PK0087901010,SCBPL,Standard Chartered Bank Pak Ltd. ,26.99,0.27,193579251,5224703984.49,3871585021,104494079716.79,17000.0,
2020-01-20,PK0061701014,SEARL,The Searle Company Ltd. ,187.58,0.92,95591360,17931027308.8,212425272,39846732521.76,158400.0,
2020-01-20,PK0016701010,SHEL,Shell Pakistan Ltd. ,226.52,0.26,22296342,5050567389.84,107012330,24240432991.6,74700.0,
2020-01-20,PK0072901017,SHFA,Shifa Int. Hospital Ltd. ,310.93,0.55,34086187,10598418123.91,61974886,19269851303.98,2900.0,
2020-01-20,PK0083501012,ABL,Allied Bank Ltd. ,99.03,0.88,171761075,17009499257.25,1145073830,113396661384.9,15500.0,
2020-01-20,PK0025701019,ABOT,Abbott Laboratories Pak Ltd. ,425.84,0.46,21024895,8953241286.8,97900302,41689864603.68,33300.0,
2020-01-20,PK0027701017,AGIL,Agriautos Industries Co. Ltd. ,212.01,0.2,18720000,3968827200.0,28800000,6105888000.0,47400.0,
2020-01-20,PK0113801010,AGP,AGP Limited. ,108.74,0.47,84000000,9134160000.0,280000000,30447200000.0,147500.0,
2020-01-20,PK0004901010,AICL,Adamjee Insurance Co. Ltd. ,44.77,0.65,280000000,12535600000.0,350000000,15669500000.0,113000.0,
2020-01-20,PK0051301015,AKBL,Askari Bank Limited. ,20.77,0.4,378078054,7852681181.58,1260260180,26175603938.6,489500.0,
2020-01-20,PK0075101011,ANL,Azgard Nine Limited ,14.59,0.27,359479551,5244806649.09,449349439,6556008315.01,745000.0,
2020-01-20,PK0082901015,APL,Attock Petroleum Limited. ,383.93,0.49,24883200,9553406976.0,99532800,38213627904.0,28800.0,
2020-01-20,PK0076701017,ARPL,Archroma Pakistan Limited. ,636.0,0.28,8529470,5424742920.0,34118229,21699193644.0,1450.0,
2020-01-20,PK0009201010,ATLH,Atlas Honda Limited. ,385.0,0.25,12408794,4777385690.0,124087935,47773854975.0,500.0,
2020-01-20,PK0024501014,ATRL,Attock Refinery Limited. ,117.16,0.26,42646500,4996463940.0,106616250,12491159850.0,516800.0,
2020-01-20,PK0078701015,BAFL,Bank Alfalah Ltd. ,52.8,1.94,710866048,37533727334.4,1777165119,93834318283.2,307000.0,
2020-01-20,PK0051601018,BAHL,Bank Al-Habib Ltd. ,80.85,3.01,722426520,58408184142.0,1111425419,89858745126.15,161000.0,
2020-01-20,PK0051701016,BNWM,Bannu Woollen Mills Limited. ,42.31,0.01,4277813,180994268.03,9506250,402209437.5,19500.0,
2020-01-20,PK0045001010,BOP,Bank Of Punjab. ,13.7,0.79,1115957536,15288618243.2,2643692380,36218585606.0,11712000.0,
2020-01-20,PK0077601018,BWCL,Bestway Cement Limited. ,109.95,0.17,29812639,3277899658.05,596252783,65557993490.85,20000.0,
2020-01-20,PK0078401012,BYCO,BYCO Petroleum Pak Ltd. ,8.57,0.24,532988471,4567711196.47,5329884706,45677111930.42,1073000.0,
2020-01-20,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,51.99,0.29,106862271,5555769469.29,194295038,10101399025.62,928000.0,
2020-01-20,PK0028001011,COLG,Colgate Palmolive (Pak) Ltd. ,2461.33,0.73,5754592,14163949927.36,57545920,141639499273.6,60.0,
2020-01-20,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,162.42,2.62,312836625,50810924632.5,481287116,78170653380.72,71000.0,
2020-01-20,PK0099001023,DCR,Dolmen City REIT. ,12.75,0.37,555925000,7088043750.0,2223700000,28352175000.0,79000.0,
2020-01-20,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,76.14,0.86,219059559,16679194822.26,438119097,33358388045.58,2148500.0,
2020-01-20,PK0099701010,EFERT,Engro Fertilizers Limited. ,71.17,2.21,600884719,42764965451.23,1335299375,95033256518.75,15269000.0,
2020-01-20,PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,114.5,0.41,70000000,8015000000.0,200000000,22900000000.0,1000.0,
2020-01-20,PK0012101017,ENGRO,Engro Corporation Limited. ,349.77,5.72,316889777,110838537301.29,576163230,201524612957.1,666100.0,
2020-01-20,PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,32.64,0.54,318123167,10383540170.88,908923333,29667257589.12,7443500.0,
2020-01-20,PK0070501017,FABL,Faysal Bank Limited. ,21.78,0.51,455308958,9916629105.24,1517696526,33055430336.28,258000.0,
2020-01-20,PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,26.84,0.44,315000000,8454600000.0,2100000000,56364000000.0,178000.0,
2020-01-20,PK0074501013,FCCL,Fauji Cement Co Ltd. ,16.64,0.65,758898264,12628067112.96,1379815025,22960122016.0,1116000.0,
2020-01-20,PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,74.93,0.3,76659608,5744104427.44,766596075,57441043899.75,229500.0,
2020-01-20,PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,21.11,0.36,326938500,6901671735.0,934110000,19719062100.0,4810000.0,
2020-01-20,PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,106.64,3.85,699731036,74619317679.04,1272238147,135671475996.08,4418500.0,
2020-01-20,PK0029901011,FHAM,First Habib Mod. ,9.3,0.08,171360000,1593648000.0,201600000,1874880000.0,37000.0,
2020-01-20,PK0021001018,FML,Feroze1888 Mills Ltd. ,100.3,0.39,75360194,7558627458.2,376800968,37793137090.4,18000.0,
2020-01-20,PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,44.94,0.3,128338389,5767527201.66,427794630,19225090672.2,169500.0,
2020-01-20,PK0064301010,GHGL,Ghani Glass Ltd. ,54.26,0.3,108308533,5876821000.58,541542665,29384105002.9,235500.0,
2020-01-20,PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,161.98,0.43,51732159,8379575114.82,318467278,51585329690.44,55100.0,
2020-01-20,PK0112101016,GSKCH,Glaxo SmithKline Healthcare Pak Ltd. ,260.0,0.21,15494804,4028649040.0,117054508,30434172080.0,3100.0,
2020-01-20,PK0108001014,HASCOL,Hascol Petroleum Ltd. ,24.6,0.13,99560340,2449184364.0,199120680,4898368728.0,3223000.0,
2020-01-20,PK0085101019,HBL,Habib Bank Limited. ,168.55,6.37,733426254,123618995111.7,1466852508,247237990223.4,1059600.0,
2020-01-20,PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,212.78,0.31,28560000,6076996800.0,142800000,30384984000.0,275800.0,
2020-01-20,PK0024701010,HGFA,HBL Growth Fund ,11.84,0.16,263938578,3125032763.52,283500000,3356640000.0,10500.0,
2020-01-20,PK0055401019,HMB,Habib Metropolitn Bank Limited. ,41.0,1.0,471524166,19332490806.0,1047831480,42961090680.0,108000.0,
2020-01-20,PK0065001015,HUBC,Hub Power Company Limited. ,100.85,5.06,972865790,98113514921.5,1297154400,130818021240.0,1830000.0,
2020-01-20,PK0070801011,IBFL,Ibrahim Fibre Limited. ,60.0,0.05,15525350,931521000.0,310506995,18630419700.0,0.0,
2020-01-20,PK0003101018,ICI,ICI Pakistan Limited. ,712.76,0.51,13853858,9874475828.08,92359050,65829836478.0,27750.0,
2020-01-20,PK0006901018,IDYM,Indus Dyeing & Manufacturing.(XD) ,527.0,0.07,2711060,1428728620.0,18073731,9524856237.0,100.0,
2020-01-20,PK0032601012,IGIHL,IGI Holdings Limited. ,195.15,0.36,35657638,6958588055.7,142630550,27834351832.5,1600.0,
2020-01-20,PK0054501017,INDU,Indus Motor Company Ltd. ,1047.85,0.73,13431489,14074185748.65,78600000,82361010000.0,40100.0,
2020-01-20,PK0028501010,INIL,International Industries Ltd. ,110.09,0.34,59346846,6533494276.14,131881860,14518873967.4,559400.0,
2020-01-20,PK0102001010,ISL,International Steels Limited. ,56.01,0.38,130500000,7309305000.0,435000000,24364350000.0,490000.0,
2020-01-20,PK0054701013,JDWS,J. D. W. Sugar Mills Ltd.(XD) ,338.88,0.16,8966499,3038567181.12,59776661,20257114879.68,0.0,
2020-01-20,PK0074201010,JLICL,Jubliee Life Insurance Co Ltd. ,419.94,0.34,15866136,6662825151.84,79330680,33314125759.2,700.0,
2020-01-20,PK0083101011,KAPCO,Kot Addu Power Company. ,29.43,0.69,455684613,13410798160.59,880253228,25905852500.04,878000.0,
2020-01-20,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,80.58,1.19,285397499,22997330469.42,634216666,51105178946.28,1791000.0,
2020-01-20,PK0108801017,SPWL,Saif Power Ltd. ,21.4,0.21,193235890,4135248046.0,386471779,8270496070.6,0.0,
2020-01-20,PK0016401017,SRVI,Service Industries. ,803.14,0.27,6578244,5283250886.16,18795000,15095016300.0,3500.0,
2020-01-20,PK0002801014,SSGC,Sui Southern Gas Co Ltd. ,21.21,0.36,325024466,6893768923.86,880916400,18684236844.0,845500.0,
2020-01-20,PK0057401017,STJT,Shahtaj Textile Ltd. ,92.61,0.01,1932000,178922520.0,9660000,894612600.0,500.0,
2020-01-20,PK0109001013,SYS,Systems Limited. ,127.04,0.49,74060941,9408701944.64,123434902,15681169950.08,40400.0,
2020-01-20,PK0011301014,THALL,Thal Limited. ,390.98,0.65,32411964,12672429684.72,81029917,31681076948.66,52100.0,
2020-01-20,PK0079201015,TRG,TRG Pakistan Ltd. ,27.42,0.66,463582065,12711420222.3,545390665,14954612034.3,11899500.0,
2020-01-20,PK0081901016,UBL,United Bank Ltd. ,177.27,4.48,489671875,86804133281.25,1224179688,217010333291.76,955700.0,
2020-01-20,PK0068801015,UNITY,Unity Foods Limited. ,15.22,0.17,217620000,3312176400.0,544050000,8280441000.0,3462500.0,
2020-01-21,PK0083501012,ABL,Allied Bank Ltd. ,98.99,0.88,171761075,17002628814.25,1145073830,113350858431.7,31000.0,
2020-01-21,PK0025701019,ABOT,Abbott Laboratories Pak Ltd. ,420.63,0.46,21024895,8843701583.85,97900302,41179804030.26,1800.0,
2020-01-21,PK0027701017,AGIL,Agriautos Industries Co. Ltd. ,214.76,0.21,18720000,4020307200.0,28800000,6185088000.0,42100.0,
2020-01-21,PK0113801010,AGP,AGP Limited. ,107.95,0.47,84000000,9067800000.0,280000000,30226000000.0,53000.0,
2020-01-21,PK0004901010,AICL,Adamjee Insurance Co. Ltd. ,44.0,0.64,280000000,12320000000.0,350000000,15400000000.0,1396000.0,
2020-01-21,PK0051301015,AKBL,Askari Bank Limited. ,20.82,0.41,378078054,7871585084.28,1260260180,26238616947.6,591500.0,
2020-01-21,PK0075101011,ANL,Azgard Nine Limited ,14.26,0.27,359479551,5126178397.26,449349439,6407723000.14,915000.0,
2020-01-21,PK0082901015,APL,Attock Petroleum Limited. ,376.73,0.48,24883200,9374247936.0,99532800,37496991744.0,87200.0,
2020-01-21,PK0076701017,ARPL,Archroma Pakistan Limited. ,631.6,0.28,8529470,5387213252.0,34118229,21549073436.4,15300.0,
2020-01-21,PK0009201010,ATLH,Atlas Honda Limited. ,380.0,0.24,12408794,4715341720.0,124087935,47153415300.0,100.0,
2020-01-21,PK0024501014,ATRL,Attock Refinery Limited. ,113.46,0.25,42646500,4838671890.0,106616250,12096679725.0,1095300.0,
2020-01-21,PK0078701015,BAFL,Bank Alfalah Ltd. ,52.97,1.95,710866048,37654574562.56,1777165119,94136436353.43,569500.0,
2020-01-21,PK0051601018,BAHL,Bank Al-Habib Ltd. ,81.11,3.03,722426520,58596015037.2,1111425419,90147715735.09,405000.0,
2020-01-21,PK0051701016,BNWM,Bannu Woollen Mills Limited. ,44.63,0.01,4277813,190918794.19,9506250,424263937.5,5500.0,
2020-01-21,PK0045001010,BOP,Bank Of Punjab. ,13.68,0.79,1115957536,15266299092.48,2643692380,36165711758.4,7396500.0,
2020-01-21,PK0077601018,BWCL,Bestway Cement Limited. ,108.96,0.17,29812639,3248385145.44,596252783,64967703235.68,5900.0,
2020-01-21,PK0078401012,BYCO,BYCO Petroleum Pak Ltd. ,9.09,0.25,532988471,4844865201.39,5329884706,48448651977.54,11183000.0,
2020-01-21,PK0029801013,CHCC,Cherat Cement Co. Ltd. ,51.37,0.28,106862271,5489514861.27,194295038,9980936102.06,652500.0,
2020-01-21,PK0028001011,COLG,Colgate Palmolive (Pak) Ltd. ,2461.33,0.73,5754592,14163949927.36,57545920,141639499273.6,0.0,
2020-01-21,PK0017501013,DAWH,Dawood Hercules Corporation Ltd. ,167.24,2.71,312836625,52318797165.0,481287116,80490457279.84,151200.0,
2020-01-21,PK0099001023,DCR,Dolmen City REIT. ,12.85,0.37,555925000,7143636250.0,2223700000,28574545000.0,62500.0,
2020-01-21,PK0052401012,DGKC,D. G. Khan Cement Co. Ltd. ,75.82,0.86,219059559,16609095763.38,438119097,33218189934.54,1177000.0,
2020-01-21,PK0099701010,EFERT,Engro Fertilizers Limited. ,68.49,2.13,600884719,41154594404.31,1335299375,91454654193.75,6675000.0,
2020-01-21,PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,115.34,0.42,70000000,8073800000.0,200000000,23068000000.0,3000.0,
2020-01-21,PK0012101017,ENGRO,Engro Corporation Limited. ,337.17,5.52,316889777,106845726111.09,576163230,194264956259.1,1340300.0,
2020-01-21,PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,32.32,0.53,318123167,10281740757.44,908923333,29376402122.56,9402500.0,
2020-01-21,PK0070501017,FABL,Faysal Bank Limited. ,21.53,0.51,455308958,9802801865.74,1517696526,32676006204.78,307000.0,
2020-01-21,PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,26.42,0.43,315000000,8322300000.0,2100000000,55482000000.0,142000.0,
2020-01-21,PK0074501013,FCCL,Fauji Cement Co Ltd. ,16.47,0.65,758898264,12499054408.08,1379815025,22725553461.75,1748500.0,
2020-01-21,PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,75.25,0.3,76659608,5768635502.0,766596075,57686354643.75,81000.0,
2020-01-21,PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,21.84,0.37,326938500,7140336840.0,934110000,20400962400.0,9820500.0,
2020-01-21,PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,105.46,3.82,699731036,73793635056.56,1272238147,134170234982.62,592400.0,
2020-01-21,PK0029901011,FHAM,First Habib Mod. ,9.39,0.08,171360000,1609070400.0,201600000,1893024000.0,7500.0,
2020-01-21,PK0021001018,FML,Feroze1888 Mills Ltd. ,97.56,0.38,75360194,7352140526.64,376800968,36760702438.08,20800.0,
2020-01-21,PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,45.26,0.3,128338389,5808595486.14,427794630,19361984953.8,155000.0,
2020-01-21,PK0064301010,GHGL,Ghani Glass Ltd. ,53.91,0.3,108308533,5838913014.03,541542665,29194565070.15,41500.0,
2020-01-21,PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,161.34,0.43,51732159,8346466533.06,318467278,51381510632.52,27700.0,
2020-01-21,PK0112101016,GSKCH,Glaxo SmithKline Healthcare Pak Ltd. ,258.0,0.21,15494804,3997659432.0,117054508,30200063064.0,900.0,
2020-01-21,PK0108001014,HASCOL,Hascol Petroleum Ltd. ,23.63,0.12,99560340,2352610834.2,199120680,4705221668.4,3082000.0,
2020-01-21,PK0085101019,HBL,Habib Bank Limited. ,168.01,6.37,733426254,123222944934.54,1466852508,246445889869.08,458400.0,
2020-01-21,PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,212.51,0.31,28560000,6069285600.0,142800000,30346428000.0,134200.0,
2020-01-21,PK0024701010,HGFA,HBL Growth Fund ,11.25,0.15,263938578,2969309002.5,283500000,3189375000.0,500.0,
2020-01-21,PK0055401019,HMB,Habib Metropolitn Bank Limited. ,40.5,0.99,471524166,19096728723.0,1047831480,42437174940.0,5000.0,
2020-01-21,PK0065001015,HUBC,Hub Power Company Limited. ,102.11,5.14,972865790,99339325816.9,1297154400,132452435784.0,3589500.0,
2020-01-21,PK0070801011,IBFL,Ibrahim Fibre Limited. ,60.0,0.05,15525350,931521000.0,310506995,18630419700.0,0.0,
2020-01-21,PK0003101018,ICI,ICI Pakistan Limited. ,696.81,0.5,13853858,9653506792.98,92359050,64356709630.5,13600.0,
2020-01-21,PK0006901018,IDYM,Indus Dyeing & Manufacturing.(XD) ,500.0,0.07,2711060,1355530000.0,18073731,9036865500.0,100.0,
2020-01-21,PK0032601012,IGIHL,IGI Holdings Limited. ,199.0,0.37,35657638,7095869962.0,142630550,28383479450.0,200.0,
2020-01-21,PK0054501017,INDU,Indus Motor Company Ltd. ,1049.25,0.73,13431489,14092989833.25,78600000,82471050000.0,7520.0,
2020-01-21,PK0028501010,INIL,International Industries Ltd. ,108.81,0.33,59346846,6457530313.26,131881860,14350065186.6,550000.0,
2020-01-21,PK0102001010,ISL,International Steels Limited. ,55.02,0.37,130500000,7180110000.0,435000000,23933700000.0,942000.0,
2020-01-21,PK0054701013,JDWS,J. D. W. Sugar Mills Ltd.(XD) ,338.88,0.16,8966499,3038567181.12,59776661,20257114879.68,0.0,
2020-01-21,PK0074201010,JLICL,Jubliee Life Insurance Co Ltd. ,400.0,0.33,15866136,6346454400.0,79330680,31732272000.0,3100.0,
2020-01-21,PK0083101011,KAPCO,Kot Addu Power Company. ,29.48,0.69,455684613,13433582391.24,880253228,25949865161.44,904000.0,
2020-01-21,PK0000501012,KEL,K-Electric Limited. ,4.35,0.62,2761519425,12012609498.75,27615194245,120126094965.75,5704500.0,
2020-01-21,PK0075001013,KOHC,Kohat Cement Co. Ltd. ,77.13,0.24,60258389,4647729543.57,200861294,15492431606.22,38500.0,
2020-01-21,PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,41.15,0.48,224472342,9237036873.3,299296456,12316049164.4,464000.0,
2020-01-21,PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,14.74,0.29,378551802,5579853561.48,1514207200,22319414128.0,4094000.0,
2020-01-21,PK0071501016,LUCK,Lucky Cement Limited. ,481.17,3.22,129350000,62239339500.0,323375000,155598348750.0,149900.0,
2020-01-21,PK0066301018,MARI,Mari Petroleum Company Ltd. ,1438.66,1.98,26680500,38384168130.0,133402500,191920840650.0,63420.0,
2020-01-21,PK0055601014,MCB,MCB Bank Limited. ,220.51,4.73,414771002,91461153651.02,1185060006,261317581923.06,289200.0,
2020-01-21,PK0077401013,MEBL,Meezan Bank Limited. ,106.16,1.76,321527906,34133402500.96,1286111589,136533606288.24,123500.0,
2020-01-21,PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,21.81,0.3,267165300,5826875193.0,1098346232,23954931319.92,3747000.0,
2020-01-21,PK0009801017,MTL,Millat Tractors Limited. ,726.12,0.84,22423100,16281861372.0,49829112,36181914805.44,13500.0,
2020-01-21,PK0000601010,MUREB,Murree Brewery Company Ltd. ,660.0,0.42,12448634,8216098440.0,27663631,18257996460.0,1050.0,
2020-01-21,PK0037801013,NATF,National Foods Ltd. ,250.55,0.58,44758162,11214157489.1,149193875,37380525381.25,14900.0,
2020-01-21,PK0078001010,NBP,National Bank Of Pakistan. ,43.95,1.15,506929402,22279547217.9,2127512862,93504190284.9,1126500.0,
2020-01-21,PK0048001017,NCL,Nishat (Chunia) Ltd. ,45.23,0.25,108053563,4887262654.49,240119029,10860583681.67,369500.0,
2020-01-21,PK0098301010,NCPL,Nishat Chunian Power Ltd. ,18.3,0.17,179460197,3284121605.1,367346939,6722448983.7,48500.0,
2020-01-21,PK0025101012,NESTLE,Nestle Pakistan Ltd. ,8000.0,1.88,4534958,36279664000.0,45349551,362796408000.0,0.0,
2020-01-21,PK0005501017,NML,Nishat Mills Ltd. ,111.24,0.91,158219932,17600385235.68,351599848,39111967091.52,1055800.0,
2020-01-21,PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,148.91,4.97,645139260,96067687206.6,4300928400,640451248044.0,1282200.0,
2020-01-21,PK0034501012,OLPL,Orix Leasing Pakistan Ltd. ,25.5,0.11,83527451,2129950000.5,167054903,4259900026.5,10500.0,
2020-01-21,PK0034601010,PAEL,Pak Elektron Ltd. ,27.03,0.35,248840743,6726165283.29,497681485,13452330539.55,3085000.0,
2020-01-21,PK0002701016,PAKT,Pakistan Tobacco Co Ltd. ,2229.0,1.44,12469503,27794522187.0,255493792,569495662368.0,0.0,
2020-01-21,PK0105101015,PIBTL,Pakistan Intl. Bulk Terminal Ltd. ,11.08,0.51,893046386,9894953956.88,1786092772,19789907913.76,3991000.0,
2020-01-21,PK0056201012,PIOC,Pioneer Cement Ltd. ,29.04,0.19,124931836,3628020517.44,227148793,6596400948.72,1140000.0,
2020-01-21,PK0010001011,PKGS,Packages Ltd. ,391.31,0.45,22344876,8743773427.56,89379504,34975093710.24,49300.0,
2020-01-21,PK0018201019,PMPK,Philip Morris (Pakistan)Ltd. ,2457.0,0.39,3079017,7565144769.0,61580341,151302897837.0,0.0,
2020-01-21,PK0023901017,POL,Pakistan Oilfields Limited. ,457.79,3.07,129759049,59402395041.71,283855104,129946028060.16,272500.0,
2020-01-21,PK0081801018,PPL,Pakistan Petroleum Limited. ,146.57,5.05,666129798,97634644492.86,2720967548,398812213510.36,746200.0,
2020-01-21,PK0008501014,PSEL,Pakistan Services Limited. ,987.52,1.08,21140711,20876874926.72,32524250,32118347360.0,0.0,
2020-01-21,PK0030501016,PSMC,Pak Suzuki Motors Co Ltd. ,244.28,0.27,21754139,5314101074.92,82299851,20104207602.28,230700.0,
2020-01-21,PK0022501016,PSO,Pakistan State Oil Co Ltd. ,216.1,2.36,211262985,45653931058.5,469473300,101453180130.0,3973700.0,
2020-01-21,PK0104801011,PSX,Pakistan Stock Exchange Limited. ,13.27,0.33,480885960,6381356689.2,801476600,10635594482.0,684500.0,
2020-01-21,PK0067901022,PTC,Pakistan Telecommunication Co. ,9.75,0.3,592074269,5772724122.75,3774000000,36796500000.0,701000.0,
2020-01-21,PK0087901010,SCBPL,Standard Chartered Bank Pak Ltd. ,27.2,0.27,193579251,5265355627.2,3871585021,105307112571.2,500.0,
2020-01-21,PK0061701014,SEARL,The Searle Company Ltd. ,187.63,0.93,95591360,17935806876.8,212425272,39857353785.36,310500.0,
2020-01-21,PK0016701010,SHEL,Shell Pakistan Ltd. ,222.37,0.26,22296342,4958037570.54,107012330,23796331822.1,77500.0,
2020-01-21,PK0072901017,SHFA,Shifa Int. Hospital Ltd. ,307.8,0.54,34086187,10491728358.6,61974886,19075869910.8,10200.0,
2020-01-21,PK0008901016,SNGP,Sui Northern Gas Pipe Line Ltd. ,80.11,1.18,285397499,22863193644.89,634216666,50807097113.26,1285000.0,
2020-01-21,PK0108801017,SPWL,Saif Power Ltd. ,21.5,0.21,193235890,4154571635.0,386471779,8309143248.5,3000.0,
2020-01-21,PK0016401017,SRVI,Service Industries. ,815.0,0.28,6578244,5361268860.0,18795000,15317925000.0,2850.0,
2020-01-21,PK0002801014,SSGC,Sui Southern Gas Co Ltd. ,21.0,0.35,325024466,6825513786.0,880916400,18499244400.0,789500.0,
2020-01-21,PK0057401017,STJT,Shahtaj Textile Ltd. ,92.61,0.01,1932000,178922520.0,9660000,894612600.0,0.0,
2020-01-21,PK0109001013,SYS,Systems Limited. ,127.0,0.49,74060941,9405739507.0,123434902,15676232554.0,40200.0,
