as_of_date,trading_date,symbol,company,closing_price,free_float_shares,ord_shares,free_float_pct,free_float_market_cap,avg_volume_6m,trading_days_ratio,listing_days_in_sample,is_defaulter_unknown,is_suspended_unknown,is_cdc_eligible_unknown,impact_cost_avg_6m_unknown,elig_listing_age,elig_free_float_min,elig_trading_ratio,elig_defaulter,elig_suspension,elig_cdc,elig_impact_cost,eligible,score_ff_mcap,score_liquidity_proxy,final_score,rank,is_constituent
2020-06-30,2020-06-30,LOTCHEM,Lotte Chemical Pakistan Ltd.,9.95,378551802.0,378551802.0,1.0,3766590429.9,3493353.6585365855,1.0,181,,,,,True,True,True,True,True,True,True,True,0.0,0.2583738991403629,0.12918694957018145,23.0,True
2020-06-30,2020-06-30,LUCK,Lucky Cement Limited.,461.58,129350000.0,129350000.0,1.0,59705373000.0,1111041.1138211382,1.0,181,,,,,True,True,True,True,True,True,True,True,0.6281250368302692,0.08050918420109152,0.3543171105156804,10.0,True
2020-06-30,2020-06-30,MARI,Mari Petroleum Company Ltd.,1236.65,26680500.0,26680500.0,1.0,32994440325.0,48381.78861788618,1.0,181,,,,,True,True,True,True,True,True,True,True,0.32819349024664424,0.0011704767866909534,0.1646819835166676,19.0,True
2020-06-30,2020-06-30,MCB,MCB Bank Limited,162.07,414771002.0,414771002.0,1.0,67221936294.14,582384.1138211382,1.0,181,,,,,True,True,True,True,True,True,True,True,0.712526973716403,0.04103937289768772,0.37678317330704536,8.0,True
2020-06-30,2020-06-30,MEBL,Meezan Bank Limited,68.85,321527906.0,321527906.0,1.0,22137196328.1,1000028.4552845529,1.0,181,,,,,True,True,True,True,True,True,True,True,0.20627973967686952,0.07222092038404526,0.1392503300304574,21.0,True
2020-06-30,2020-06-30,MLCF,Maple Leaf Cement Factory Ltd.,25.98,494255804.0,494255804.0,1.0,12840765787.92,13426662.601626016,1.0,181,,,,,True,True,True,True,True,True,True,True,0.10189204106860929,1.0,0.5509460205343046,1.0,True
2020-06-30,2020-06-30,MTL,Millat Tractors Limited,706.16,22423100.0,22423100.0,1.0,15834296296.0,32704.47154471545,1.0,181,,,,,True,True,True,True,True,True,True,True,0.13550577691071422,0.0,0.06775288845535711,28.0,True
2020-06-30,2020-06-30,NBP,National Bank Of Pakistan.,27.65,506883297.0,506883297.0,1.0,14015323162.05,1316162.6016260162,1.0,181,,,,,True,True,True,True,True,True,True,True,0.11508090324951446,0.09582366299912498,0.10545228312431973,26.0,True
2020-06-30,2020-06-30,NML,Nishat Mills Ltd.,78.01,158219932.0,158219932.0,1.0,12342736895.32,1241247.1544715448,1.0,181,,,,,True,True,True,True,True,True,True,True,0.09629977748806218,0.09023043608092073,0.09326510678449146,27.0,True
2020-06-30,2020-06-30,OGDC,Oil & Gas Development Company Limited,109.0,645139260.0,645139260.0,1.0,70320179340.0,3638190.9105691058,1.0,181,,,,,True,True,True,True,True,True,True,True,0.7473165050196842,0.26918752500255166,0.5082520150111179,3.0,True
2020-06-30,2020-06-30,PAEL,Pak Elektron Limited,22.93,248840743.0,248840743.0,1.0,5705918236.99,5069906.5040650405,1.0,181,,,,,True,True,True,True,True,True,True,True,0.021776311429871607,0.3760801686551001,0.19892824004248585,18.0,True
2020-06-30,2020-06-30,POL,Pakistan Oilfields Limited,350.63,129759049.0,129759049.0,1.0,45497415350.87,467070.69918699184,1.0,181,,,,,True,True,True,True,True,True,True,True,0.46858681465929053,0.03243001235510356,0.25050841350719705,15.0,True
2020-06-30,2020-06-30,PPL,Pakistan Petroleum Limited.,86.78,666184610.0,666184610.0,1.0,57811500455.8,3526213.162601626,1.0,181,,,,,True,True,True,True,True,True,True,True,0.6068591331598288,0.260827207098019,0.43384317012892387,7.0,True
2020-06-30,2020-06-30,PSO,Pakistan State Oil Co Ltd.,158.16,211262985.0,211262985.0,1.0,33413353707.6,1889898.0081300812,1.0,181,,,,,True,True,True,True,True,True,True,True,0.33289738210457975,0.13865905198063305,0.2357782170426064,16.0,True
2020-06-30,2020-06-30,SEARL,The Searle Company Ltd.,199.23,95591360.0,95591360.0,1.0,19044666652.8,1085156.0975609757,1.0,181,,,,,True,True,True,True,True,True,True,True,0.17155436263166368,0.07857659519276636,0.12506547891221503,24.0,True
2020-06-30,2020-06-30,SNGP,Sui Northern Gas Pipelines Limited,54.6,285397499.0,285397499.0,1.0,15582703445.4,1757658.536585366,1.0,181,,,,,True,True,True,True,True,True,True,True,0.13268069275105593,0.12878598307445807,0.13073333791275699,22.0,True
2020-06-30,2020-06-30,TRG,TRG Pakistan Ltd.,28.24,463582065.0,463582065.0,1.0,13091557515.6,8556268.292682927,1.0,181,,,,,True,True,True,True,True,True,True,True,0.10470812958444924,0.6363737842359878,0.3705409569102185,9.0,True
2020-06-30,2020-06-30,UBL,United Bank Limited,103.36,489671875.0,489671875.0,1.0,50612485000.0,1197393.2520325202,1.0,181,,,,,True,True,True,True,True,True,True,True,0.5260228753694589,0.08695628052413026,0.3064895779467946,11.0,True
2020-12-31,2020-12-31,BAFL,Bank Alfalah Limited,35.33,710866048.0,710866048.0,1.0,25114897475.84,2033405.8661417323,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1730734898498539,0.08566604132043565,0.1293697655851448,22.0,True
2020-12-31,2020-12-31,BAHL,Bank Al-Habib Ltd.,69.6,722426520.0,722426520.0,1.0,50280885792.0,561790.5511811024,1.0,182,,,,,True,True,True,True,True,True,True,True,0.46097017163383275,0.022682372988633896,0.24182627231123333,15.0,True
2020-12-31,2020-12-31,BOP,Bank Of Punjab.,9.27,1115988811.0,1115988811.0,1.0,10345216277.97,5391243.421052632,0.5984251968503937,107,,,,,True,True,False,True,True,True,True,False,,,,,
2020-12-31,2020-12-31,CHCC,Cherat Cement Company Limited,146.19,106862271.0,106862271.0,1.0,15622195397.49,799697.3684210526,0.5984251968503937,107,,,,,True,True,False,True,True,True,True,False,,,,,
2020-12-31,2020-12-31,DGKC,D. G. Khan Cement Co. Ltd.,114.58,219059559.0,219059559.0,1.0,25099844270.22,4925998.582677165,1.0,182,,,,,True,True,True,True,True,True,True,True,0.17290128250819245,0.20946612577533763,0.19118370414176505,17.0,True
2020-12-31,2020-12-31,EFERT,Engro Fertilizers Limited,63.23,600884719.0,600884719.0,1.0,37993940782.37,2474736.598425197,1.0,182,,,,,True,True,True,True,True,True,True,True,0.32040860683078387,0.10455455667100916,0.21248158175089651,16.0,True
2020-12-31,2020-12-31,ENGRO,Engro Corporation Limited.,307.36,316889777.0,316889777.0,1.0,97399241858.72,685228.2283464567,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.027965382508304926,0.5139826912541524,3.0,True
2020-12-31,2020-12-31,FCCL,Fauji Cement Company Limited,21.67,758898264.0,758898264.0,1.0,16445325380.88,6872334.645669292,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07389435143218141,0.2927673688430618,0.18333086013762162,18.0,True
2020-12-31,2020-12-31,FFC,Fauji Fertilizer Company Limited,108.5,699731036.0,699731036.0,1.0,75920817406.0,1106030.157480315,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7542887228507825,0.045975285550567256,0.4001320042006749,7.0,True
2020-12-31,2020-12-31,HASCOL,Hascol Petroleum Ltd.,14.69,599472408.0,599472408.0,1.0,8806249673.52,28028402.36842105,0.5984251968503937,107,,,,,True,True,False,True,True,True,True,False,,,,,
2020-12-31,2020-12-31,HBL,Habib Bank Limited,132.28,733426254.0,733426254.0,1.0,97017624879.12,2125783.5196850393,1.0,182,,,,,True,True,True,True,True,True,True,True,0.99563433548649,0.08961971279483003,0.54262702414066,2.0,True
2020-12-31,2020-12-31,HUBC,The Hub Power Company Limited,79.33,972865790.0,972865790.0,1.0,77177443120.7,3581181.31496063,1.0,182,,,,,True,True,True,True,True,True,True,True,0.768664409947253,0.15190928745240667,0.46028684869982983,5.0,True
2020-12-31,2020-12-31,ISL,International Steels Limited.,93.23,152250000.0,152250000.0,1.0,14194267500.0,3489732.283464567,1.0,182,,,,,True,True,True,True,True,True,True,True,0.04814244825765454,0.14799536007583095,0.09806890416674274,25.0,True
2020-12-31,2020-12-31,LUCK,Lucky Cement Limited.,696.09,129350000.0,129350000.0,1.0,90039241500.0,994645.1811023622,1.0,182,,,,,True,True,True,True,True,True,True,True,0.9158022464850408,0.041208119608479844,0.4785051830467603,4.0,True
2020-12-31,2020-12-31,MARI,Mari Petroleum Company Ltd.,1339.82,26680500.0,26680500.0,1.0,35747067510.0,31816.220472440946,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29470457520771204,0.0,0.14735228760385602,20.0,True
2020-12-31,2020-12-31,MCB,MCB Bank Limited,185.28,414771002.0,414771002.0,1.0,76848771250.56,600105.937007874,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7649044328058714,0.02432223330293279,0.3946133330544021,8.0,True
2020-12-31,2020-12-31,MEBL,Meezan Bank Limited,104.44,353680696.0,353680696.0,1.0,36938411890.24,1085414.8661417323,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3083334496085176,0.04509297163399355,0.17671321062125558,19.0,True
2020-12-31,2020-12-31,MLCF,Maple Leaf Cement Factory Ltd.,45.01,494255804.0,494255804.0,1.0,22246453738.04,16609469.811023623,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14025874704611643,0.7095070463402399,0.42488289669317814,6.0,True
2020-12-31,2020-12-31,NBP,National Bank Of Pakistan.,42.96,507085224.0,507085224.0,1.0,21784381223.04,3121102.3622047245,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1349726783195147,0.1322183669569266,0.13359552263822067,21.0,True
2020-12-31,2020-12-31,NML,Nishat Mills Ltd.,101.77,158219932.0,158219932.0,1.0,16102042479.64,1470291.338582677,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0699672253865609,0.061565300946211134,0.06576626316638602,26.0,True
2020-12-31,2020-12-31,OGDC,Oil & Gas Development Company Limited,103.77,645139260.0,645139260.0,1.0,66946101010.2,2289151.307086614,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6516187606047957,0.09661169122370113,0.37411522591424845,9.0,True
2020-12-31,2020-12-31,PAEL,Pak Elektron Limited,40.13,248840743.0,248840743.0,1.0,9985979016.59,13029870.078740157,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.5563037465330617,0.27815187326653085,12.0,True
2020-12-31,2020-12-31,POL,Pakistan Oilfields Limited,395.41,129763740.0,129763740.0,1.0,51309880433.4,354140.0157480315,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4727417793732484,0.013795137092351124,0.24326845823279977,13.0,True
2020-12-31,2020-12-31,PPL,Pakistan Petroleum Limited.,90.33,666233768.0,666233768.0,1.0,60180896263.44,3951267.811023622,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5742254163135744,0.16774862052073217,0.37098701841715326,10.0,True
2020-12-31,2020-12-31,PSO,Pakistan State Oil Co Ltd.,215.3,211262985.0,211262985.0,1.0,45484920670.5,1908928.1968503937,1.0,182,,,,,True,True,True,True,True,True,True,True,0.40610475458423007,0.08033852117460792,0.243221637879419,14.0,True
2020-12-31,2020-12-31,SEARL,The Searle Company Ltd.,249.23,95591360.0,95591360.0,1.0,23824234652.8,1242065.905511811,1.0,182,,,,,True,True,True,True,True,True,True,True,0.15830842124269115,0.05179747994347727,0.10505295059308421,23.0,True
2020-12-31,2020-12-31,SNGP,Sui Northern Gas Pipelines Limited,44.42,285397499.0,285397499.0,1.0,12677356905.58,4004489.1417322834,1.0,182,,,,,True,True,True,True,True,True,True,True,0.030789125145124475,0.17002644041527515,0.10040778278019981,24.0,True
2020-12-31,2020-12-31,TRG,TRG Pakistan Ltd.,91.41,463582065.0,463582065.0,1.0,42376036561.65,23396846.45669291,1.0,182,,,,,True,True,True,True,True,True,True,True,0.37053939518945833,1.0,0.6852696975947292,1.0,True
2020-12-31,2020-12-31,UBL,United Bank Limited,125.86,489671875.0,489671875.0,1.0,61630102187.5,1561767.4251968504,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5908042039819548,0.06548038625486899,0.32814229511841186,11.0,True
2020-12-31,2020-12-31,UNITY,Unity Foods Limited.,32.06,497025000.0,497025000.0,1.0,15934621500.0,32550065.789473683,0.5984251968503937,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,ATRL,Attock Refinery Limited,256.45,42646500.0,42646500.0,1.0,10936694925.0,4167822.0588235296,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,BAHL,Bank Al-Habib Ltd.,70.12,722426520.0,722426520.0,1.0,50656547582.4,953048.5083333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.47114365149704884,0.0378347873871387,0.2544892194420938,13.0,True
2021-06-30,2021-06-30,CHCC,Cherat Cement Company Limited,177.38,116577023.0,116577023.0,1.0,20678432339.74,725195.8333333334,1.0,182,,,,,True,True,True,True,True,True,True,True,0.13431415847846376,0.02828207885273942,0.08129811866560159,23.0,True
2021-06-30,2021-06-30,DAWH,Dawood Hercules Corporation Ltd.,115.02,336900981.0,336900981.0,1.0,38750350834.62,24437.83823529412,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,DGKC,D. G. Khan Cement Co. Ltd.,117.92,219059559.0,219059559.0,1.0,25831503197.28,4068623.158333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.19221327022662552,0.16845505133011432,0.18033416077836992,18.0,True
2021-06-30,2021-06-30,EFERT,Engro Fertilizers Limited,70.27,600884719.0,600884719.0,1.0,42224169204.13,1780982.4916666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.37639874471746093,0.07254586562445817,0.22447230517095956,16.0,True
2021-06-30,2021-06-30,ENGRO,Engro Corporation Limited.,294.61,316889777.0,316889777.0,1.0,93358897201.97,523294.5333333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.950940685321043,0.019817380022162562,0.4853790326716028,5.0,True
2021-06-30,2021-06-30,FFC,Fauji Fertilizer Company Limited,106.1,699731036.0,699731036.0,1.0,74241462919.6,701902.1,1.0,182,,,,,True,True,True,True,True,True,True,True,0.736140133484368,0.027305490602409003,0.38172281204338854,8.0,True
2021-06-30,2021-06-30,GHNI,Ghandhara Industries Limited,279.02,12782653.0,12782653.0,1.0,3566615840.06,682827.9411764706,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,HBL,Habib Bank Limited,122.37,733426254.0,733426254.0,1.0,89749370701.98,1928540.5416666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.9103846006176705,0.07873222724410699,0.49455841393088873,4.0,True
2021-06-30,2021-06-30,HUBC,The Hub Power Company Limited,79.67,972865790.0,972865790.0,1.0,77508217489.3,3490153.925,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7728448854883356,0.14420276646160995,0.45852382597497277,6.0,True
2021-06-30,2021-06-30,ISL,International Steels Limited.,93.41,152250000.0,152250000.0,1.0,14221672500.0,2495509.35,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06176699779947871,0.10250235754476736,0.08213467767212304,22.0,True
2021-06-30,2021-06-30,KAPCO,Kot Addu Power Company.,44.35,455820538.0,455820538.0,1.0,20215640860.3,5243654.411764706,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,LUCK,Lucky Cement Limited.,863.44,113181250.0,113181250.0,1.0,97725218500.0,661766.1333333333,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.02562279281835608,0.512811396409178,3.0,True
2021-06-30,2021-06-30,MARI,Mari Petroleum Company Ltd.,1524.39,26680500.0,26680500.0,1.0,40671487395.0,50607.333333333336,1.0,182,,,,,True,True,True,True,True,True,True,True,0.35895305067181915,0.0,0.17947652533590958,19.0,True
2021-06-30,2021-06-30,MCB,MCB Bank Limited,159.83,414771002.0,414771002.0,1.0,66292849249.66,582083.5166666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6468307325772508,0.022282104313053552,0.33455641844515216,9.0,True
2021-06-30,2021-06-30,MEBL,Meezan Bank Limited,115.41,353680696.0,353680696.0,1.0,40818289125.36,903844.9666666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3606024923398879,0.03577193211277408,0.19818721222633098,17.0,True
2021-06-30,2021-06-30,MLCF,Maple Leaf Cement Factory Ltd.,46.98,494255804.0,494255804.0,1.0,23220137671.92,8647712.45,1.0,182,,,,,True,True,True,True,True,True,True,True,0.16287236874321478,0.36043307114612266,0.2616527199446687,12.0,True
2021-06-30,2021-06-30,NML,Nishat Mills Ltd.,93.3,158219932.0,158219932.0,1.0,14761919655.6,1641795.8333333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06783713176395587,0.06671047405428963,0.06727380290912274,24.0,True
2021-06-30,2021-06-30,OGDC,Oil & Gas Development Company Limited,95.03,645139260.0,645139260.0,1.0,61307583877.8,4219584.608333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5908170574621064,0.1747841002727273,0.38280057886741686,7.0,True
2021-06-30,2021-06-30,PAEL,Pak Elektron Limited,35.06,248840743.0,248840743.0,1.0,8724356449.58,5399462.5,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.22425040390630632,0.11212520195315316,20.0,True
2021-06-30,2021-06-30,PIOC,Pioneer Cement Limited,131.07,113574397.0,113574397.0,1.0,14886196214.79,1460830.8823529412,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,POL,Pakistan Oilfields Limited,393.86,129801502.0,129801502.0,1.0,51123619577.72,186077.5,1.0,182,,,,,True,True,True,True,True,True,True,True,0.47639160061304053,0.00567957789950528,0.24103558925627291,15.0,True
2021-06-30,2021-06-30,PPL,Pakistan Petroleum Limited.,86.83,666423613.0,666423613.0,1.0,57865562316.79,2325567.808333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5521430324952465,0.09537756949727948,0.323760300996263,11.0,True
2021-06-30,2021-06-30,PSO,Pakistan State Oil Co Ltd.,224.25,211262985.0,211262985.0,1.0,47375724386.25,1470020.0333333334,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4342808265696748,0.05950878484584272,0.24689480570775876,14.0,True
2021-06-30,2021-06-30,SEARL,The Searle Company Ltd.,242.62,108018237.0,108018237.0,1.0,26207384660.94,650429.5416666666,1.0,182,,,,,True,True,True,True,True,True,True,True,0.19643661655159775,0.02514750695232371,0.11079206175196073,21.0,True
2021-06-30,2021-06-30,SYS,Systems Limited,560.22,81467035.0,81467035.0,1.0,45639462347.7,148694.11764705883,0.5666666666666667,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-06-30,2021-06-30,TRG,TRG Pakistan Ltd.,166.33,463582065.0,463582065.0,1.0,77107604871.45,23902761.325,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7683436637178874,1.0,0.8841718318589438,1.0,True
2021-06-30,2021-06-30,UBL,United Bank Limited,122.2,489671875.0,489671875.0,1.0,59837903125.0,2110364.6083333334,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5743039505220028,0.08635518937701084,0.3303295699495068,10.0,True
2021-06-30,2021-06-30,UNITY,Unity Foods Limited.,44.52,546727500.0,546727500.0,1.0,24340308300.0,20840445.358333334,1.0,182,,,,,True,True,True,True,True,True,True,True,0.17545843366745578,0.871612602881209,0.5235355182743324,2.0,True
2021-12-31,2021-12-31,ATRL,Attock Refinery Limited,144.03,42646500.0,42646500.0,1.0,6142375395.0,1078531.9669421487,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.10712579448372335,0.053562897241861675,25.0,True
2021-12-31,2021-12-31,AVN,Avanceon Limited.,91.12,106375926.0,106375926.0,1.0,9692974377.12,2862898.6486486485,0.6115702479338843,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-12-31,2021-12-31,BAHL,Bank Al-Habib Ltd.,69.01,722426520.0,722426520.0,1.0,49854654145.2,345021.5041322314,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5451446251291554,0.03220184413994864,0.288673234634552,15.0,True
2021-12-31,2021-12-31,DGKC,D. G. Khan Cement Co. Ltd.,82.94,219059559.0,219059559.0,1.0,18168799823.46,1851923.0247933883,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14998395929351882,0.1861233223346406,0.1680536408140797,20.0,True
2021-12-31,2021-12-31,EFERT,Engro Fertilizers Limited,76.09,600884719.0,600884719.0,1.0,45721318268.71,1492138.2809917356,1.0,182,,,,,True,True,True,True,True,True,True,True,0.49359696160425354,0.14937334309674627,0.3214851523504999,14.0,True
2021-12-31,2021-12-31,ENGRO,Engro Corporation Limited.,272.42,316889777.0,316889777.0,1.0,86327113050.34,338299.8181818182,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.03151526188937519,0.5157576309446876,4.0,True
2021-12-31,2021-12-31,EPCL,Engro Polymer & Chemicals Ltd.,54.21,318123167.0,318123167.0,1.0,17245456883.07,1727466.2162162163,0.6115702479338843,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-12-31,2021-12-31,FFC,Fauji Fertilizer Company Limited,100.26,699731036.0,699731036.0,1.0,70155033669.36,750449.8181818182,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7983147435052685,0.07361405624861665,0.4359643998769426,9.0,True
2021-12-31,2021-12-31,HBL,Habib Bank Limited,116.62,733426254.0,733426254.0,1.0,85532169741.48,1979536.5041322315,1.0,182,,,,,True,True,True,True,True,True,True,True,0.9900861020176068,0.19915831838984688,0.5946222102037269,2.0,True
2021-12-31,2021-12-31,HUBC,The Hub Power Company Limited,71.34,972865790.0,972865790.0,1.0,69404245458.6,1645079.826446281,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7889515126372307,0.16499545803323903,0.47697348533523487,5.0,True
2021-12-31,2021-12-31,INIL,International Industries Ltd.,138.81,72535034.0,72535034.0,1.0,10068588069.54,394686.4864864865,0.6115702479338843,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-12-31,2021-12-31,ISL,International Steels Limited.,66.12,152250000.0,152250000.0,1.0,10066770000.0,1070440.694214876,1.0,182,,,,,True,True,True,True,True,True,True,True,0.04894191487996532,0.10629931668037507,0.0776206157801702,24.0,True
2021-12-31,2021-12-31,KAPCO,Kot Addu Power Company.,32.35,455968038.0,455968038.0,1.0,14750566029.3,1648677.685950413,1.0,182,,,,,True,True,True,True,True,True,True,True,0.10735447774738373,0.16536295905810353,0.13635871840274363,21.0,True
2021-12-31,2021-12-31,LUCK,Lucky Cement Limited.,679.28,113181250.0,113181250.0,1.0,76881759500.0,548645.9669421487,1.0,182,,,,,True,True,True,True,True,True,True,True,0.8822050950526372,0.0530009327881246,0.4676030139203809,6.0,True
2021-12-31,2021-12-31,MARI,Mari Petroleum Company Ltd.,1654.23,26680500.0,26680500.0,1.0,44135683515.0,29763.30578512397,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4738221914911982,0.0,0.2369110957455991,19.0,True
2021-12-31,2021-12-31,MCB,MCB Bank Limited,153.35,414771002.0,414771002.0,1.0,63605133156.7,823850.4214876033,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7166296160834692,0.08111151325314052,0.39887056466830484,10.0,True
2021-12-31,2021-12-31,MEBL,Meezan Bank Limited,134.11,406732800.0,406732800.0,1.0,54546935808.0,1040931.3223140496,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6036630140396355,0.1032851010323749,0.3534740575360052,13.0,True
2021-12-31,2021-12-31,MLCF,Maple Leaf Cement Factory Ltd.,35.95,494255804.0,494255804.0,1.0,17768496153.8,4228824.32231405,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14499169167046272,0.42891036330646287,0.2869510274884628,16.0,True
2021-12-31,2021-12-31,NRL,National Refinary Ltd.,284.59,26144686.0,26144686.0,1.0,7440516188.74,567105.6891891892,0.6115702479338843,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-12-31,2021-12-31,OGDC,Oil & Gas Development Company Limited,86.2,645139260.0,645139260.0,1.0,55611004212.0,2593713.8347107437,1.0,182,,,,,True,True,True,True,True,True,True,True,0.61693322524334,0.2618930633616597,0.4394131443024999,8.0,True
2021-12-31,2021-12-31,PIOC,Pioneer Cement Limited,88.75,113574397.0,113574397.0,1.0,10079727733.75,1277176.0330578513,1.0,182,,,,,True,True,True,True,True,True,True,True,0.04910351338522821,0.12741616374270315,0.08825983856396569,23.0,True
2021-12-31,2021-12-31,POL,Pakistan Oilfields Limited,357.62,129804223.0,129804223.0,1.0,46420586229.26,187941.03305785125,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5023176730637795,0.016156961331230683,0.2592373171975051,17.0,True
2021-12-31,2021-12-31,PPL,Pakistan Petroleum Limited.,79.04,666680496.0,666680496.0,1.0,52694426403.84,1578191.2314049588,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5805599964538863,0.15816316588808993,0.36936158117098816,11.0,True
2021-12-31,2021-12-31,PRL,Pakistan Refinery Limited,14.42,223807961.0,223807961.0,1.0,3227310797.62,2989898.6486486485,0.6115702479338843,107,,,,,True,True,False,True,True,True,True,False,,,,,
2021-12-31,2021-12-31,PSO,Pakistan State Oil Co Ltd.,181.89,211262985.0,211262985.0,1.0,38426624341.65,753527.5950413223,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4026233656262389,0.07392843376915989,0.2382758996976994,18.0,True
2021-12-31,2021-12-31,SEARL,The Searle Company Ltd.,143.72,140423708.0,140423708.0,1.0,20181695313.76,428421.5619834711,1.0,182,,,,,True,True,True,True,True,True,True,True,0.17508718403626322,0.0407206889416669,0.10790393648896507,22.0,True
2021-12-31,2021-12-31,SYS,Systems Limited,759.84,82823797.0,82823797.0,1.0,62932833912.48,168181.04958677685,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7082452369125881,0.014138590639272,0.3611919137759301,12.0,True
2021-12-31,2021-12-31,TRG,TRG Pakistan Ltd.,117.9,463582065.0,463582065.0,1.0,54656325463.5,9503910.553719008,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6050272344473918,0.9677306240930295,0.7863789292702106,1.0,True
2021-12-31,2021-12-31,UBL,United Bank Limited,136.58,489671875.0,489671875.0,1.0,66879384687.5,1539126.3388429752,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7574634658476699,0.1541729077814957,0.4558181868145828,7.0,True
2021-12-31,2021-12-31,UNITY,Unity Foods Limited.,26.47,497025000.0,497025000.0,1.0,13156251750.0,9819829.892561983,1.0,182,,,,,True,True,True,True,True,True,True,True,0.08747146352399275,1.0,0.5437357317619964,3.0,True
2022-06-30,2022-06-30,ATRL,Attock Refinery Limited,175.78,42646500.0,42646500.0,1.0,7496401770.0,1348068.8048780488,1.0,182,,,,,True,True,True,True,True,True,True,True,0.011814970037020513,0.1571751371728751,0.0844950536049478,24.0,True
2022-06-30,2022-06-30,AVN,Avanceon Limited.,77.91,97410190.0,97410190.0,1.0,7589227902.9,2132616.235772358,1.0,182,,,,,True,True,True,True,True,True,True,True,0.013055012405064468,0.2506689074917306,0.13186195994839753,22.0,True
2022-06-30,2022-06-30,BAHL,Bank Al-Habib Ltd.,58.06,722426520.0,722426520.0,1.0,41944083751.2,473058.0487804878,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4719934112052022,0.0529009385258154,0.26244717486550884,19.0,True
2022-06-30,2022-06-30,CNERGY,Cnergyico PK Limited.,5.34,1598965412.0,1598965412.0,1.0,8538475300.08,16135892.67142857,0.5691056910569106,107,,,,,True,True,False,True,True,True,True,False,,,,,
