date,idx_return,idx_log_return,idx_total_volume,idx_avg_wt_change,idx_num_companies,idx_rolling_vol_30d,oil_price,oil_log_return,usdpkr,usdpkr_log_return,interest_rate,cpi_yoy,nav_akd,nav_return_akd,nav_vol_akd,nav_nbp,nav_return_nbp,nav_vol_nbp,nav_nti,nav_return_nti,nav_vol_nti
2021-01-25,2.553339781353453,0.3304058068081231,127207086.0,0.0288,30.0,0.1140722400842187,55.88,0.008446451509502826,,,7.25,5.7,14.6405,0.004827040748315944,0.06757059215890007,11.332,-4.412186459710225e-05,0.13230142608338363,12.5738,-1.590596394143868e-05,0.22206622660888728
2021-01-26,2.5198956234201697,0.3276493019546164,181203122.0,0.0286896551724137,30.0,0.11842260428085076,55.91,0.0005367206497927712,,,7.25,5.7,14.7015,0.004157868439777854,0.06637466477587088,11.3377,0.000502873890710392,0.13216272058086675,12.5742,3.1811674887299316e-05,0.22206248510452412
2021-01-27,2.559926568025798,0.3325932904116036,185031635.0,0.0286379310344827,30.0,0.12703938981328294,55.81,-0.0017901902382116682,,,7.25,5.7,14.7548,0.003618924180618372,0.06503908197812315,11.3756,0.0033372548396935434,0.13218870500725521,12.6026,0.0022560462048972795,0.22202693277345578
2021-01-28,2.5191013594874083,0.3290529671867429,162369841.0,0.0286413793103448,30.0,0.12942376711264056,55.53,-0.005029649546826344,,,7.25,5.7,14.6609,-0.006384367460093774,0.06929719246216667,11.3756,0.0033372548396935434,0.13218870500725521,12.617,0.001141969068891722,0.2220124581878672
2021-01-29,2.4865651839064515,0.3273692074971707,208699721.0,0.0286137931034482,30.0,0.1319025849138014,55.88,0.006283119135245286,,,7.25,5.7,14.7265,0.0044645058059260756,0.06840464753119878,11.3756,0.0033372548396935434,0.13218870500725521,12.5387,-0.006225249376318187,0.216926030580794
2021-02-01,2.5646393610419937,0.3318003564076618,144948415.0,0.0285379310344827,30.0,0.1368807110099286,56.35,0.008375706097024125,,,7.25,5.7,14.6809,-0.003033355609524515,0.06628685236558686,11.3108,-3.536380514907054e-05,0.13361729919092374,12.4723,-0.0036174798750845034,0.2031456847784348
2021-02-02,2.657751278564077,0.3495377398908541,142467037.0,0.0286137931034482,30.0,0.16270480436116783,57.46,0.01950681306535826,,,7.25,5.7,14.7825,0.0068967195038236815,0.06709262069180387,11.2601,-0.004492517823564786,0.12643724776192367,12.4723,0.0,0.20314602498108583
2021-02-03,2.8171810746476265,0.3567647520651177,168090149.0,0.0284724137931034,30.0,0.19443341544459278,58.46,0.017253706131956408,,,7.25,5.7,14.8909,0.0073062394069536435,0.06798756140788208,11.4225,0.014319590788509603,0.13125106350450827,12.623,0.012010361423846365,0.2058545719629461
2021-02-04,3.032135484169684,0.3707314472777069,130683036.0,0.0288172413793103,30.0,0.241357943341576,58.84,0.0064791360501368815,,,7.25,5.7,14.8805,-0.0006986571288578345,0.0671993723715469,11.4225,0.014319590788509603,0.13125106350450827,12.7029,0.00630976708342995,0.20133679582643318
2021-02-08,3.0979392679943376,0.3811855536347195,110168461.0,0.0291103448275862,30.0,0.31948576705295745,60.56,0.020350994266517652,,,7.25,5.7,14.8212,-0.0038855136913634953,0.06180689415606158,11.5174,-4.3411633456288544e-05,0.10167415563772418,12.7297,-4.7132757275083104e-05,0.1957535811425192
2021-02-09,3.146709696198972,0.3850217358487695,146832958.0,0.0291448275862068,30.0,0.3533528116062378,61.09,0.008713577532482173,,,7.25,5.7,14.805,-0.0010936266962773167,0.0614180964855597,11.5098,-0.0006600889622667283,0.1017503092211081,12.7297,0.0,0.1957535195038056
2021-02-10,3.108433311601643,0.3859684849101236,135919838.0,0.0290586206896551,30.0,0.3809506809169195,61.47,0.006201064257242482,,,7.25,5.7,14.7917,-0.0008987489074968033,0.059105279301115,11.5237,0.0012069378676574298,0.1016940608113921,12.6603,-0.005466732795257865,0.19640527556782159
2021-02-11,3.138996509676431,0.3866530354084627,206443624.0,0.0290206896551724,30.0,0.40318638604765655,61.14,-0.005382934456229548,,,7.25,5.7,14.6089,-0.01243528061459768,0.07022452680288865,11.5237,0.0012069378676574298,0.1016940608113921,12.6412,-0.0015097921963646962,0.19642760301858503
2021-02-12,3.1047238857660195,0.3812885483392166,113507854.0,0.0289241379310344,30.0,0.42041133898493044,62.43,0.020879612610964358,,,7.25,5.7,14.5307,-0.005367279422505036,0.07199229522841338,11.5237,0.0012069378676574298,0.1016940608113921,12.3826,-0.020669059560134522,0.20472313932588865
2021-02-15,3.01203272504374,0.370386828171285,163916693.0,0.0287551724137931,30.0,0.4288578216963591,63.3,0.013839400076477822,,,7.25,5.7,14.705,0.01199274157428878,0.07673501060543975,11.2504,-3.555365936400845e-05,0.10144717303030369,12.3814,-4.845861231638659e-05,0.20433261634565425
2021-02-16,2.965129342553392,0.3691680691820356,156006180.0,0.0288103448275862,30.0,0.43103808918984504,63.35,0.0007895776170175821,,,7.25,5.7,14.8596,0.010458549020957778,0.08214729228373012,11.3841,0.011813961433677363,0.107084933596621,12.5032,0.009789265061122772,0.20659019309917728
2021-02-17,3.040095274780378,0.3792922531080637,147100988.0,0.0287827586206896,30.0,0.4374620760807021,64.34,0.015506615043732219,,,7.25,5.7,14.831,-0.0019265362670907152,0.08246202210478791,11.5433,0.013887537064822658,0.11331582930699433,12.6488,0.01157773746795162,0.20951380230455519
2021-02-18,2.996391386523953,0.3731309022798986,89909756.0,0.0286448275862068,30.0,0.4377840415760464,63.93,-0.006392787032244842,,,7.25,5.7,14.6373,-0.013146519464776522,0.0903939456737449,11.5341,-0.0007973168976903945,0.1133482681032186,12.6135,-0.0027946800548729707,0.2083635435748803
2021-02-19,2.980668386408077,0.3744371646556035,172369095.0,0.0288206896551724,30.0,0.43273238561529076,62.91,-0.01608360119669723,,,7.25,5.7,14.6641,0.0018292646408156741,0.0899646120969494,11.5341,-0.0007973168976903945,0.1133482681032186,12.3807,-0.018628860489974402,0.16515796026720794
2021-02-22,2.9893897661646127,0.3798001577365061,136772124.0,0.0288103448275862,30.0,0.43218266077598105,65.24,0.03636764417087479,,,7.25,5.7,14.5598,-0.007069827448016489,0.08885928582022214,11.3892,-3.5120375089154455e-05,0.11902622494673752,12.3531,-4.856962456639569e-05,0.10580288000864431
2021-02-23,3.014765639613322,0.3809587263846351,124051079.0,0.0288137931034482,30.0,0.42749207384219257,65.37,0.0019906598718251256,,,7.25,5.7,14.5107,-0.0033779980866838195,0.08938769306258383,11.3416,-0.004188156121025161,0.11844085436397445,12.1995,-0.012512076428654805,0.11127019197099433
2021-02-24,3.106242063694752,0.3881777208889169,134119213.0,0.0289931034482758,30.0,0.4221520425382278,67.04,0.025226018549189322,,,7.25,5.7,14.3958,-0.007949810951482913,0.09088122693957248,11.2756,-0.0058362827708092575,0.119307067062388,12.2085,0.0007374631602663509,0.11134994854853794
2021-02-25,3.0889605778757323,0.3939995256879983,116012197.0,0.0292482758620689,30.0,0.4175770234683738,66.88,-0.0023894873973815786,,,7.25,5.7,14.582,0.012851394011945107,0.09801701957176648,11.2332,-0.0037674198669131183,0.11896311799767981,12.16,-0.003980553915047879,0.1116391280349184
2021-02-26,3.219819930240652,0.4074161907057075,169092651.0,0.0293758620689655,30.0,0.42335597735681585,66.13,-0.011277467089875164,,,7.25,5.7,14.5495,-0.0022312626183702117,0.0974639372552627,11.4555,0.01959628483084924,0.1325161128564377,12.3212,0.013169479421430387,0.11875784437625277
2021-03-01,3.219876498680562,0.4097997485993042,99217818.0,0.0294413793103448,30.0,0.42731441614894927,63.69,-0.03759493730329654,159.98,,7.25,8.7,14.4627,-0.005914974227631614,0.09611683621853044,11.4313,-4.373860063422941e-05,0.12985547199591102,12.3437,-4.0505672825104834e-05,0.11770466933382279
2021-03-02,3.171652939758365,0.4058756593496783,103367103.0,0.0294275862068965,30.0,0.4306204169173513,62.7,-0.015666116744399352,160.33,0.0021853837800704062,7.25,8.7,14.5776,0.00791318268551845,0.09923374820414836,11.3843,-0.004119993906174,0.13003839318159716,12.2834,-0.004897054099360005,0.11839144551776659
2021-03-03,3.113566912140303,0.395367191178341,101924903.0,0.0291482758620689,30.0,0.4235616809891967,64.07,0.021614788012055054,160.29,-0.00024951656295644527,7.25,8.7,14.638,0.004134783201578395,0.09971448553347488,11.4991,0.010033558220948976,0.1310527467742226,12.3448,0.004986164413937794,0.11912814842578355
2021-03-04,3.1866271281138063,0.4018567165130178,110065778.0,0.0293241379310344,30.0,0.41810081893265005,66.74,0.0408282376722978,160.01,-0.0017483613570063602,7.25,8.7,14.3624,-0.019007206604553354,0.11149316203981571,11.5054,0.0005477189382509989,0.13080562671782306,12.3553,0.0008501990382616483,0.11917486503560132
2021-03-05,3.2230253475918067,0.4054554464363029,73674836.0,0.0294,30.0,0.41186800214504393,69.36,0.03850585914905856,160.01,-0.0017483613570063602,7.25,8.7,14.5354,0.01197337283753683,0.11525738498766495,11.3059,-0.017491777022501247,0.14083206963282943,12.1603,-0.01590857352679251,0.12153255828739418
2021-03-08,3.27075640584556,0.4110962996623618,149898754.0,0.0295344827586206,30.0,0.40617148581367846,68.24,-0.016279429288862834,160.39,0.001372598169082044,7.25,8.7,14.2906,-0.016613499118083002,0.1239984268316106,11.4651,-4.36096586741996e-05,0.14533212235595783,12.3239,-4.868470165357855e-05,0.12670061959266982
2021-03-09,3.375522524328573,0.4223836587241304,140114798.0,0.0298655172413793,30.0,0.4021358170180821,67.52,-0.010607052895722004,160.37,-0.00012470382856907128,7.25,8.7,14.0313,-0.018311430053542403,0.13328390968329318,11.3367,-0.011262387811478711,0.14924814452714816,12.1698,-0.012582993442220348,0.13094807271972037
2021-03-10,3.369188822316902,0.4112383775751398,129324403.0,0.0298586206896551,30.0,0.38835246548655084,67.9,0.005612184276948847,160.35,-0.0001247193815535953,7.25,8.7,13.8661,-0.011843536031086187,0.13616825147106634,11.1675,-0.01503747641420802,0.15506884220859868,12.0696,-0.008267578466932301,0.13231529772398085
2021-03-11,3.485043068381848,0.423569719824457,131282813.0,0.0299482758620689,30.0,0.3744365175025189,69.63,0.025159474389804832,160.18,-0.0010607432436276533,7.25,8.7,13.5838,-0.020569106122644995,0.14603121912354586,11.0265,-0.012706307744021768,0.15273055719202333,11.9668,-0.008553745718395187,0.1336341236682521
2021-03-12,3.4217485427762147,0.4198027470415307,193914699.0,0.0297620689655172,30.0,0.3470421317611119,69.22,-0.005905670747257166,160.18,-0.0010607432436276533,7.25,8.7,13.8943,0.02260077783487314,0.16366861721574388,10.7797,-0.022636730720050013,0.1620545202162844,11.7734,-0.016293399259558566,0.13958402319659585
2021-03-15,3.1271440265152357,0.0954705305314576,127826232.0,0.0275551724137931,30.0,0.9044763947314214,68.88,-0.004923978087722857,160.52,0.0011843541979698925,7.25,8.7,14.1914,0.021193449869830648,0.1739646048676401,10.9531,-3.651867474148401e-05,0.17045179064448354,11.9741,-0.00033399855021117025,0.13985342582577756
2021-03-16,3.094278912952359,0.0878972349348503,121212239.0,0.0277689655172413,30.0,1.2367641797481028,68.39,-0.007139245009470652,160.61,0.0005605206760898546,7.25,8.7,14.2181,0.001879653486414207,0.1736391969625051,11.1677,0.019403161976355044,0.180940186030187,12.1197,0.012086243963191707,0.14498790228792144
2021-03-17,3.098646531560935,0.0789555694615666,129903683.0,0.0279965517241379,30.0,1.4985971394422364,68.0,-0.005718909933897978,160.5,-0.0006851235047353626,7.25,8.7,14.4004,0.012740183153357483,0.1779737990418683,11.2404,0.006488747825917344,0.1685745198464403,12.1063,-0.0011062495968434114,0.14497813909565418
2021-03-18,3.16926369796382,0.0915693184485251,103832203.0,0.0280620689655172,30.0,1.68996229080922,63.28,-0.07193838171670819,160.62,0.0007473841902455946,7.25,8.7,14.177,-0.015635050838442882,0.183431997806243,11.4264,0.01641203654533343,0.17518204882973232,12.2381,0.010828058014049442,0.1456639194183642
2021-03-19,3.097518843632544,0.0870400586552966,92216785.0,0.0278724137931034,30.0,1.854984043584286,64.53,0.019560908488349897,160.62,0.0007473841902455946,7.25,8.7,14.23,0.003731478966266542,0.17994754745606995,11.2271,-0.017595969030349237,0.18288642397073984,12.0989,-0.011439496897474956,0.14405246426529034
2021-03-22,3.086092128391524,0.0888570413301895,90869251.0,0.0281965517241379,30.0,1.990935421387718,64.62,0.001393728448603883,160.62,0.0007473841902455946,7.25,8.7,14.3827,0.01070882099690462,0.18009531531490108,11.2502,-4.4442666745176315e-05,0.17439661710196935,12.1022,-4.957653378418147e-05,0.13445597114174357
2021-03-24,3.0325742957709734,0.0811517647601479,115860563.0,0.0281620689655172,30.0,2.2093212888065263,64.41,0.057843598798168146,160.64,-0.0009333292529558086,7.25,8.7,14.4226,0.002770325288636492,0.17666014516186904,11.4717,-4.3584569326037406e-05,0.18032177073989533,12.2838,-4.070318828645766e-05,0.14188213104217717
2021-03-25,2.9609134128301355,0.074665225106428,117383833.0,0.0282448275862069,30.0,2.3020734133216125,61.95,-0.0389412924836478,160.53,-0.0006849955120413305,7.25,8.7,14.4772,0.0037785773578556474,0.1769728321100814,11.5269,0.004800301409413548,0.180285243087797,12.2473,-0.0029758165704292226,0.13730201949358392
2021-03-26,2.9919259565580862,0.0728104945180848,111259150.0,0.0281896551724137,30.0,2.3826849757239548,64.57,0.041422298563224,160.53,-0.0006849955120413305,7.25,8.7,14.4125,-0.004479112498226036,0.17735544811885287,11.5839,0.004932768712284912,0.17967616187493052,12.2279,-0.0015852784911140208,0.13737778553505636
2021-03-29,3.1266318631095493,0.0876618435033743,103088405.0,0.0283413793103448,30.0,2.4423732888863565,64.98,0.006329623602578875,160.1,-0.0011236657652748242,7.25,8.7,14.0777,-0.023469207772113424,0.1885866245612281,11.5092,-4.344256242298791e-05,0.1712871885734237,12.125,-5.773029233745446e-05,0.13307247491054625
2021-03-30,3.0470409455683027,0.0775277879072942,103288156.0,0.0281551724137931,30.0,2.49850351841263,64.14,-0.013011335975945486,160.22,0.0007492507843018824,7.25,8.7,14.094,0.001157189791097289,0.18857333770927762,11.2226,-0.0252171132349904,0.1864920172013586,11.9089,-0.017983417083607522,0.14226277857038708
2021-03-31,3.081243139037247,0.0816690020169422,115075106.0,0.0280137931034482,30.0,2.5372916149467843,63.54,-0.009398565423638802,160.16,-0.00037455522006028715,7.25,9.0,14.1281,0.0024165470744189196,0.18763080361165285,11.2139,-0.0007755220677057325,0.1864845765686028,11.8943,-0.0012267259722144879,0.14222054247174828
2021-04-01,3.138771471234561,0.0970437145281927,71109656.0,0.0281379310344827,30.0,2.5595038871468923,64.86,0.020561472037801815,160.19,0.0001872951464816114,7.25,9.0,14.0873,-0.002892039697274025,0.1833025926372569,11.1909,-0.0020531321930501575,0.18624548095296778,11.9112,0.0014198401914787583,0.14198581113692085
2021-04-02,3.1698959627752576,0.1013729581610441,66575194.0,0.0281655172413793,30.0,2.570257771424332,64.86,0.020561472037801815,160.19,0.0001872951464816114,7.25,9.0,14.0493,-0.0027011098074378923,0.1833317215688217,11.133,-0.00518727729745224,0.18392444965192942,11.9865,0.006301882541286429,0.14252010318218233
2021-04-05,3.197448417547343,0.114404009894102,67137938.0,0.0283655172413793,30.0,2.5643765589997765,62.15,-0.04268028292245186,159.56,-0.002691286243414757,7.25,9.0,13.828,-0.015848578840465925,0.18814990081725963,11.0835,-3.608903164493502e-05,0.1720025599725667,11.9573,-5.0177293112818404e-05,0.12870461371475128
2021-04-06,3.113034436934314,0.1044534061902213,71103653.0,0.0282,30.0,2.5538771729926326,62.74,0.009448384805812029,159.35,-0.0013169861738604929,7.25,9.0,14.0792,0.018003008874486,0.1960888149200385,10.9024,-0.016474567430164608,0.17760048696513805,11.8331,-0.010441281219198326,0.1315238544557223
2021-04-07,3.1738781361165804,0.1074638376083705,103293648.0,0.0280551724137931,30.0,2.529322406085999,63.16,0.006671986624909274,159.31,-0.0002510512785418519,7.25,9.0,13.9393,-0.009986342070346531,0.19596379703007302,11.1201,0.019771333103246257,0.18815738445408217,12.0022,0.014189277008838961,0.1390141295678254
2021-04-08,3.173143762065645,0.1032677290474202,80815349.0,0.0281758620689655,30.0,2.4931849157865367,63.2,0.000633111765370558,159.07,-0.001507632674534408,7.25,9.0,14.33,0.027643052976562874,0.21293902719002267,10.9887,-0.011886809522922356,0.18846125321120386,11.8263,-0.014764101407364684,0.14074246200041718
2021-04-09,3.113878918313836,0.0919580509766285,141662879.0,0.0280344827586206,30.0,2.4408744435920378,62.95,-0.003963540662455587,159.07,-0.001507632674534408,7.25,9.0,14.3214,-0.0006003197231740195,0.20575577306505582,11.2062,0.019599724500645024,0.19279239526725014,12.0076,0.015213917739949779,0.14647723951247446
2021-04-12,3.167303362069712,0.0956375603541323,94766718.0,0.028251724137931,30.0,2.37212538267462,63.28,0.005228562969042277,159.27,0.0028293897966250358,7.25,9.0,14.2555,-0.004570228732201247,0.20289650363899792,11.3376,-3.528021309606425e-05,0.17301697752534947,12.0266,-4.988816736851273e-05,0.1262375941952376
2021-04-13,3.1642681639257115,0.0873756904041572,89882473.0,0.0281137931034482,30.0,2.2949686388840744,63.67,0.006144170569535534,159.27,0.0028293897966250358,7.25,9.0,14.2763,0.0014580225351904649,0.19721085976850367,11.3788,0.0036273392944642553,0.1731243625854193,11.9905,-0.003006193685907712,0.12656483176729816
2021-04-14,3.173728215867721,0.084199348766234,60935772.0,0.0282344827586206,30.0,2.212537708962961,66.58,0.044690738117944905,159.54,0.0016937992192935772,7.25,9.0,14.3575,0.005671634059480586,0.19001377809483588,11.3356,-0.0038037590327621128,0.1737146613947083,12.0061,0.0013001843759217616,0.1266121000204875
2021-04-15,3.171724525534211,0.0866368663392179,42139259.0,0.028251724137931,30.0,2.106485670115854,66.94,0.0053924636363015845,159.25,-0.001819380030710699,7.25,9.0,14.3315,-0.0018125418884009468,0.18641941225793796,11.4015,0.005796709741349901,0.16557236843671116,12.0479,0.003475516926576355,0.12189365656672314
2021-04-16,3.1760001328828893,0.0854404493856655,32689418.0,0.0282448275862069,30.0,1.9765399133232138,66.77,-0.0025428179134031727,159.25,-0.001819380030710699,7.25,9.0,14.3543,0.0015896370190963498,0.17473311775502742,11.3802,-0.0018699224558731042,0.16479932099954578,12.0411,-0.0005645730566333976,0.12186869383669464
2021-04-19,3.098139443803472,0.06372115717,60063305.0,0.027551724137931,30.0,1.819933497422502,67.05,0.0041847318579100005,158.93,-0.0020114407435444723,7.25,9.0,14.2314,-0.008563924553635005,0.16566552032911483,11.4041,-4.3842919594793256e-05,0.14873039482815711,12.0601,-4.9749593721909955e-05,0.11280061895154606
2021-04-21,3.023610501860166,0.0541749497181935,117301582.0,0.0279827586206896,30.0,1.3640957696597982,65.32,-0.018955757510347924,159.07,-0.00018857843347203386,7.25,9.0,14.3515,-0.0020395172093031944,0.15696124485899504,11.3834,0.012188105217824112,0.15852012063493945,12.043,0.00446899292820172,0.1148716173652691
2021-04-22,3.0845691024566597,0.0617414734123138,83848867.0,0.028403448275862,30.0,0.9920290223455287,65.4,0.0012239903608889033,158.89,-0.0011322180099935472,7.25,9.0,14.2353,-0.00812967103598962,0.15423181776798556,11.4318,0.0042427918760434315,0.14833573613468554,12.0237,-0.001603876238728782,0.10560978495315226
2021-04-23,3.097787255523697,0.0621670051275105,55392173.0,0.0285379310344827,30.0,0.2312958042373369,66.11,0.010797762882333634,158.89,-0.0011322180099935472,7.25,9.0,14.1665,-0.004844772836351082,0.14800521469093417,11.3909,-0.0035841547042202277,0.1486749342214227,12.005,-0.0015564723663974312,0.10561709082997099
2021-04-26,3.125475575554194,0.0684871071177386,129623770.0,0.028751724137931,30.0,0.2341857322850634,65.65,-0.0069824205966814434,158.46,-0.0018914323777687169,7.25,9.0,14.4702,0.021246634916511884,0.16008087940691315,11.3621,-4.400498137105646e-05,0.14613947552681217,11.9254,-2.5156072467665353e-05,0.10440289982835928
2021-04-27,3.0979342832077257,0.0561358617683686,103555368.0,0.0286068965517241,30.0,0.2477599630467909,66.42,0.011660615199795159,158.1,-0.0022744513216695493,7.25,9.0,14.3473,-0.008529591055471852,0.15918956014652652,11.7141,0.030509989061146027,0.17147711453076647,12.2565,0.02738582932194389,0.13215347148702059
2021-04-30,3.117241633733178,0.0674559723038874,72435668.0,0.0288965517241379,30.0,0.2716769638930943,67.25,-0.0192922558075759,158.1,-0.0022744513216695493,7.25,11.1,14.0265,-0.013187533535781905,0.16329259692955375,11.4342,-0.002445800558852717,0.16206565900021583,11.9829,-0.004089133697562558,0.12875962798428264
2021-05-03,3.1227751457659254,0.0729274830439569,81152817.0,0.0288137931034482,30.0,0.2714662433220198,67.56,0.0045990734576509444,157.16,0.00019090648821869382,7.25,11.1,13.9664,-0.004258305115770454,0.14910054202757303,11.2758,-3.547357219237108e-05,0.1659066247413147,11.9077,-5.0386294938459935e-05,0.12850678355794162
2021-05-04,3.118183434388583,0.0714078500224514,68561825.0,0.0289137931034482,30.0,0.2713489728703587,68.88,0.01934976817987587,157.12,-0.0002545500841032007,7.25,11.1,14.1158,0.010640292394066431,0.15238339656099228,11.1727,-0.009185533546784072,0.16829921332144726,11.8705,-0.00312891895512781,0.12879715133208477
2021-05-05,3.093756587139922,0.0751621500947939,94228766.0,0.0286275862068965,30.0,0.2716125716903383,68.96,0.0011607662359622872,157.07,-0.00031827875121491267,7.25,11.1,14.2323,0.008219292006364962,0.1540845571619656,11.3437,0.015189220980222658,0.17375815960759156,12.0202,0.012532237170158588,0.13401891471342975
2021-05-06,3.063961113823459,0.0744840394012075,52736103.0,0.0286068965517241,30.0,0.271640709518884,68.09,-0.012696266860562275,157.04,-0.00019101588673531378,7.25,11.1,14.3029,0.004948284508705966,0.15437279861659514,11.4441,0.008811789611199775,0.16728129157097466,12.1471,0.010501890265890157,0.13334690589983436
2021-05-17,3.124209777500384,0.0740703865171931,98881203.0,0.0283482758620689,30.0,0.23054373417349142,69.46,0.010856298272943456,157.09,-0.00025459869019198617,7.25,11.1,14.4886,0.012899819399163149,0.14988973476870426,11.4981,-3.478775123626347e-05,0.13823582909042256,12.1876,-4.9229153514643894e-05,0.110312124195142
2021-05-18,3.187541054020892,0.0829196666446424,111022192.0,0.0282862068965517,30.0,0.21514669996511201,68.71,-0.010856298272943363,157.14,0.00031823823582712485,7.25,11.1,14.5454,0.003912659121176359,0.1417991162488557,11.6332,0.011681274828535492,0.1421263985251647,12.296,0.008854964817785886,0.11301945558014019
2021-05-19,3.287707891965166,0.0892723202819651,111747650.0,0.0284413793103448,30.0,0.19698086365929587,66.66,-0.03028967616339089,157.0,-0.000891322399367345,7.25,11.1,14.4525,-0.006407382453931028,0.13973508615130784,11.7044,0.006101760327252005,0.14297492203965842,12.3428,0.003798890878055528,0.11336406764881345
2021-05-20,3.260153411099324,0.0874292574838201,72779565.0,0.0282965517241379,30.0,0.1815441045860188,65.11,-0.023526925630822856,156.72,-0.0017850317120227885,7.25,11.1,14.4183,-0.0023691768843985277,0.11533549774295289,11.6105,-0.008054978379182029,0.13856922246827677,12.2552,-0.007122560398000963,0.11404880312359703
2021-05-21,3.250677479864598,0.0842586087068249,43389201.0,0.0283586206896551,30.0,0.17616489251332726,66.44,0.020221137496323323,156.72,-0.0017850317120227885,7.25,11.1,14.5227,0.007214709433142483,0.11707244642118024,11.5391,-0.006168592667388934,0.1359533318712961,12.1845,-0.005785684539368126,0.1149970091445316
