,count,mean,std,min,1%,5%,50%,95%,99%,max,skew,kurtosis
gdp_usd,65.0,108275899996.31537,120497658130.96082,3749265014.6997066,3985669886.6022687,4745653086.938262,48884671947.46571,346654424928.33875,372765306517.6198,374890295666.69366,1.0341258457089635,-0.41592943158783413
gdp_yoy,64.0,0.08092601846135349,0.11941830740288722,-0.3219948594433306,-0.19302355054114329,-0.09508727457424962,0.0806339787190058,0.1994198640316632,0.4628065968223114,0.579779403321206,0.6729814541192854,5.908341071001884
