column,missing_count,missing_pct
gold_log_return,227,17.462
gold_price,227,17.462
idx_n_stocks,0,0.0
idx_ff_mcap_total,0,0.0
date,0,0.0
idx_total_volume,0,0.0
idx_rolling_vol_30d,0,0.0
idx_log_return,0,0.0
oil_price,0,0.0
oil_log_return,0,0.0
usdpkr_log_return,0,0.0
usdpkr,0,0.0
cpi_yoy,0,0.0
interest_rate,0,0.0
