DATE,NAV_AKD,AUM_AKD,FLOW_AKD,RET_AKD,NAV_NBP,AUM_NBP,FLOW_NBP,RET_NBP,NAV_NTI,AUM_NTI,FLOW_NTI,RET_NTI,FLOW_TOTAL,mkt_ret_mean,mkt_vol_mean,mkt_vol_std,mkt_turnover_mean,oil,ir,usd,cpi_yoy,oil_ret,usd_ret,ir_chg,mkt_ret_mean_lag1,mkt_ret_mean_lag2,mkt_ret_mean_lag3,mkt_vol_mean_lag1,mkt_vol_mean_lag2,mkt_vol_mean_lag3,mkt_vol_std_lag1,mkt_vol_std_lag2,mkt_vol_std_lag3,mkt_turnover_mean_lag1,mkt_turnover_mean_lag2,mkt_turnover_mean_lag3,oil_ret_lag1,oil_ret_lag2,oil_ret_lag3,usd_ret_lag1,usd_ret_lag2,usd_ret_lag3,ir_chg_lag1,ir_chg_lag2,ir_chg_lag3,cpi_yoy_lag1,cpi_yoy_lag2,cpi_yoy_lag3,FLOW_TOTAL_lag1,FLOW_TOTAL_lag2,FLOW_TOTAL_lag3,FLOW_AKD_lag1,FLOW_AKD_lag2,FLOW_AKD_lag3,FLOW_NBP_lag1,FLOW_NBP_lag2,FLOW_NBP_lag3,FLOW_NTI_lag1,FLOW_NTI_lag2,FLOW_NTI_lag3,target_flow_AKD,target_ret_AKD,target_flow_NBP,target_ret_NBP,target_flow_NTI,target_ret_NTI
2022-11-30,12.7564,435.01,0.27263952868918295,0.024766831885990603,10.0172,6.0,-0.050738936093103426,0.06013334744417409,10.7152,40.28,-0.4254715557567508,0.060900387124879884,-0.20357096316067125,0.0019937284670251453,0.01390457832118794,0.008376593513483407,1878136.7142857143,85.43,16.0,225.64,23.8,-0.09912474955182948,0.026289456927135246,1.0,-0.0008257091459493574,-0.001704255873961942,0.0025007741990473015,0.018517827268582747,0.013845641273070208,0.01607931805472746,0.00840515573829173,0.006501534893977311,0.011168654717982514,2381776.0883333334,2122832.4227272724,2716342.2649999997,0.07810368349249663,-0.08840294331018761,-0.12289791837105724,-0.07946742589181033,0.1545414994924348,0.04237629749067828,0.0,0.0,0.0,26.6,23.2,27.3,-1.2343680123764944,-0.6304459570157075,-1.1792919304032008,-1.2346479213663883,-1.1686793031876164,-1.5549160042997983,0.00027990898989394,0.053495816997498835,0.05204651588682374,0.0,0.48473752917441004,0.3235775580097737,0.010311984166719412,-0.04545169483553346,-0.038442046088486226,-0.05779060016771165,-0.587476431624566,-0.040279229505748804
2022-12-31,12.1766,418.56,0.010311984166719412,-0.04545169483553346,9.4383,3.06,-0.038442046088486226,-0.05779060016771165,10.2836,38.77,-0.587476431624566,-0.040279229505748804,-0.6156064935463328,-0.0021015098938284875,0.015980740055343622,0.010941501993495126,1458115.3363636362,85.91,16.0,221.95,24.5,0.00561863513988059,-0.016353483424924598,0.0,0.0019937284670251453,-0.0008257091459493574,-0.001704255873961942,0.01390457832118794,0.018517827268582747,0.013845641273070208,0.008376593513483407,0.00840515573829173,0.006501534893977311,1878136.7142857143,2381776.0883333334,2122832.4227272724,-0.09912474955182948,0.07810368349249663,-0.08840294331018761,0.026289456927135246,-0.07946742589181033,0.1545414994924348,1.0,0.0,0.0,23.8,26.6,23.2,-0.20357096316067125,-1.2343680123764944,-0.6304459570157075,0.27263952868918295,-1.2346479213663883,-1.1686793031876164,-0.050738936093103426,0.00027990898989394,0.053495816997498835,-0.4254715557567508,0.0,0.48473752917441004,-8.370953550320507,0.006315391817091731,0.04535052476221724,0.018424928218005343,0.6424483474976412,0.013205492240071504
2023-01-31,12.2535,418.13,-8.370953550320507,0.006315391817091731,9.6122,3.06,0.04535052476221724,0.018424928218005343,10.4194,39.88,0.6424483474976412,0.013205492240071504,-7.6831546780606494,0.0014718701316440328,0.01713830496119227,0.015485968707084694,1908447.1893939392,84.49,17.0,224.11,27.6,-0.016528925619834767,0.009731921603965077,1.0,-0.0021015098938284875,0.0019937284670251453,-0.0008257091459493574,0.015980740055343622,0.01390457832118794,0.018517827268582747,0.010941501993495126,0.008376593513483407,0.00840515573829173,1458115.3363636362,1878136.7142857143,2381776.0883333334,0.00561863513988059,-0.09912474955182948,0.07810368349249663,-0.016353483424924598,0.026289456927135246,-0.07946742589181033,0.0,1.0,0.0,24.5,23.8,26.6,-0.6156064935463328,-0.20357096316067125,-1.2343680123764944,0.010311984166719412,0.27263952868918295,-1.2346479213663883,-0.038442046088486226,-0.050738936093103426,0.00027990898989394,-0.587476431624566,-0.4254715557567508,0.0,2.8319456847663105,-0.0051087444403641324,0.0034364197909635408,0.01671833711325199,-0.07324677856585282,0.03569303414783964
2023-02-28,12.1909,424.37,2.8319456847663105,-0.0051087444403641324,9.7729,6.34,0.0034364197909635408,0.01671833711325199,10.7913,40.05,-0.07324677856585282,0.03569303414783964,2.762135325991421,0.0003301916127830755,0.015974350726131792,0.011088546934810407,2239063.905263158,83.89,17.0,226.95,31.5,-0.007101432122144535,0.01267234840033904,0.0,0.0014718701316440328,-0.0021015098938284875,0.0019937284670251453,0.01713830496119227,0.015980740055343622,0.01390457832118794,0.015485968707084694,0.010941501993495126,0.008376593513483407,1908447.1893939392,1458115.3363636362,1878136.7142857143,-0.016528925619834767,0.00561863513988059,-0.09912474955182948,0.009731921603965077,-0.016353483424924598,0.026289456927135246,1.0,0.0,1.0,27.6,24.5,23.8,-7.6831546780606494,-0.6156064935463328,-0.20357096316067125,-8.370953550320507,0.010311984166719412,0.27263952868918295,0.04535052476221724,-0.038442046088486226,-0.050738936093103426,0.6424483474976412,-0.587476431624566,-0.4254715557567508,-1.5637255965292525,-0.013075326678095966,0.00437101902635284,-0.006292912032252462,0.030502950530532758,-0.013001213940859735
2023-03-31,12.0315,411.93,-1.5637255965292525,-0.013075326678095966,9.7114,6.34,0.00437101902635284,-0.006292912032252462,10.651,40.14,0.030502950530532758,-0.013001213940859735,-1.5288516269723669,-0.000929758185354072,0.022322790436013682,0.008203085370501854,1841533.4,79.77,20.0,268.83,35.4,-0.04911193229228761,0.18453403833443494,3.0,0.0003301916127830755,0.0014718701316440328,-0.0021015098938284875,0.015974350726131792,0.01713830496119227,0.015980740055343622,0.011088546934810407,0.015485968707084694,0.010941501993495126,2239063.905263158,1908447.1893939392,1458115.3363636362,-0.007101432122144535,-0.016528925619834767,0.00561863513988059,0.01267234840033904,0.009731921603965077,-0.016353483424924598,0.0,1.0,0.0,31.5,27.6,24.5,2.762135325991421,-7.6831546780606494,-0.6156064935463328,2.8319456847663105,-8.370953550320507,0.010311984166719412,0.0034364197909635408,0.04535052476221724,-0.038442046088486226,-0.07324677856585282,0.6424483474976412,-0.587476431624566,0.013653726086658935,0.038324398454057995,0.0001849884935394286,0.047006610787322156,0.0,0.049084592995962906
2023-04-30,12.4926,426.44,0.013653726086658935,0.038324398454057995,10.1679,6.27,0.0001849884935394286,0.047006610787322156,11.1738,41.9,0.0,0.049084592995962906,0.013838714580198364,0.0023489076751128475,0.01245083615960144,0.0073763707006242974,1106228.9666666668,79.54,21.0,260.93,36.4,-0.0028832894571892975,-0.029386601197782913,1.0,-0.000929758185354072,0.0003301916127830755,0.0014718701316440328,0.022322790436013682,0.015974350726131792,0.01713830496119227,0.008203085370501854,0.011088546934810407,0.015485968707084694,1841533.4,2239063.905263158,1908447.1893939392,-0.04911193229228761,-0.007101432122144535,-0.016528925619834767,0.18453403833443494,0.01267234840033904,0.009731921603965077,3.0,0.0,1.0,35.4,31.5,27.6,-1.5288516269723669,2.762135325991421,-7.6831546780606494,-1.5637255965292525,2.8319456847663105,-8.370953550320507,0.00437101902635284,0.0034364197909635408,0.04535052476221724,0.030502950530532758,-0.07324677856585282,0.6424483474976412,3.4046714721818603,-0.00641179578310358,-0.05264123857280989,-0.002586571465100884,-0.38606400361091886,0.0006354149886340643
2023-05-31,12.4125,422.24,3.4046714721818603,-0.00641179578310358,10.1416,4.77,-0.05264123857280989,-0.002586571465100884,11.1809,41.36,-0.38606400361091886,0.0006354149886340643,2.9659662299981315,-0.001871065163985116,0.013680399674124771,0.007948773478792028,1666521.0733333332,72.66,21.0,283.66,38.0,-0.08649735981895912,0.08711148583911399,0.0,0.0023489076751128475,-0.000929758185354072,0.0003301916127830755,0.01245083615960144,0.022322790436013682,0.015974350726131792,0.0073763707006242974,0.008203085370501854,0.011088546934810407,1106228.9666666668,1841533.4,2239063.905263158,-0.0028832894571892975,-0.04911193229228761,-0.007101432122144535,-0.029386601197782913,0.18453403833443494,0.01267234840033904,1.0,3.0,0.0,36.4,35.4,31.5,0.013838714580198364,-1.5288516269723669,2.762135325991421,0.013653726086658935,-1.5637255965292525,2.8319456847663105,0.0001849884935394286,0.00437101902635284,0.0034364197909635408,0.0,0.030502950530532758,-0.07324677856585282,-53.67596158384072,-0.021869875608706235,0.4821139013832365,-0.044599409549017754,1.5091488598559977,-0.038078687249950005
2025-10-31,39.3088,1751.85,-53.67596158384072,-0.021869875608706235,28.1547,64.0,0.4821139013832365,-0.044599409549017754,33.1556,167.91,1.5091488598559977,-0.038078687249950005,-51.68469882260148,-0.0009971591179552964,0.01882134364563046,0.016680189620375402,7691688.833333334,65.07,11.0,281.67,6.2,-0.029095792300805723,-0.003502441095308839,0.0,-0.001871065163985116,0.0023489076751128475,-0.000929758185354072,0.013680399674124771,0.01245083615960144,0.022322790436013682,0.007948773478792028,0.0073763707006242974,0.008203085370501854,1666521.0733333332,1106228.9666666668,1841533.4,-0.08649735981895912,-0.0028832894571892975,-0.04911193229228761,0.08711148583911399,-0.029386601197782913,0.18453403833443494,0.0,1.0,3.0,38.0,36.4,35.4,2.9659662299981315,0.013838714580198364,-1.5288516269723669,3.4046714721818603,0.013653726086658935,-1.5637255965292525,-0.05264123857280989,0.0001849884935394286,0.00437101902635284,-0.38606400361091886,0.0,0.030502950530532758,0.05388601599520371,0.029614233962878656,0.0011951675392580796,0.0698284833438112,0.0,0.07521504662862388
2025-11-30,40.4729,1817.49,0.05388601599520371,0.029614233962878656,30.1207,60.0,0.0011951675392580796,0.0698284833438112,35.6494,171.91,0.0,0.07521504662862388,0.055081183534461786,0.0017066179232405622,0.014222294226661788,0.010366205542570558,4196536.966666667,63.2,11.0,281.25,6.1,-0.028738281850314906,-0.0014911066141229945,0.0,-0.0009971591179552964,-0.001871065163985116,0.0023489076751128475,0.01882134364563046,0.013680399674124771,0.01245083615960144,0.016680189620375402,0.007948773478792028,0.0073763707006242974,7691688.833333334,1666521.0733333332,1106228.9666666668,-0.029095792300805723,-0.08649735981895912,-0.0028832894571892975,-0.003502441095308839,0.08711148583911399,-0.029386601197782913,0.0,0.0,1.0,6.2,38.0,36.4,-51.68469882260148,2.9659662299981315,0.013838714580198364,-53.67596158384072,3.4046714721818603,0.013653726086658935,0.4821139013832365,-0.05264123857280989,0.0001849884935394286,1.5091488598559977,-0.38606400361091886,0.0,5.001652411145187,0.042648290584563764,-0.47900436285414116,0.04790393317552377,-0.6663117993386436,0.04719013503733582
2025-12-31,42.199,2107.24,5.001652411145187,0.042648290584563764,31.5636,65.0,-0.47900436285414116,0.04790393317552377,37.3317,184.0,-0.6663117993386436,0.04719013503733582,3.8563362489524025,0.0024184477448976017,0.014203891284049067,0.006726127555126906,4979173.158730159,60.85,10.5,280.9,5.6,-0.037183544303797444,-0.0012444444444444924,-0.5,0.0017066179232405622,-0.0009971591179552964,-0.001871065163985116,0.014222294226661788,0.01882134364563046,0.013680399674124771,0.010366205542570558,0.016680189620375402,0.007948773478792028,4196536.966666667,7691688.833333334,1666521.0733333332,-0.028738281850314906,-0.029095792300805723,-0.08649735981895912,-0.0014911066141229945,-0.003502441095308839,0.08711148583911399,0.0,0.0,0.0,6.1,6.2,38.0,0.055081183534461786,-51.68469882260148,2.9659662299981315,0.05388601599520371,-53.67596158384072,3.4046714721818603,0.0011951675392580796,0.4821139013832365,-0.05264123857280989,0.0,1.5091488598559977,-0.38606400361091886,0.052005285865107,0.05620038389535309,-1.1918682063572703,0.06022760394885229,-2.3287862591511725,0.057905211924450306
