Date,SYMBOL,ISIN,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,VOLUME,ret_21d,wt_rank,vol_63d,turn_63d,next_weight,stay_next,weight_change_next,next_rebalance_date,NAV_AKD,AUM_AKD,FLOW_AKD,NAV_NBP,AUM_NBP,FLOW_NBP,NAV_NTI,AUM_NTI,FLOW_NTI,NAV_TOTAL,AUM_TOTAL,FLOW_TOTAL,NAV_AKD_lag1,NAV_AKD_lag2,AUM_AKD_lag1,AUM_AKD_lag2,FLOW_AKD_lag1,FLOW_AKD_lag2,NAV_NBP_lag1,NAV_NBP_lag2,AUM_NBP_lag1,AUM_NBP_lag2,FLOW_NBP_lag1,FLOW_NBP_lag2,NAV_NTI_lag1,NAV_NTI_lag2,AUM_NTI_lag1,AUM_NTI_lag2,FLOW_NTI_lag1,FLOW_NTI_lag2,NAV_TOTAL_lag1,NAV_TOTAL_lag2,AUM_TOTAL_lag1,AUM_TOTAL_lag2,FLOW_TOTAL_lag1,FLOW_TOTAL_lag2,aum_nav_ratio,flow_to_aum
2021-09-30,ATRL,PK0024501014,Attock Refinery Limited,178.78,0.63,42646500,7624341270.0,42646500,7624341270.0,1055473.0,-0.29994517973216384,31.0,0.026624951811159463,1061973.9365079366,0.46,1,-0.16999999999999998,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,AVN,PK0107501014,Avanceon Limited.,123.36,0.74,72345798,8924577641.28,72345798,8924577641.28,1671500.0,,29.0,,,0.8,1,0.06000000000000005,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,BAHL,PK0051601018,Bank Al-Habib Ltd.,69.15,4.16,722426520,49955793858.0,722426520,49955793858.0,708407.0,0.06319188191881908,12.0,0.007352462986484903,295492.74603174604,4.16,1,0.0,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,CHCC,PK0029801013,Cherat Cement Company Limited,163.35,1.48,116577023,19042856707.05,116577023,19042856707.05,122800.0,0.017123287671232834,21.0,0.019128451092544397,378904.7619047619,0.0,0,-1.48,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,DAWH,PK0017501013,Dawood Hercules Corporation Ltd.,104.18,2.72,336900981,35098344200.58,336900981,35098344200.58,25923.0,-0.06152598864967118,18.0,0.010423780579640414,51155.80952380953,0.0,0,-2.72,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,DGKC,PK0052401012,D. G. Khan Cement Co. Ltd.,88.42,1.61,219059559,19369246206.78,219059559,19369246206.78,4605588.0,-0.26628495560534393,20.0,0.019939200704900267,1834980.5555555555,1.41,1,-0.20000000000000018,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,EFERT,PK0099701010,Engro Fertilizers Limited,70.28,3.51,600884719,42230178051.32,600884719,42230178051.32,1867783.0,0.12628205128205128,16.0,0.009342301120601191,1147978.380952381,4.67,1,1.1600000000000001,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,ENGRO,PK0012101017,Engro Corporation Limited.,279.75,7.38,316889777,88649915115.75,316889777,88649915115.75,551114.0,0.0087624405019473,1.0,0.008248953494183654,271831.6984126984,7.18,1,-0.20000000000000018,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,EPCL,PK0092201018,Engro Polymer & Chemicals Ltd.,55.07,1.46,318123167,17519042806.69,318123167,17519042806.69,2590500.0,0.364131781025514,22.0,0.04945115877745191,4396896.825396826,1.79,1,0.33000000000000007,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,FFC,PK0053401011,Fauji Fertilizer Company Limited,102.06,5.94,699731036,71414549534.16,699731036,71414549534.16,1461163.0,-0.023255813953488302,6.0,0.007797567275718767,408965.5714285714,6.74,1,0.7999999999999998,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,GHNI,PK0007101014,Ghandhara Industries Limited,238.32,0.24,12782653,3046361862.96,12782653,3046361862.96,418700.0,-0.0552978951123797,34.0,0.022186875473685638,509082.5396825397,0.0,0,-0.24,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,HBL,PK0085101019,Habib Bank Limited,109.35,6.67,733426254,80200160874.9,733426254,80200160874.9,6587594.0,-0.0587880874505079,3.0,0.011365779631478416,1477434.888888889,7.01,1,0.33999999999999986,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,HUBC,PK0065001015,The Hub Power Company Limited,73.53,5.95,972865790,71534821538.7,972865790,71534821538.7,2093101.0,-0.09378851368005914,5.0,0.014284588589307857,1806397.5396825396,5.9,1,-0.04999999999999982,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,INIL,PK0028501010,International Industries Ltd.,166.77,1.01,72535034,12096667620.18,72535034,12096667620.18,674100.0,,26.0,,,0.7,1,-0.31000000000000005,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,ISL,PK0102001010,International Steels Limited.,76.21,0.97,152250000,11602972500.0,152250000,11602972500.0,695555.0,-0.10948819817714428,27.0,0.020068253322320508,1177991.3174603174,0.75,1,-0.21999999999999997,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,KAPCO,PK0083101011,Kot Addu Power Company.,35.0,1.33,455902538,15956588830.0,455902538,15956588830.0,1800000.0,-0.11927528938097642,24.0,0.015828644838936454,1729063.492063492,1.21,1,-0.1200000000000001,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,LUCK,PK0071501016,Lucky Cement Limited.,722.9,6.81,113181250,81818725625.0,113181250,81818725625.0,492634.0,-0.11581599579251223,2.0,0.013260901322653555,343761.49206349207,6.1,1,-0.71,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,MARI,PK0066301018,Mari Petroleum Company Ltd.,1553.37,3.45,26680500,41444688285.0,26680500,41444688285.0,86000.0,0.014412590609286235,17.0,0.009163109174840358,21177.460317460318,4.0,1,0.5499999999999998,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,MCB,PK0055601014,MCB Bank Limited,150.69,5.2,414771002,62501842291.38,414771002,62501842291.38,2631189.0,-0.12465872785361609,7.0,0.01321097788720164,555593.1587301587,5.12,1,-0.08000000000000007,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,MEBL,PK0077401013,Meezan Bank Limited,139.93,4.73,406732800,56914120704.0,406732800,56914120704.0,8787365.0,0.2363491783000531,10.0,0.020779103973112424,1078283.2857142857,4.51,1,-0.22000000000000064,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,MLCF,PK0066201010,Maple Leaf Cement Factory Ltd.,35.2,1.45,494255804,17397804300.8,494255804,17397804300.8,5006753.0,-0.2142857142857142,23.0,0.019827826643620858,3444939.9365079366,1.51,1,0.06000000000000005,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,NML,PK0005501017,Nishat Mills Ltd.,94.81,1.16,158219932,15000831752.92,158219932,15000831752.92,572300.0,0.024751405101599788,25.0,0.016006544058654162,747284.126984127,0.0,0,-1.16,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,NRL,PK0008201011,National Refinary Ltd.,302.86,0.66,26124282,7912000046.52,26124282,7912000046.52,493613.0,,30.0,,,0.46,1,-0.2,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,OGDC,PK0080201012,Oil & Gas Development Company Limited,83.8,4.5,645139260,54062669988.0,645139260,54062669988.0,3986605.0,-0.17527802381655355,11.0,0.01152484642611982,2682093.4285714286,4.54,1,0.040000000000000036,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,PAEL,PK0034601010,Pak Elektron Limited,31.88,0.61,248840743,7933042886.84,248840743,7933042886.84,1997500.0,-0.03510895883777243,32.0,0.016825863442024733,2339857.1428571427,0.0,0,-0.61,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,PIOC,PK0056201012,Pioneer Cement Limited,88.31,0.83,113574397,10029754999.07,113574397,10029754999.07,1610300.0,-0.2749589490968801,28.0,0.02286106836500836,647946.0317460317,0.7,1,-0.13,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,POL,PK0023901017,Pakistan Oilfields Limited,375.35,4.05,129803612,48721785764.2,129803612,48721785764.2,267529.0,-0.011950827871225811,14.0,0.01388299383162775,166370.07936507938,4.1,1,0.04999999999999982,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,PPL,PK0081801018,Pakistan Petroleum Limited.,74.91,4.15,666483679,49926292393.89,666483679,49926292393.89,3710507.0,-0.14221916867055995,13.0,0.012727341996288662,1471023.5555555555,4.11,1,-0.040000000000000036,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,PRL,PK0004701014,Pakistan Refinery Limited,16.78,0.31,223796866,3755311411.48,223796866,3755311411.48,1502000.0,,33.0,,,0.22,1,-0.09,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,PSO,PK0022501016,Pakistan State Oil Co Ltd.,200.99,3.53,211262985,42461747355.15,211262985,42461747355.15,1158987.0,-0.1285175389151454,15.0,0.012486435548469227,773049.126984127,2.98,1,-0.5499999999999998,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,SEARL,PK0061701014,The Searle Company Ltd.,201.51,1.81,108018237,21766754937.87,108018237,21766754937.87,256133.0,-0.18426911711128202,19.0,0.014213401575764312,243327.6349206349,1.47,1,-0.3400000000000001,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,SYS,PK0109001013,Systems Limited,727.51,4.93,81467035,59268082632.85,81467035,59268082632.85,263000.0,0.5461500860731516,8.0,0.019710072357865906,172846.03174603175,5.32,1,0.39000000000000057,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,TRG,PK0079201015,TRG Pakistan Ltd.,161.67,6.24,463582065,74947312448.55,463582065,74947312448.55,6274213.0,0.07629318953465125,4.0,0.024231838411588092,8306449.73015873,3.58,1,-2.66,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,UBL,PK0081901016,United Bank Limited,118.56,4.83,489671875,58055497500.0,489671875,58055497500.0,2127141.0,-0.0031948881789136685,9.0,0.012266156496473087,1172214.2857142857,5.66,1,0.8300000000000001,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2021-09-30,UNITY,PK0068801015,Unity Foods Limited.,31.22,1.16,447322500,13965408450.0,447322500,13965408450.0,15040693.0,0.04976462676529936,25.0,0.0248452882480868,10516587.206349207,1.06,1,-0.09999999999999987,2022-03-31,13.6729,457.9,-5.312088546252255,10.3444,6.78,0.12563298765619457,10.9525,46.94,0.8310348971739643,34.9698,511.61999999999995,-4.355420661422096,14.44,14.2038,483.77,474.66,-0.5668485277090554,0.016708320719828862,10.9811,10.8762,12.6,8.11,-0.05670743420631119,0.059144129754200137,11.6068,11.4658,49.17,48.5,-0.1704649554324078,0.3610692705898657,37.0279,36.5458,545.54,531.27,-0.7940209173477744,0.4369217210638947,14.630338177513167,-0.00851299922094933
2022-03-31,ATRL,PK0024501014,Attock Refinery Limited,128.68,0.46,42646500,5487751620.0,42646500,5487751620.0,1410648.0,-0.2802326882201588,29.0,0.027265365979799776,1007296.5555555555,0.61,1,0.14999999999999997,2022-09-30,13.5963,461.5,-5.954794347058339,10.1371,7.56,0.04264022129362566,10.8539,41.87,0.16369127701555186,34.5873,510.93,-5.748462848749162,13.4763,13.7543,457.98,467.52,-4.838953612190153,-3.007010478253335,10.1176,10.4375,10.0,11.55,0.0002965042153029174,0.0004426177679430765,10.8342,11.1918,51.78,53.72,0.0,0.004319601168617737,34.4281,35.3836,519.76,532.79,-4.83865710797485,-3.002248259316774,14.772185166231537,-0.01125097929021424
2022-03-31,AVN,PK0107501014,Avanceon Limited.,88.51,0.8,106385957,9416221054.07,106385957,9416221054.07,972475.0,-0.2825064850843061,25.0,0.03021196653728772,2338993.492063492,0.71,1,-0.09000000000000008,2022-09-30,13.5963,461.5,-5.954794347058339,10.1371,7.56,0.04264022129362566,10.8539,41.87,0.16369127701555186,34.5873,510.93,-5.748462848749162,13.4763,13.7543,457.98,467.52,-4.838953612190153,-3.007010478253335,10.1176,10.4375,10.0,11.55,0.0002965042153029174,0.0004426177679430765,10.8342,11.1918,51.78,53.72,0.0,0.004319601168617737,34.4281,35.3836,519.76,532.79,-4.83865710797485,-3.002248259316774,14.772185166231537,-0.01125097929021424
