Date,SYMBOL,COMPANY,PRICE,IDX WT %,VOLUME
2020-01-16,POL,Pakistan Oilfields Limited,456.7,4.34,254100.0
2020-01-16,PPL,Pakistan Petroleum Limited.,148.92,7.25,1669800.0
2020-01-16,PSO,Pakistan State Oil Co Ltd.,212.49,3.28,1567500.0
2020-01-16,SEARL,The Searle Company Ltd.,189.96,1.33,214300.0
2020-01-16,SNGP,Sui Northern Gas Pipelines Limited,81.65,1.7,1737000.0
2020-01-16,TRG,TRG Pakistan Ltd.,28.32,1.12,9085500.0
2020-01-16,UBL,United Bank Limited,180.05,6.45,694800.0
2020-01-17,BAFL,Bank Alfalah Limited,52.27,2.72,593000.0
2020-01-17,BAHL,Bank Al-Habib Ltd.,81.82,4.32,241000.0
2020-01-17,BOP,Bank Of Punjab.,13.9,1.13,27817000.0
2020-01-17,DGKC,D. G. Khan Cement Co. Ltd.,78.35,1.26,2551500.0
2020-01-17,EFERT,Engro Fertilizers Limited,75.3,3.31,1323000.0
2020-01-17,ENGRO,Engro Corporation Limited.,361.89,8.39,344000.0
2020-01-17,EPCL,Engro Polymer & Chemicals Ltd.,33.97,0.79,3339000.0
2020-01-17,FCCL,Fauji Cement Company Limited,16.97,0.94,2314000.0
2020-01-17,FFC,Fauji Fertilizer Company Limited,103.0,5.27,777600.0
2020-01-17,HBL,Habib Bank Limited,170.83,9.16,670100.0
2020-01-17,HUBC,The Hub Power Company Limited,101.08,7.19,833000.0
2020-01-17,KAPCO,Kot Addu Power Company.,29.71,0.99,699500.0
2020-01-17,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.66,0.41,3969000.0
2020-01-17,LUCK,Lucky Cement Limited.,489.16,4.63,226200.0
2020-01-17,MARI,Mari Petroleum Company Ltd.,1365.18,2.66,28660.0
2020-01-17,MCB,MCB Bank Limited,222.28,6.74,261300.0
2020-01-17,MEBL,Meezan Bank Limited,106.21,2.5,303000.0
2020-01-17,MLCF,Maple Leaf Cement Factory Ltd.,23.05,0.45,3832500.0
2020-01-17,MTL,Millat Tractors Limited,730.91,1.2,7850.0
2020-01-17,NBP,National Bank Of Pakistan.,44.21,1.64,758000.0
2020-01-17,NML,Nishat Mills Ltd.,112.01,1.3,389700.0
2020-01-17,OGDC,Oil & Gas Development Company Limited,150.25,7.09,805200.0
2020-01-17,PAEL,Pak Elektron Limited,27.85,0.51,3841000.0
2020-01-17,POL,Pakistan Oilfields Limited,457.91,4.34,122700.0
2020-01-17,PPL,Pakistan Petroleum Limited.,148.8,7.25,935400.0
2020-01-17,PSO,Pakistan State Oil Co Ltd.,216.07,3.34,3035100.0
2020-01-17,SEARL,The Searle Company Ltd.,190.99,1.33,227200.0
2020-01-17,SNGP,Sui Northern Gas Pipelines Limited,81.87,1.71,1268500.0
2020-01-17,TRG,TRG Pakistan Ltd.,28.67,0.97,23953500.0
2020-01-17,UBL,United Bank Limited,180.83,6.47,383400.0
2020-01-20,BAFL,Bank Alfalah Limited,52.8,2.77,307000.0
2020-01-20,BAHL,Bank Al-Habib Ltd.,80.85,4.31,161000.0
2020-01-20,BOP,Bank Of Punjab.,13.7,1.13,11712000.0
2020-01-20,DGKC,D. G. Khan Cement Co. Ltd.,76.14,1.23,2148500.0
2020-01-20,EFERT,Engro Fertilizers Limited,71.17,3.16,15269000.0
2020-01-20,ENGRO,Engro Corporation Limited.,349.77,8.19,666100.0
2020-01-20,EPCL,Engro Polymer & Chemicals Ltd.,32.64,0.77,7443500.0
2020-01-20,FCCL,Fauji Cement Company Limited,16.64,0.93,1116000.0
2020-01-20,FFC,Fauji Fertilizer Company Limited,106.64,5.51,4418500.0
2020-01-20,HBL,Habib Bank Limited,168.55,9.13,1059600.0
2020-01-20,HUBC,The Hub Power Company Limited,100.85,7.25,1830000.0
2020-01-20,KAPCO,Kot Addu Power Company.,29.43,0.99,878000.0
2020-01-20,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.65,0.41,1841500.0
2020-01-20,LUCK,Lucky Cement Limited.,483.34,4.62,114100.0
2020-01-20,MARI,Mari Petroleum Company Ltd.,1440.26,2.84,105940.0
2020-01-20,MCB,MCB Bank Limited,221.09,6.77,235500.0
2020-01-20,MEBL,Meezan Bank Limited,104.9,2.49,64000.0
2020-01-20,MLCF,Maple Leaf Cement Factory Ltd.,22.13,0.44,6854000.0
2020-01-20,MTL,Millat Tractors Limited,728.67,1.21,16000.0
2020-01-20,NBP,National Bank Of Pakistan.,43.67,1.63,721000.0
2020-01-20,NML,Nishat Mills Ltd.,111.42,1.3,315800.0
2020-01-20,OGDC,Oil & Gas Development Company Limited,149.13,7.11,1474200.0
2020-01-20,PAEL,Pak Elektron Limited,27.36,0.5,2310000.0
2020-01-20,POL,Pakistan Oilfields Limited,455.01,4.36,130100.0
2020-01-20,PPL,Pakistan Petroleum Limited.,147.1,7.24,1040800.0
2020-01-20,PSO,Pakistan State Oil Co Ltd.,214.34,3.34,2350500.0
2020-01-20,SEARL,The Searle Company Ltd.,187.58,1.32,158400.0
2020-01-20,SNGP,Sui Northern Gas Pipelines Limited,80.58,1.7,1791000.0
2020-01-20,TRG,TRG Pakistan Ltd.,27.42,0.94,11899500.0
2020-01-20,UBL,United Bank Limited,177.27,6.41,955700.0
2020-01-21,BAFL,Bank Alfalah Limited,52.97,2.79,569500.0
2020-01-21,BAHL,Bank Al-Habib Ltd.,81.11,4.34,405000.0
2020-01-21,BOP,Bank Of Punjab.,13.68,1.13,7396500.0
2020-01-21,DGKC,D. G. Khan Cement Co. Ltd.,75.82,1.23,1177000.0
2020-01-21,EFERT,Engro Fertilizers Limited,68.49,3.05,6675000.0
2020-01-21,ENGRO,Engro Corporation Limited.,337.17,7.92,1340300.0
2020-01-21,EPCL,Engro Polymer & Chemicals Ltd.,32.32,0.76,9402500.0
2020-01-21,FCCL,Fauji Cement Company Limited,16.47,0.93,1748500.0
2020-01-21,FFC,Fauji Fertilizer Company Limited,105.46,5.47,592400.0
2020-01-21,HBL,Habib Bank Limited,168.01,9.14,458400.0
2020-01-21,HUBC,The Hub Power Company Limited,102.11,7.37,3589500.0
2020-01-21,KAPCO,Kot Addu Power Company.,29.48,1.0,904000.0
2020-01-21,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.74,0.41,4094000.0
2020-01-21,LUCK,Lucky Cement Limited.,481.17,4.61,149900.0
2020-01-21,MARI,Mari Petroleum Company Ltd.,1438.66,2.85,63420.0
2020-01-21,MCB,MCB Bank Limited,220.51,6.78,289200.0
2020-01-21,MEBL,Meezan Bank Limited,106.16,2.53,123500.0
2020-01-21,MLCF,Maple Leaf Cement Factory Ltd.,21.81,0.43,3747000.0
2020-01-21,MTL,Millat Tractors Limited,726.12,1.21,13500.0
2020-01-21,NBP,National Bank Of Pakistan.,43.95,1.65,1126500.0
2020-01-21,NML,Nishat Mills Ltd.,111.24,1.3,1055800.0
2020-01-21,OGDC,Oil & Gas Development Company Limited,148.91,7.12,1282200.0
2020-01-21,PAEL,Pak Elektron Limited,27.03,0.5,3085000.0
2020-01-21,POL,Pakistan Oilfields Limited,457.79,4.4,272500.0
2020-01-21,PPL,Pakistan Petroleum Limited.,146.57,7.24,746200.0
2020-01-21,PSO,Pakistan State Oil Co Ltd.,216.1,3.38,3973700.0
2020-01-21,SEARL,The Searle Company Ltd.,187.63,1.33,310500.0
2020-01-21,SNGP,Sui Northern Gas Pipelines Limited,80.11,1.7,1285000.0
2020-01-21,TRG,TRG Pakistan Ltd.,27.67,0.95,17460500.0
2020-01-21,UBL,United Bank Limited,178.08,6.47,668000.0
2020-01-22,BAFL,Bank Alfalah Limited,52.33,2.76,748500.0
2020-01-22,BAHL,Bank Al-Habib Ltd.,80.82,4.33,356500.0
2020-01-22,BOP,Bank Of Punjab.,13.69,1.13,5640000.0
2020-01-22,DGKC,D. G. Khan Cement Co. Ltd.,76.6,1.24,2966500.0
2020-01-22,EFERT,Engro Fertilizers Limited,68.63,3.05,5249500.0
2020-01-22,ENGRO,Engro Corporation Limited.,339.69,7.97,913100.0
2020-01-22,EPCL,Engro Polymer & Chemicals Ltd.,33.06,0.78,4152500.0
2020-01-22,FCCL,Fauji Cement Company Limited,16.51,0.93,1565000.0
2020-01-22,FFC,Fauji Fertilizer Company Limited,106.78,5.53,1208200.0
2020-01-22,HBL,Habib Bank Limited,168.45,9.15,530100.0
2020-01-22,HUBC,The Hub Power Company Limited,101.73,7.33,648500.0
2020-01-22,KAPCO,Kot Addu Power Company.,29.53,1.0,1394500.0
2020-01-22,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.42,0.4,2201500.0
2020-01-22,LUCK,Lucky Cement Limited.,495.97,4.75,993700.0
2020-01-22,MARI,Mari Petroleum Company Ltd.,1454.5,2.87,51840.0
2020-01-22,MCB,MCB Bank Limited,222.4,6.83,186400.0
2020-01-22,MEBL,Meezan Bank Limited,105.94,2.52,496000.0
2020-01-22,MLCF,Maple Leaf Cement Factory Ltd.,22.25,0.44,9012000.0
2020-01-22,MTL,Millat Tractors Limited,728.08,1.21,13550.0
2020-01-22,NBP,National Bank Of Pakistan.,44.7,1.68,2031000.0
2020-01-22,NML,Nishat Mills Ltd.,112.48,1.32,1056300.0
2020-01-22,OGDC,Oil & Gas Development Company Limited,143.89,6.88,19238400.0
2020-01-22,PAEL,Pak Elektron Limited,26.91,0.5,1578000.0
2020-01-22,POL,Pakistan Oilfields Limited,453.68,4.36,264300.0
2020-01-22,PPL,Pakistan Petroleum Limited.,146.78,7.24,4108500.0
2020-01-22,PSO,Pakistan State Oil Co Ltd.,213.56,3.34,1992100.0
2020-01-22,SEARL,The Searle Company Ltd.,189.97,1.35,526900.0
2020-01-22,SNGP,Sui Northern Gas Pipelines Limited,79.06,1.67,1487500.0
2020-01-22,TRG,TRG Pakistan Ltd.,27.1,0.93,8069000.0
2020-01-22,UBL,United Bank Limited,178.99,6.49,210700.0
2020-01-23,BAFL,Bank Alfalah Limited,52.77,2.78,308500.0
2020-01-23,BAHL,Bank Al-Habib Ltd.,80.75,4.32,98000.0
2020-01-23,BOP,Bank Of Punjab.,13.6,1.12,12494000.0
2020-01-23,DGKC,D. G. Khan Cement Co. Ltd.,76.69,1.25,12823000.0
2020-01-23,EFERT,Engro Fertilizers Limited,69.34,3.09,2753000.0
2020-01-23,ENGRO,Engro Corporation Limited.,338.94,7.96,749500.0
2020-01-23,EPCL,Engro Polymer & Chemicals Ltd.,32.7,0.77,828500.0
2020-01-23,FCCL,Fauji Cement Company Limited,16.6,0.93,13624500.0
2020-01-23,FFC,Fauji Fertilizer Company Limited,106.16,5.51,658300.0
2020-01-23,HBL,Habib Bank Limited,169.93,9.24,436100.0
2020-01-23,HUBC,The Hub Power Company Limited,101.11,7.29,682000.0
2020-01-23,KAPCO,Kot Addu Power Company.,29.27,0.99,1997500.0
2020-01-23,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.38,0.4,1451000.0
2020-01-23,LUCK,Lucky Cement Limited.,490.95,4.71,3036800.0
2020-01-23,MARI,Mari Petroleum Company Ltd.,1449.67,2.87,29880.0
2020-01-23,MCB,MCB Bank Limited,222.92,6.85,295300.0
2020-01-23,MEBL,Meezan Bank Limited,106.19,2.53,448000.0
2020-01-23,MLCF,Maple Leaf Cement Factory Ltd.,22.92,0.45,27576500.0
2020-01-23,MTL,Millat Tractors Limited,730.48,1.21,44400.0
2020-01-23,NBP,National Bank Of Pakistan.,44.78,1.68,2686000.0
2020-01-23,NML,Nishat Mills Ltd.,114.15,1.34,986100.0
2020-01-23,OGDC,Oil & Gas Development Company Limited,143.05,6.84,3540500.0
2020-01-23,PAEL,Pak Elektron Limited,26.75,0.49,2255000.0
2020-01-23,POL,Pakistan Oilfields Limited,453.95,4.37,87300.0
2020-01-23,PPL,Pakistan Petroleum Limited.,147.0,7.26,1300200.0
2020-01-23,PSO,Pakistan State Oil Co Ltd.,212.22,3.32,1345100.0
2020-01-23,SEARL,The Searle Company Ltd.,189.8,1.34,829800.0
2020-01-23,SNGP,Sui Northern Gas Pipelines Limited,79.48,1.68,1609500.0
2020-01-23,TRG,TRG Pakistan Ltd.,26.93,0.93,7557000.0
2020-01-23,UBL,United Bank Limited,178.22,6.47,732700.0
2020-01-24,BAFL,Bank Alfalah Limited,52.22,2.74,551000.0
2020-01-24,BAHL,Bank Al-Habib Ltd.,81.8,4.36,841500.0
2020-01-24,BOP,Bank Of Punjab.,13.62,1.12,5542500.0
2020-01-24,DGKC,D. G. Khan Cement Co. Ltd.,77.57,1.25,4633500.0
2020-01-24,EFERT,Engro Fertilizers Limited,69.28,3.07,3214000.0
2020-01-24,ENGRO,Engro Corporation Limited.,339.93,7.95,494000.0
2020-01-24,EPCL,Engro Polymer & Chemicals Ltd.,32.75,0.77,495500.0
2020-01-24,FCCL,Fauji Cement Company Limited,16.86,0.94,4319500.0
2020-01-24,FFC,Fauji Fertilizer Company Limited,106.63,5.51,295800.0
2020-01-24,HBL,Habib Bank Limited,169.02,9.15,691900.0
2020-01-24,HUBC,The Hub Power Company Limited,101.8,7.31,1700000.0
2020-01-24,KAPCO,Kot Addu Power Company.,29.07,0.98,634500.0
2020-01-24,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.27,0.4,651500.0
2020-01-24,LUCK,Lucky Cement Limited.,496.42,4.74,629000.0
2020-01-24,MARI,Mari Petroleum Company Ltd.,1447.15,2.85,12460.0
2020-01-24,MCB,MCB Bank Limited,224.53,6.88,123600.0
2020-01-24,MEBL,Meezan Bank Limited,106.1,2.52,1710500.0
2020-01-24,MLCF,Maple Leaf Cement Factory Ltd.,23.54,0.46,17657500.0
2020-01-24,MTL,Millat Tractors Limited,737.28,1.22,31850.0
2020-01-24,NBP,National Bank Of Pakistan.,44.77,1.68,386500.0
2020-01-24,NML,Nishat Mills Ltd.,117.81,1.38,1187900.0
2020-01-24,OGDC,Oil & Gas Development Company Limited,143.71,6.84,2106500.0
2020-01-24,PAEL,Pak Elektron Limited,26.81,0.49,1594000.0
2020-01-24,POL,Pakistan Oilfields Limited,446.62,4.28,257000.0
2020-01-24,PPL,Pakistan Petroleum Limited.,149.87,7.37,2522700.0
2020-01-24,PSO,Pakistan State Oil Co Ltd.,213.41,3.33,1988500.0
2020-01-24,SEARL,The Searle Company Ltd.,190.08,1.34,261700.0
2020-01-24,SNGP,Sui Northern Gas Pipelines Limited,79.06,1.67,973000.0
2020-01-24,TRG,TRG Pakistan Ltd.,26.98,0.92,4619500.0
2020-01-24,UBL,United Bank Limited,178.89,6.47,559400.0
2020-01-27,BAFL,Bank Alfalah Limited,52.23,2.75,370000.0
2020-01-27,BAHL,Bank Al-Habib Ltd.,81.47,4.36,213000.0
2020-01-27,BOP,Bank Of Punjab.,13.65,1.13,2673500.0
2020-01-27,DGKC,D. G. Khan Cement Co. Ltd.,78.15,1.27,9081000.0
2020-01-27,EFERT,Engro Fertilizers Limited,68.94,3.07,1108000.0
2020-01-27,ENGRO,Engro Corporation Limited.,344.04,8.08,406300.0
2020-01-27,EPCL,Engro Polymer & Chemicals Ltd.,32.49,0.77,473500.0
2020-01-27,FCCL,Fauji Cement Company Limited,17.25,0.97,12145500.0
2020-01-27,FFC,Fauji Fertilizer Company Limited,107.58,5.58,446300.0
2020-01-27,HBL,Habib Bank Limited,169.95,9.23,357700.0
2020-01-27,HUBC,The Hub Power Company Limited,100.37,7.23,661500.0
2020-01-27,KAPCO,Kot Addu Power Company.,29.12,0.98,412000.0
2020-01-27,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.17,0.4,576000.0
2020-01-27,LUCK,Lucky Cement Limited.,491.79,4.71,551200.0
2020-01-27,MARI,Mari Petroleum Company Ltd.,1437.28,2.84,7700.0
2020-01-27,MCB,MCB Bank Limited,223.34,6.86,233200.0
2020-01-27,MEBL,Meezan Bank Limited,103.92,2.48,480500.0
2020-01-27,MLCF,Maple Leaf Cement Factory Ltd.,24.83,0.49,25961000.0
2020-01-27,MTL,Millat Tractors Limited,735.52,1.22,10950.0
2020-01-27,NBP,National Bank Of Pakistan.,44.6,1.67,946000.0
2020-01-27,NML,Nishat Mills Ltd.,115.49,1.35,406100.0
2020-01-27,OGDC,Oil & Gas Development Company Limited,140.85,6.73,1607600.0
2020-01-27,PAEL,Pak Elektron Limited,27.12,0.5,2028500.0
2020-01-27,POL,Pakistan Oilfields Limited,438.09,4.21,165300.0
2020-01-27,PPL,Pakistan Petroleum Limited.,148.36,7.32,682300.0
2020-01-27,PSO,Pakistan State Oil Co Ltd.,212.92,3.33,601100.0
2020-01-27,SEARL,The Searle Company Ltd.,190.33,1.35,416500.0
2020-01-27,SNGP,Sui Northern Gas Pipelines Limited,79.5,1.68,553000.0
2020-01-27,TRG,TRG Pakistan Ltd.,27.18,0.93,4713500.0
2020-01-27,UBL,United Bank Limited,178.99,6.49,163400.0
2020-01-28,BAFL,Bank Alfalah Limited,51.77,2.75,216000.0
2020-01-28,BAHL,Bank Al-Habib Ltd.,80.98,4.37,84500.0
2020-01-28,BOP,Bank Of Punjab.,13.46,1.12,4991000.0
2020-01-28,DGKC,D. G. Khan Cement Co. Ltd.,78.46,1.28,7014500.0
2020-01-28,EFERT,Engro Fertilizers Limited,68.46,3.07,2601000.0
2020-01-28,ENGRO,Engro Corporation Limited.,341.46,8.08,171300.0
2020-01-28,EPCL,Engro Polymer & Chemicals Ltd.,33.77,0.8,2333500.0
2020-01-28,FCCL,Fauji Cement Company Limited,16.98,0.96,6095000.0
2020-01-28,FFC,Fauji Fertilizer Company Limited,106.48,5.56,236900.0
2020-01-28,HBL,Habib Bank Limited,167.87,9.19,487500.0
2020-01-28,HUBC,The Hub Power Company Limited,100.05,7.26,538000.0
2020-01-28,KAPCO,Kot Addu Power Company.,29.07,0.99,295000.0
2020-01-28,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.24,0.4,899000.0
2020-01-28,LUCK,Lucky Cement Limited.,489.54,4.73,503800.0
2020-01-28,MARI,Mari Petroleum Company Ltd.,1421.65,2.83,11700.0
2020-01-28,MCB,MCB Bank Limited,220.49,6.83,220400.0
2020-01-28,MEBL,Meezan Bank Limited,103.23,2.48,395500.0
2020-01-28,MLCF,Maple Leaf Cement Factory Ltd.,24.99,0.5,29705000.0
2020-01-28,MTL,Millat Tractors Limited,729.98,1.22,7200.0
2020-01-28,NBP,National Bank Of Pakistan.,44.41,1.68,586500.0
2020-01-28,NML,Nishat Mills Ltd.,113.6,1.34,301500.0
2020-01-28,OGDC,Oil & Gas Development Company Limited,140.07,6.74,1200300.0
2020-01-28,PAEL,Pak Elektron Limited,27.09,0.5,2368000.0
2020-01-28,POL,Pakistan Oilfields Limited,434.87,4.21,121100.0
2020-01-28,PPL,Pakistan Petroleum Limited.,146.87,7.3,266000.0
2020-01-28,PSO,Pakistan State Oil Co Ltd.,212.01,3.34,739400.0
2020-01-28,SEARL,The Searle Company Ltd.,189.63,1.35,253900.0
2020-01-28,SNGP,Sui Northern Gas Pipelines Limited,79.12,1.69,521500.0
2020-01-28,TRG,TRG Pakistan Ltd.,27.04,0.94,2454500.0
2020-01-28,UBL,United Bank Limited,177.48,6.49,324100.0
2020-01-29,BAFL,Bank Alfalah Limited,51.9,2.78,218000.0
2020-01-29,BAHL,Bank Al-Habib Ltd.,81.57,4.44,740000.0
2020-01-29,BOP,Bank Of Punjab.,13.22,1.11,7915000.0
2020-01-29,DGKC,D. G. Khan Cement Co. Ltd.,76.32,1.26,4779500.0
2020-01-29,EFERT,Engro Fertilizers Limited,67.89,3.08,2234500.0
2020-01-29,ENGRO,Engro Corporation Limited.,337.87,8.07,643600.0
2020-01-29,EPCL,Engro Polymer & Chemicals Ltd.,32.7,0.78,1124500.0
2020-01-29,FCCL,Fauji Cement Company Limited,16.6,0.95,2479000.0
2020-01-29,FFC,Fauji Fertilizer Company Limited,105.55,5.57,354000.0
2020-01-29,HBL,Habib Bank Limited,164.03,9.07,549000.0
2020-01-29,HUBC,The Hub Power Company Limited,98.9,7.25,1082500.0
2020-01-29,KAPCO,Kot Addu Power Company.,29.0,1.0,525000.0
2020-01-29,LOTCHEM,Lotte Chemical Pakistan Ltd.,13.99,0.4,1273000.0
2020-01-29,LUCK,Lucky Cement Limited.,476.08,4.64,789500.0
2020-01-29,MARI,Mari Petroleum Company Ltd.,1408.83,2.83,13020.0
2020-01-29,MCB,MCB Bank Limited,215.69,6.75,2503000.0
2020-01-29,MEBL,Meezan Bank Limited,102.56,2.49,141500.0
2020-01-29,MLCF,Maple Leaf Cement Factory Ltd.,24.18,0.49,10855500.0
2020-01-29,MTL,Millat Tractors Limited,729.23,1.23,1950.0
2020-01-29,NBP,National Bank Of Pakistan.,44.22,1.69,926000.0
2020-01-29,NML,Nishat Mills Ltd.,113.55,1.35,858800.0
2020-01-29,OGDC,Oil & Gas Development Company Limited,140.92,6.85,2121600.0
2020-01-29,PAEL,Pak Elektron Limited,27.25,0.51,7048000.0
2020-01-29,POL,Pakistan Oilfields Limited,434.17,4.25,56000.0
2020-01-29,PPL,Pakistan Petroleum Limited.,146.16,7.34,669800.0
2020-01-29,PSO,Pakistan State Oil Co Ltd.,210.42,3.35,1679800.0
2020-01-29,SEARL,The Searle Company Ltd.,189.87,1.37,465300.0
2020-01-29,SNGP,Sui Northern Gas Pipelines Limited,78.73,1.69,633000.0
2020-01-29,TRG,TRG Pakistan Ltd.,26.76,0.94,4145000.0
2020-01-29,UBL,United Bank Limited,174.67,6.45,719400.0
2020-01-30,BAFL,Bank Alfalah Limited,51.4,2.75,869500.0
2020-01-30,BAHL,Bank Al-Habib Ltd.,80.52,4.38,404500.0
2020-01-30,BOP,Bank Of Punjab.,13.45,1.13,17965000.0
2020-01-30,DGKC,D. G. Khan Cement Co. Ltd.,76.43,1.26,4328500.0
2020-01-30,EFERT,Engro Fertilizers Limited,67.59,3.06,3219000.0
2020-01-30,ENGRO,Engro Corporation Limited.,341.55,8.15,441900.0
2020-01-30,EPCL,Engro Polymer & Chemicals Ltd.,33.15,0.79,669500.0
2020-01-30,FCCL,Fauji Cement Company Limited,16.64,0.95,3924000.0
2020-01-30,FFC,Fauji Fertilizer Company Limited,105.51,5.56,1511700.0
2020-01-30,HBL,Habib Bank Limited,164.83,9.1,706400.0
2020-01-30,HUBC,The Hub Power Company Limited,97.5,7.14,1417500.0
2020-01-30,KAPCO,Kot Addu Power Company.,28.97,0.99,390000.0
2020-01-30,LOTCHEM,Lotte Chemical Pakistan Ltd.,14.0,0.4,767500.0
2020-01-30,LUCK,Lucky Cement Limited.,487.35,4.74,832900.0
2020-01-30,MARI,Mari Petroleum Company Ltd.,1389.89,2.79,11220.0
2020-01-30,MCB,MCB Bank Limited,213.2,6.66,453300.0
2020-01-30,MEBL,Meezan Bank Limited,102.14,2.47,468000.0
2020-01-30,MLCF,Maple Leaf Cement Factory Ltd.,24.26,0.9,7014000.0
2020-01-30,MTL,Millat Tractors Limited,731.98,1.24,4000.0
2020-01-30,NBP,National Bank Of Pakistan.,44.49,1.7,3195000.0
2020-01-30,NML,Nishat Mills Ltd.,112.71,1.34,894300.0
2020-01-30,OGDC,Oil & Gas Development Company Limited,139.93,6.79,2107900.0
2020-01-30,PAEL,Pak Elektron Limited,27.24,0.51,1910500.0
2020-01-30,POL,Pakistan Oilfields Limited,430.08,4.2,138300.0
2020-01-30,PPL,Pakistan Petroleum Limited.,145.12,7.28,683600.0
2020-01-30,PSO,Pakistan State Oil Co Ltd.,209.77,3.34,1085100.0
2020-01-30,SEARL,The Searle Company Ltd.,192.17,1.38,1375200.0
2020-01-30,SNGP,Sui Northern Gas Pipelines Limited,78.88,1.69,642000.0
2020-01-30,TRG,TRG Pakistan Ltd.,26.87,0.94,5868000.0
2020-01-30,UBL,United Bank Limited,172.81,6.37,684300.0
2020-01-31,BAFL,Bank Alfalah Limited,49.98,2.7,362000.0
2020-01-31,BAHL,Bank Al-Habib Ltd.,80.26,4.41,439000.0
2020-01-31,BOP,Bank Of Punjab.,13.19,1.12,8636000.0
2020-01-31,DGKC,D. G. Khan Cement Co. Ltd.,74.66,1.24,3958000.0
2020-01-31,EFERT,Engro Fertilizers Limited,67.67,3.09,7031000.0
2020-01-31,ENGRO,Engro Corporation Limited.,341.47,8.23,1057800.0
2020-01-31,EPCL,Engro Polymer & Chemicals Ltd.,32.46,0.79,1513000.0
2020-01-31,FCCL,Fauji Cement Company Limited,16.64,0.96,2915500.0
2020-01-31,FFC,Fauji Fertilizer Company Limited,105.14,5.6,2134000.0
2020-01-31,HBL,Habib Bank Limited,163.12,9.1,352000.0
2020-01-31,HUBC,The Hub Power Company Limited,97.36,7.2,2218000.0
2020-01-31,KAPCO,Kot Addu Power Company.,28.79,1.0,670000.0
2020-01-31,LOTCHEM,Lotte Chemical Pakistan Ltd.,13.91,0.4,1946000.0
2020-01-31,LUCK,Lucky Cement Limited.,476.87,4.69,509400.0
2020-01-31,MARI,Mari Petroleum Company Ltd.,1358.59,2.76,24300.0
2020-01-31,MCB,MCB Bank Limited,210.76,6.65,481500.0
2020-01-31,MEBL,Meezan Bank Limited,102.73,2.51,147000.0
2020-01-31,MLCF,Maple Leaf Cement Factory Ltd.,23.71,0.89,5236500.0
2020-01-31,MTL,Millat Tractors Limited,729.96,1.24,24600.0
2020-01-31,NBP,National Bank Of Pakistan.,43.98,1.7,1709500.0
2020-01-31,NML,Nishat Mills Ltd.,111.74,1.34,405200.0
2020-01-31,OGDC,Oil & Gas Development Company Limited,137.98,6.77,1847600.0
2020-01-31,PAEL,Pak Elektron Limited,26.76,0.51,2500500.0
2020-01-31,POL,Pakistan Oilfields Limited,424.34,4.19,186100.0
2020-01-31,PPL,Pakistan Petroleum Limited.,142.5,7.22,931400.0
2020-01-31,PSO,Pakistan State Oil Co Ltd.,207.8,3.34,1584800.0
2020-01-31,SEARL,The Searle Company Ltd.,190.55,1.39,418400.0
2020-01-31,SNGP,Sui Northern Gas Pipelines Limited,77.93,1.69,388000.0
2020-01-31,TRG,TRG Pakistan Ltd.,26.99,0.95,12423500.0
2020-01-31,UBL,United Bank Limited,169.93,6.33,574100.0
2020-02-03,BAFL,Bank Alfalah Limited,47.74,2.67,2372000.0
2020-02-03,BAHL,Bank Al-Habib Ltd.,78.03,4.43,447000.0
2020-02-03,BOP,Bank Of Punjab.,12.84,1.13,23527000.0
2020-02-03,DGKC,D. G. Khan Cement Co. Ltd.,71.15,1.23,4015000.0
2020-02-03,EFERT,Engro Fertilizers Limited,65.67,3.1,3316000.0
2020-02-03,ENGRO,Engro Corporation Limited.,328.38,8.18,1436800.0
2020-02-03,EPCL,Engro Polymer & Chemicals Ltd.,30.99,0.78,2043000.0
2020-02-03,FCCL,Fauji Cement Company Limited,16.29,0.97,2694000.0
2020-02-03,FFC,Fauji Fertilizer Company Limited,104.43,5.75,3496900.0
2020-02-03,HBL,Habib Bank Limited,157.08,9.06,1992700.0
2020-02-03,HUBC,The Hub Power Company Limited,96.13,7.36,3016500.0
2020-02-03,KAPCO,Kot Addu Power Company.,27.25,0.98,2318000.0
2020-02-03,LOTCHEM,Lotte Chemical Pakistan Ltd.,13.68,0.41,1782500.0
2020-02-03,LUCK,Lucky Cement Limited.,460.14,4.68,888400.0
2020-02-03,MARI,Mari Petroleum Company Ltd.,1299.49,2.73,31680.0
2020-02-03,MCB,MCB Bank Limited,202.65,6.61,968800.0
2020-02-03,MEBL,Meezan Bank Limited,99.87,2.53,600000.0
2020-02-03,MLCF,Maple Leaf Cement Factory Ltd.,22.45,0.87,11931000.0
2020-02-03,MTL,Millat Tractors Limited,707.99,1.25,20550.0
2020-02-03,NBP,National Bank Of Pakistan.,43.03,1.72,1156500.0
2020-02-03,NML,Nishat Mills Ltd.,106.72,1.33,934500.0
2020-02-03,OGDC,Oil & Gas Development Company Limited,132.16,6.71,2922700.0
