Series,N,Runs Z,Runs p,Runs verdict,VR(2),VR(2) p,VR(4),VR verdict,LB Q p,ACF lag-1,Hurst H,Hurst interp
KSE-30,1300,-1.9106,0.0561,Efficient,1.0069,0.8752,0.9106,Efficient,0.0,0.0071,0.6559,Persistent
