year,count,mean,median,std,min,max
2021,11,4.361651726109098,4.343070102526593,7.282284497059149,-5.206768208684775,16.642749407148163
2022,12,-0.34978545667262634,0.507902913114001,3.885275985580616,-9.22485671813184,5.7819716217536
2023,12,4.264561205197206,0.0076265528209322475,14.504049697505687,-11.96361914898166,41.21688994295416
2024,12,14.837593551643465,5.957897848754902,34.25111013131674,-44.00676032130978,95.11216365569868
2025,12,48.95707532388244,32.65919154744946,64.94097180782889,-6.471271896720247,234.85811286279372
2026,1,-43.83934521117641,-43.83934521117641,,-43.83934521117641,-43.83934521117641
