,count,mean,std,min,1%,5%,50%,95%,99%,max,skew,kurtosis
gold_price,1421.0,2345.0450387051374,913.5501191772009,1477.9,1556.94,1653.3,1920.5,4652.6,5103.44,5354.8,1.7101216664646643,1.8357287686397052
Open,1421.0,2344.67021111893,913.1193732584007,1471.6,1557.3,1651.0,1922.4,4661.0,5113.2,5449.9,1.7177628358825363,1.8770226618946921
High,1421.0,2365.171907107671,928.4596860659434,1502.8,1564.78,1669.2,1933.7,4717.6,5208.46,5626.8,1.7313429933521616,1.929434834334951
Low,1421.0,2323.6298803659392,897.366017350921,1450.9,1546.76,1636.7,1906.1,4576.7,5035.24,5272.9,1.6962928651025626,1.7859311189010807
gold_volume,1418.0,164676.17771509168,114350.37511207939,120.0,311.7,580.0,175705.0,346255.4999999996,477989.3999999992,813410.0,0.47080678355222483,1.4721978270853122
gold_change_pct,1421.0,0.0008513722730471499,0.012455800442558332,-0.1139,-0.03508,-0.0187,0.0009,0.019799999999999998,0.0311,0.060700000000000004,-0.7194345098571804,7.554869066191805
gold_log_return,1420.0,0.0007596383729955284,0.012505435500072423,-0.12088084827418981,-0.03570521348557081,-0.01883720619920694,0.0008796927910027035,0.01959179801159255,0.030626532914335428,0.05892646976163833,-0.897902858021154,8.774169718944187
