date,oil_price_end,oil_return_monthly,usdpkr_end,usdpkr_return_monthly,interest_rate_end,cpi_yoy_end,idx_return_monthly,idx_vol_monthly,nav_akd_end,nav_return_akd_monthly,aum_akd,flow_akd,flow_pct_akd,flow_spike_akd,nav_nbp_end,nav_return_nbp_monthly,aum_nbp,flow_nbp,flow_pct_nbp,flow_spike_nbp,nav_nti_end,nav_return_nti_monthly,aum_nti,flow_nti,flow_pct_nti,flow_spike_nti,total_fund_flow
2021-02-26,66.13,-0.10209432963097141,159.98,0.041522291821337716,7.25,5.7,-0.008169067577731563,0.12631687993615234,14.5485,-0.009018520662902096,473.18,-3.343354154036888,-0.006952863939684914,False,11.4318,0.010697740212893825,8.83,2.8264554231354104,0.47583424631909266,False,12.3442,-0.010270760004169266,52.96,-0.05979538657665273,-0.001116210315039252,False,-0.1089289454137615
2021-03-31,63.54,0.039640062302270476,160.16,-6.251761596790347e-05,7.25,9.0,-0.022861522601515288,0.24291638806898347,14.1281,-0.023135375828856275,460.04,-2.1928028653017577,-0.004634183324108706,False,11.2139,-0.019017959462178324,7.93,-0.7320714179489656,-0.08290729535095873,False,11.8943,-0.03640723607994367,50.62,-0.41187277720618454,-0.007777053950267835,False,-3.432065593082243
2021-04-30,67.25,-0.01735781920388947,157.84,-0.013082822726072262,7.25,11.1,-0.01867392943156766,0.20707974863546016,14.0265,-0.004315944148275408,455.99,-2.0644930540273663,-0.004487638148916107,False,11.4342,0.021740878749698433,8.1,-0.002405168485108078,-0.00030329993507037555,False,11.9829,0.0060195446302639954,50.61,-0.3147093491839641,-0.006217095005609722,False,-2.3926156047860343
2021-05-31,69.32,-0.021910066884567835,154.59,-0.012889649235473439,7.25,10.8,0.07970387235403781,0.17926856654206225,15.1265,0.07846142877513196,491.63,-0.1376269071724323,-0.0003018200117819082,False,11.9622,0.06078906062943945,8.15,-0.44239139109845915,-0.05461622112326656,False,12.5987,0.0579319494827355,54.1,0.5580640366787577,0.011026754330740124,False,-0.06584554839644213
2021-06-30,75.13,-0.07656554973291108,153.88,-0.013003437851348772,7.25,9.7,-0.03321905638573489,0.10574573951872147,14.3166,-0.059158298722464586,478.97,16.423994400925324,0.033407225761091314,False,10.9119,-0.09850299895903913,7.44,0.09279944151616881,0.011386434541861204,False,12.3531,-0.02956911111983973,52.58,0.07968891158332525,0.001472992820394182,False,16.642749407148163
2021-07-30,76.33,0.10592378809384531,154.4,-0.0009690766803563944,7.25,9.7,-0.009965284659932305,0.10229897330112905,14.2038,-0.016874775049143143,474.66,3.772511005288095,0.007876299152949235,False,10.8762,-0.004658143514747581,8.11,0.7046565877497208,0.09471190695560763,False,11.4658,-0.07317861790786595,48.5,-0.23226827040440412,-0.004417426215374745,False,4.343070102526593
2021-08-31,72.99,-0.027735621431888628,157.74,0.016236374818582797,7.25,8.4,0.010079176945693965,0.08960215082725484,14.44,0.008267232711428818,483.77,5.18587532119318,0.010925452579094889,False,10.9811,0.009700614218985493,12.6,4.411328018684028,0.5439368703679442,False,11.6068,0.012332757688349183,49.17,0.07186125211506322,0.0014816753013415097,False,10.22540859024065
2021-09-30,78.52,-0.08166544517905254,163.47,0.032634847962025336,7.25,9.0,-0.09361766139564548,0.14875100760841012,13.6729,-0.053024898708314505,457.9,-0.21814475187869675,-0.0004509265805624507,False,10.3444,-0.057449270608388225,6.78,-5.096139190334308,-0.4044554912963737,False,10.9525,-0.05556657382576369,46.94,0.5022084350127969,0.010213716392369267,False,-5.206768208684775
2021-10-22,85.53,-0.0725850311697302,165.81,0.006712051516898777,7.25,9.0,0.017118361378186345,0.19525082795037144,14.0364,0.02774299835255345,468.54,-2.0635189456342005,-0.00450648382973182,False,10.6774,0.020530269722631056,9.4,2.480804771280561,0.3659004087434456,False,11.4,0.029689377037926956,54.03,5.69638064183971,0.12135450877374755,False,6.5964149011735325
2021-11-30,70.57,0.2251700812105821,170.79,0.030338666873323594,8.75,11.5,-0.02505677533132994,0.23228489233107605,13.6916,-0.040646874583966874,457.03,7.534686617571765,0.016081202496204733,False,10.4332,-0.02282497728741495,9.35,0.16455478650170008,0.017505828351244687,False,11.2739,-0.011009351369370424,53.04,-0.3951647455129148,-0.007313802434072086,False,7.330349886973927
2021-12-31,77.78,-0.1369739863018969,169.97,-0.005556096800169754,9.75,12.3,-0.009054918778239614,0.24099507465920636,13.5314,-0.018040638606676374,459.63,10.845113062409325,0.023729543054962093,False,10.3169,-0.0017803063287954446,12.07,2.7366458641742373,0.29268939723788634,False,11.0233,-0.014809187594959305,52.4,0.1454793100366416,0.002742822587417828,False,14.046399999500471
2022-01-31,91.21,-0.12123785265916465,176.77,0.024393272298439947,9.75,13.0,0.023781133620884323,0.08862253429035523,13.7543,0.016502845318158377,467.52,0.30479720641483254,0.0006631360146527262,False,10.4375,0.00951726939482156,11.55,-0.6348734415954951,-0.05259929093583223,False,11.1918,0.01246607562873181,53.72,0.6667776370544516,0.012724764065924649,False,0.29749001101853423
2022-02-28,100.99,-0.16324208653003844,176.75,0.005717204603530737,9.75,12.2,-0.028671198192939257,0.1352447692373274,13.4763,-0.026518051923660413,457.98,2.8577196353497243,0.006112507775816488,False,10.1176,-0.03714348252267341,10.0,-1.1209927768631225,-0.09705565167646081,False,10.8342,-0.037994690155477295,51.78,0.10107475515223996,0.001881510706482501,False,1.7487399804446797
2022-03-31,107.91,-0.003796504757977555,175.52,-0.009758861877800094,9.75,12.7,0.003849392624549825,0.21729296990232125,13.5963,0.0013698932808943187,461.5,2.892616275216028,0.006316031868675549,False,10.1371,-0.009710350217359331,7.56,-2.3428964978264064,-0.23428964978264064,False,10.8539,-0.010511249680924872,41.87,-9.365727491521717,-0.18087538608578055,False,-9.224856718131841
2022-04-28,107.59,-0.05931444840485775,177.5,0.003799874702563355,12.25,12.7,0.003510696191690964,0.21953950859984667,13.6851,0.0015442037470725367,464.53,2.3173499707260135,0.00502134338185485,False,10.3587,0.014663532177490612,7.62,-0.05085630326182855,-0.006727024240982613,False,11.1164,0.014334857153285308,42.02,-0.45020046900805255,-0.010752339837784872,False,1.8038351777592194
2022-05-31,122.84,-0.06751252338010075,185.23,0.038785984647057424,13.75,13.8,-0.05100818168670319,0.1817988408338879,13.0362,-0.038848050961800884,443.02,-3.463914886714633,-0.007456816323412122,False,9.8945,-0.04479413042428915,7.88,0.6013312738330834,0.07891486533242564,False,10.5039,-0.05509027284258261,39.87,0.1648932648453183,0.00392416146704708,False,-2.622308137560171
2022-06-30,114.81,0.04089724027831137,185.69,0.033438506523231194,13.75,21.3,-0.040207854869888614,0.22918943057330585,12.5729,-0.028339361340381397,427.6,-2.8650961389841996,-0.006467193668421741,False,9.3779,-0.054647177419354764,5.88,-1.5693802419354848,-0.19915992917963005,False,9.946,-0.046267440187946485,37.51,-0.5153171597065764,-0.012924935031516841,False,-5.168345598505829
2022-07-29,110.01,0.03756487154638566,199.06,0.06144190062676454,15.0,21.3,-0.03842352789147568,0.22029439992821562,12.1417,-0.03635007182710703,413.47,1.4132907132709533,0.0033051700497449795,False,9.3169,-0.014397545752671048,5.97,0.1746575690257055,0.029703668201650598,False,9.7771,-0.025224075532646606,36.76,0.19615507322957626,0.0052294074441369305,False,1.8223416012217677
2022-08-31,96.49,0.09259167877228396,206.87,0.06278049239018954,15.0,27.3,0.04909590476396423,0.18627348947373248,12.79,0.05539373035061512,437.46,1.0863543119311316,0.0026274078214408095,False,9.7309,0.04450264590019648,5.22,-1.0156807960241734,-0.17013078660371414,False,10.3086,0.05436172280123963,39.02,0.26166306982643306,0.007118146622046601,False,0.17195135357316454
2022-09-30,87.96,0.03863188697853216,238.84,0.1546689758077704,15.0,23.2,-0.06204383040989722,0.13145013577511977,12.4163,-0.031648481917938676,423.12,-0.49505510017854704,-0.0011316579805663307,False,9.595,-0.021317829457364268,4.23,-0.878720930232558,-0.16833734295642874,False,9.982,-0.03563941299790352,37.82,0.19064989517818987,0.004885953233679904,False,-1.3477091829362307
2022-10-31,94.83,-0.0656939250620361,219.86,-0.08306085858123355,15.0,26.6,-0.024618451464670264,0.1395685101204951,12.4481,0.0025934487230083736,424.5,0.2826599763207014,0.0006680373802247622,False,9.449,-0.018132696004572124,5.29,1.13670130409934,0.2687237125530354,False,10.1001,0.00954560901985091,38.31,0.12898506686924094,0.003410498859578026,False,1.8211485960821203
2022-11-30,85.43,0.09660703595937689,225.64,0.04291822172816826,16.0,23.8,0.03719143259978044,0.13731734856154063,12.7564,0.01175425516727202,435.01,5.520318681492995,0.013004284290914004,False,10.0172,0.0578271521500382,6.0,0.4040943651262978,0.07638834879514136,False,10.7152,0.0573201898503104,40.28,-0.22593647316539034,-0.0058975847863584,False,5.7819716217536
