date,idx_total_volume,idx_n_stocks,idx_ff_mcap_total,idx_log_return,idx_rolling_vol_30d,oil_price,oil_log_return,usdpkr,usdpkr_log_return,interest_rate,cpi_yoy,nav_akd,nav_return_akd,nav_vol_akd,nav_nbp,nav_return_nbp,nav_vol_nbp,nav_nti,nav_return_nti,nav_vol_nti
2021-01-25,127207086.0,30,1313591957955.99,0.00571575139889867,0.1318425847190916,55.88,-0.0005367206497927745,159.98,0.0021853837800704062,7.25,8.0,14.6405,0.004827040748315944,0.06757059215890007,11.332,-4.412186459710225e-05,0.13230142608338363,12.5738,-1.590596394143868e-05,0.22206622660888728
2021-01-26,181203122.0,30,1319998929435.8,0.0048655880078691755,0.1214691157029041,55.91,0.0017901902382116157,159.98,0.0021853837800704062,7.25,8.0,14.7015,0.004157868439777854,0.06637466477587088,11.3377,0.000502873890710392,0.13216272058086675,12.5742,3.1811674887299316e-05,0.22206248510452412
2021-01-27,185031635.0,30,1327625596601.23,0.005761155469808307,0.12098652734776759,55.81,0.005029649546826456,159.98,0.0021853837800704062,7.25,8.0,14.7548,0.003618924180618372,0.06503908197812315,11.3756,0.0033372548396935434,0.13218870500725521,12.6026,0.0022560462048972795,0.22202693277345578
2021-01-28,162369841.0,30,1320006463551.49,-0.005755447818066412,0.12328057643350047,55.53,-0.006283119135245309,159.98,0.0021853837800704062,7.25,8.0,14.6609,-0.006384367460093774,0.06929719246216667,11.3756,0.0033372548396935434,0.13218870500725521,12.617,0.001141969068891722,0.2220124581878672
2021-01-29,208699721.0,30,1324101542096.2,0.00309751478395123,0.12144308750443232,55.88,-0.008375706097024213,159.98,0.0021853837800704062,7.25,8.0,14.7265,0.0044645058059260756,0.06840464753119878,11.3756,0.0033372548396935434,0.13218870500725521,12.5387,-0.006225249376318187,0.216926030580794
2021-02-01,144948415.0,30,1316513441216.62,-0.005747238286718459,0.12313794819255243,56.35,-0.019506813065358133,159.98,0.0021853837800704062,7.25,5.7,14.6809,-0.003033355609524515,0.06628685236558686,11.3108,-3.536380514907054e-05,0.13361729919092374,12.4723,-0.0036174798750845034,0.2031456847784348
2021-02-02,142467037.0,30,1329565232785.1,0.009865086436393581,0.11766663476907356,57.46,-0.017253706131956384,159.98,0.0021853837800704062,7.25,5.7,14.7825,0.0068967195038236815,0.06709262069180387,11.2601,-0.004492517823564786,0.12643724776192367,12.4723,0.0,0.20314602498108583
2021-02-03,168090149.0,30,1341229882510.3901,0.008735019640163334,0.11342356535644176,58.46,-0.006479136050136884,159.98,0.0021853837800704062,7.25,5.7,14.8909,0.0073062394069536435,0.06798756140788208,11.4225,0.014319590788509603,0.13125106350450827,12.623,0.012010361423846365,0.2058545719629461
2021-02-04,130683036.0,30,1341725548864.6,0.00036949280189515436,0.11362552459059104,58.84,-0.00846171912943893,159.98,0.0021853837800704062,7.25,5.7,14.8805,-0.0006986571288578345,0.0671993723715469,11.4225,0.014319590788509603,0.13125106350450827,12.7029,0.00630976708342995,0.20133679582643318
2021-02-08,110168461.0,30,1336507165553.75,-0.0038968905775163647,0.11398454147365135,60.56,-0.008713577532482272,159.98,0.0021853837800704062,7.25,5.7,14.8212,-0.0038855136913634953,0.06180689415606158,11.5174,-4.3411633456288544e-05,0.10167415563772418,12.7297,-4.7132757275083104e-05,0.1957535811425192
2021-02-09,146832958.0,30,1335597857854.75,-0.0006805928106372841,0.11379565531931975,61.09,-0.006201064257242408,159.98,0.0021853837800704062,7.25,5.7,14.805,-0.0010936266962773167,0.0614180964855597,11.5098,-0.0006600889622667283,0.1017503092211081,12.7297,0.0,0.1957535195038056
2021-02-10,135919838.0,30,1334756515561.37,-0.0006301353330441724,0.10476782120672191,61.47,0.005382934456229529,159.98,0.0021853837800704062,7.25,5.7,14.7917,-0.0008987489074968033,0.059105279301115,11.5237,0.0012069378676574298,0.1016940608113921,12.6603,-0.005466732795257865,0.19640527556782159
2021-02-11,206443624.0,30,1317463937578.48,-0.013040260668871479,0.11269917246352604,61.14,-0.020879612610964337,159.98,0.0021853837800704062,7.25,5.7,14.6089,-0.01243528061459768,0.07022452680288865,11.5237,0.0012069378676574298,0.1016940608113921,12.6412,-0.0015097921963646962,0.19642760301858503
2021-02-12,113507854.0,30,1309409697836.14,-0.0061322058838367615,0.11516525290298253,62.43,-0.01383940007647773,159.98,0.0021853837800704062,7.25,5.7,14.5307,-0.005367279422505036,0.07199229522841338,11.5237,0.0012069378676574298,0.1016940608113921,12.3826,-0.020669059560134522,0.20472313932588865
2021-02-15,163916693.0,30,1326038368951.6099,0.012619403887993055,0.10350176904946412,63.3,-0.0007895776170175851,159.98,0.0021853837800704062,7.25,5.7,14.705,0.01199274157428878,0.07673501060543975,11.2504,-3.555365936400845e-05,0.10144717303030369,12.3814,-4.845861231638659e-05,0.20433261634565425
2021-02-16,156006180.0,30,1344693941114.09,0.013970606878667828,0.10695128211431468,63.35,-0.01550661504373227,159.98,0.0021853837800704062,7.25,5.7,14.8596,0.010458549020957778,0.08214729228373012,11.3841,0.011813961433677363,0.107084933596621,12.5032,0.009789265061122772,0.20659019309917728
2021-02-17,147100988.0,30,1340670220409.74,-0.0029967806775104736,0.10684135307440627,64.34,0.006392787032244824,159.98,0.0021853837800704062,7.25,5.7,14.831,-0.0019265362670907152,0.08246202210478791,11.5433,0.013887537064822658,0.11331582930699433,12.6488,0.01157773746795162,0.20951380230455519
2021-02-18,89909756.0,30,1317073434123.95,-0.017757473564191134,0.1166569334136147,63.93,0.016083601196697342,159.98,0.0021853837800704062,7.25,5.7,14.6373,-0.013146519464776522,0.0903939456737449,11.5341,-0.0007973168976903945,0.1133482681032186,12.6135,-0.0027946800548729707,0.2083635435748803
2021-02-19,172369095.0,30,1318055428865.03,0.0007453106376160411,0.1160633947015223,62.91,-0.03636764417087483,159.98,0.0021853837800704062,7.25,5.7,14.6641,0.0018292646408156741,0.0899646120969494,11.5341,-0.0007973168976903945,0.1133482681032186,12.3807,-0.018628860489974402,0.16515796026720794
2021-02-22,136772124.0,30,1306297454077.02,-0.008960725929425472,0.11795668002271424,65.24,-0.001990659871825197,159.98,0.0021853837800704062,7.25,5.7,14.5598,-0.007069827448016489,0.08885928582022214,11.3892,-3.5120375089154455e-05,0.11902622494673752,12.3531,-4.856962456639569e-05,0.10580288000864431
2021-02-23,124051079.0,30,1301250034928.6,-0.003871396761750965,0.11842130377532366,65.37,-0.02522601854918937,159.98,0.0021853837800704062,7.25,5.7,14.5107,-0.0033779980866838195,0.08938769306258383,11.3416,-0.004188156121025161,0.11844085436397445,12.1995,-0.012512076428654805,0.11127019197099433
2021-02-24,134119213.0,30,1294316150917.47,-0.005342880904910534,0.11790166135597727,67.04,0.0023894873973814854,159.98,0.0021853837800704062,7.25,5.7,14.3958,-0.007949810951482913,0.09088122693957248,11.2756,-0.0058362827708092575,0.119307067062388,12.2085,0.0007374631602663509,0.11134994854853794
2021-02-25,116012197.0,30,1315897465511.71,0.016536429238316108,0.1272845760339768,66.88,0.011277467089875114,159.98,0.0021853837800704062,7.25,5.7,14.582,0.012851394011945107,0.09801701957176648,11.2332,-0.0037674198669131183,0.11896311799767981,12.16,-0.003980553915047879,0.1116391280349184
2021-02-26,169092651.0,30,1313328928132.7,-0.0019538357003635667,0.12631687993615234,66.13,0.037594937303296626,159.98,0.0021853837800704062,7.25,5.7,14.5495,-0.0022312626183702117,0.0974639372552627,11.4555,0.01959628483084924,0.1325161128564377,12.3212,0.013169479421430387,0.11875784437625277
2021-03-01,99217818.0,30,1306078415252.45,-0.005536009064031708,0.1269434035932438,63.69,0.015666116744399237,159.98,0.0021853837800704062,7.25,8.7,14.4627,-0.005914974227631614,0.09611683621853044,11.4313,-4.373860063422941e-05,0.12985547199591102,12.3437,-4.0505672825104834e-05,0.11770466933382279
2021-03-02,103367103.0,30,1318408198391.22,0.009396027235282716,0.1289337484951904,62.7,-0.021614788012055047,160.33,0.0021853837800704062,7.25,8.7,14.5776,0.00791318268551845,0.09923374820414836,11.3843,-0.004119993906174,0.13003839318159716,12.2834,-0.004897054099360005,0.11839144551776659
2021-03-03,101924903.0,30,1322742593692.3699,0.003282205018583011,0.12715649987249533,64.07,-0.04082823767229782,160.29,-0.00024951656295644527,7.25,8.7,14.638,0.004134783201578395,0.09971448553347488,11.4991,0.010033558220948976,0.1310527467742226,12.3448,0.004986164413937794,0.11912814842578355
2021-03-04,110065778.0,30,1295276102477.1099,-0.020983424640014813,0.14011983159631605,66.74,-0.038505859149058505,160.01,-0.0017483613570063602,7.25,8.7,14.3624,-0.019007206604553354,0.11149316203981571,11.5054,0.0005477189382509989,0.13080562671782306,12.3553,0.0008501990382616483,0.11917486503560132
2021-03-05,73674836.0,30,1314161871173.8901,0.014475223133006513,0.14524781406729492,69.36,0.016279429288862907,160.01,-0.0017483613570063602,7.25,8.7,14.5354,0.01197337283753683,0.11525738498766495,11.3059,-0.017491777022501247,0.14083206963282943,12.1603,-0.01590857352679251,0.12153255828739418
2021-03-08,149898754.0,30,1293387653680.37,-0.01593423775183956,0.15241642549947043,68.24,0.01060705289572192,160.39,0.001372598169082044,7.25,8.7,14.2906,-0.016613499118083002,0.1239984268316106,11.4651,-4.36096586741996e-05,0.14533212235595783,12.3239,-4.868470165357855e-05,0.12670061959266982
2021-03-09,140114798.0,30,1272817012034.22,-0.016032300566741462,0.15786115104877627,67.52,-0.00561218427694886,160.37,-0.00012470382856907128,7.25,8.7,14.0313,-0.018311430053542403,0.13328390968329318,11.3367,-0.011262387811478711,0.14924814452714816,12.1698,-0.012582993442220348,0.13094807271972037
2021-03-10,129324403.0,30,1256041579985.32,-0.013267391204772529,0.16067834214153218,67.9,-0.025159474389804776,160.35,-0.0001247193815535953,7.25,8.7,13.8661,-0.011843536031086187,0.13616825147106634,11.1675,-0.01503747641420802,0.15506884220859868,12.0696,-0.008267578466932301,0.13231529772398085
2021-03-11,131282813.0,30,1224194855405.73,-0.025681805569122,0.1734052337532213,69.63,0.005905670747257073,160.18,-0.0010607432436276533,7.25,8.7,13.5838,-0.020569106122644995,0.14603121912354586,11.0265,-0.012706307744021768,0.15273055719202333,11.9668,-0.008553745718395187,0.1336341236682521
2021-03-12,193914699.0,30,1243945735107.81,0.016005005056801466,0.1813636584515182,69.22,0.004923978087722848,160.18,-0.0010607432436276533,7.25,8.7,13.8943,0.02260077783487314,0.16366861721574388,10.7797,-0.022636730720050013,0.1620545202162844,11.7734,-0.016293399259558566,0.13958402319659585
2021-03-15,127826232.0,30,1304788187523.56,0.04775234712057729,0.23147786084989788,68.88,0.0071392450094705925,160.52,0.0011843541979698925,7.25,8.7,14.1914,0.021193449869830648,0.1739646048676401,10.9531,-3.651867474148401e-05,0.17045179064448354,11.9741,-0.00033399855021117025,0.13985342582577756
2021-03-16,121212239.0,30,1308898079054.37,0.0031449030212553518,0.23115731842827528,68.39,0.00571890993389809,160.61,0.0005605206760898546,7.25,8.7,14.2181,0.001879653486414207,0.1736391969625051,11.1677,0.019403161976355044,0.180940186030187,12.1197,0.012086243963191707,0.14498790228792144
2021-03-17,129903683.0,30,1326513763851.42,0.013368648396317599,0.2326999572026328,68.0,0.0719383817167082,160.5,-0.0006851235047353626,7.25,8.7,14.4004,0.012740183153357483,0.1779737990418683,11.2404,0.006488747825917344,0.1685745198464403,12.1063,-0.0011062495968434114,0.14497813909565418
2021-03-18,103832203.0,30,1299962080140.5,-0.020219175688357356,0.23823797870290273,63.28,-0.019560908488349908,160.62,0.0007473841902455946,7.25,8.7,14.177,-0.015635050838442882,0.183431997806243,11.4264,0.01641203654533343,0.17518204882973232,12.2381,0.010828058014049442,0.1456639194183642
2021-03-19,92216785.0,30,1298843388725.52,-0.0008609274510767064,0.23820133111043398,64.53,-0.0013937284486039143,160.62,0.0007473841902455946,7.25,8.7,14.23,0.003731478966266542,0.17994754745606995,11.2271,-0.017595969030349237,0.18288642397073984,12.0989,-0.011439496897474956,0.14405246426529034
2021-03-22,90869251.0,30,1317443131470.91,0.01421866906454568,0.2420961323741055,64.62,0.061098658635721094,160.75,0.000809036357412504,7.25,8.7,14.3827,0.01070882099690462,0.18009531531490108,11.2502,-4.4442666745176315e-05,0.17439661710196935,12.1022,-4.957653378418147e-05,0.13445597114174357
2021-03-24,115860563.0,30,1321025964078.02,0.0027158436802191374,0.24227160785375654,64.41,0.038941292483647784,160.64,-0.0009333292529558086,7.25,8.7,14.4226,0.002770325288636492,0.17666014516186904,11.4717,-4.3584569326037406e-05,0.18032177073989533,12.2838,-4.070318828645766e-05,0.14188213104217717
2021-03-25,117383833.0,30,1324492037168.25,0.002620337545854703,0.2424238918700224,61.95,-0.04142229856322399,160.53,-0.0006849955120413305,7.25,8.7,14.4772,0.0037785773578556474,0.1769728321100814,11.5269,0.004800301409413548,0.180285243087797,12.2473,-0.0029758165704292226,0.13730201949358392
2021-03-26,111259150.0,30,1315507104242.21,-0.006806795863115946,0.2402309660288877,64.57,-0.006329623602578782,160.53,-0.0006849955120413305,7.25,8.7,14.4125,-0.004479112498226036,0.17735544811885287,11.5839,0.004932768712284912,0.17967616187493052,12.2279,-0.0015852784911140208,0.13737778553505636
2021-03-29,103088405.0,30,1283341908186.9,-0.024754680582459918,0.2501852014127387,64.98,0.013011335975945369,160.1,-0.0011236657652748242,7.25,8.7,14.0777,-0.023469207772113424,0.1885866245612281,11.5092,-4.344256242298791e-05,0.1712871885734237,12.125,-5.773029233745446e-05,0.13307247491054625
2021-03-30,103288156.0,30,1282915450416.16,-0.00033235776079581494,0.24700264178322734,64.14,0.009398565423638785,160.22,0.0007492507843018824,7.25,8.7,14.094,0.001157189791097289,0.18857333770927762,11.2226,-0.0252171132349904,0.1864920172013586,11.9089,-0.017983417083607522,0.14226277857038708
2021-03-31,115075106.0,30,1283644833808.41,0.0005683742683690609,0.24291638806898347,63.54,-0.02056147203780183,160.16,-0.00037455522006028715,7.25,9.0,14.1281,0.0024165470744189196,0.18763080361165285,11.2139,-0.0007755220677057325,0.1864845765686028,11.8943,-0.0012267259722144879,0.14222054247174828
2021-04-01,71109656.0,30,1281787770267.31,-0.001447758839984705,0.24287763407218593,64.86,0.042680282922451816,160.19,0.0001872951464816114,7.25,9.0,14.0873,-0.002892039697274025,0.1833025926372569,11.1909,-0.0020531321930501575,0.18624548095296778,11.9112,0.0014198401914787583,0.14198581113692085
2021-04-02,66575194.0,30,1276739415254.46,-0.0039463028519280425,0.23809427497208568,64.86,0.042680282922451816,160.19,0.0001872951464816114,7.25,9.0,14.0493,-0.0027011098074378923,0.1833317215688217,11.133,-0.00518727729745224,0.18392444965192942,11.9865,0.006301882541286429,0.14252010318218233
2021-04-05,67137938.0,30,1254317757315.38,-0.01771769102901647,0.24285896499967555,62.15,-0.009448384805812018,159.56,-0.002691286243414757,7.25,9.0,13.828,-0.015848578840465925,0.18814990081725963,11.0835,-3.608903164493502e-05,0.1720025599725667,11.9573,-5.0177293112818404e-05,0.12870461371475128
2021-04-06,71103653.0,30,1282047706999.09,0.02186676565391949,0.2510929290766079,62.74,-0.006671986624909165,159.35,-0.0013169861738604929,7.25,9.0,14.0792,0.018003008874486,0.1960888149200385,10.9024,-0.016474567430164608,0.17760048696513805,11.8331,-0.010441281219198326,0.1315238544557223
2021-04-07,103293648.0,30,1265632853471.27,-0.012886294248519531,0.2534541315567377,63.16,-0.0006331117653705114,159.31,-0.0002510512785418519,7.25,9.0,13.9393,-0.009986342070346531,0.19596379703007302,11.1201,0.019771333103246257,0.18815738445408217,12.0022,0.014189277008838961,0.1390141295678254
2021-04-08,80815349.0,30,1288113470514.55,0.017606445521941103,0.25865234634312506,63.2,0.003963540662455611,159.07,-0.001507632674534408,7.25,9.0,14.33,0.027643052976562874,0.21293902719002267,10.9887,-0.011886809522922356,0.18846125321120386,11.8263,-0.014764101407364684,0.14074246200041718
2021-04-09,141662879.0,30,1298842680472.66,0.008294900145780963,0.25510802681058425,62.95,-0.005228562969042257,159.07,-0.001507632674534408,7.25,9.0,14.3214,-0.0006003197231740195,0.20575577306505582,11.2062,0.019599724500645024,0.19279239526725014,12.0076,0.015213917739949779,0.14647723951247446
2021-04-12,94766718.0,30,1295890209824.78,-0.002275742472882685,0.2551263879244047,63.28,-0.0061441705695355784,159.27,0.0028293897966250358,7.25,9.0,14.2555,-0.004570228732201247,0.20289650363899792,11.3376,-3.528021309606425e-05,0.17301697752534947,12.0266,-4.988816736851273e-05,0.1262375941952376
2021-04-13,89882473.0,30,1295436708774.25,-0.00035001454421278297,0.254669574199034,63.67,-0.04469073811794492,159.27,0.0028293897966250358,7.25,9.0,14.2763,0.0014580225351904649,0.19721085976850367,11.3788,0.0036273392944642553,0.1731243625854193,11.9905,-0.003006193685907712,0.12656483176729816
2021-04-14,60935772.0,30,1303021164053.09,0.005837675412802632,0.25370262267274063,66.58,-0.005392463636301708,159.54,0.0016937992192935772,7.25,9.0,14.3575,0.005671634059480586,0.19001377809483588,11.3356,-0.0038037590327621128,0.1737146613947083,12.0061,0.0013001843759217616,0.1266121000204875
2021-04-15,42139259.0,30,1300577635877.73,-0.001877039498451596,0.253494037548646,66.94,0.0025428179134030495,159.25,-0.001819380030710699,7.25,9.0,14.3315,-0.0018125418884009468,0.18641941225793796,11.4015,0.005796709741349901,0.16557236843671116,12.0479,0.003475516926576355,0.12189365656672314
2021-04-16,32689418.0,30,1302557183522.44,0.0015208955076282176,0.2460220551645242,66.77,-0.004184731857910104,159.25,-0.001819380030710699,7.25,9.0,14.3543,0.0015896370190963498,0.17473311775502742,11.3802,-0.0018699224558731042,0.16479932099954578,12.0411,-0.0005645730566333976,0.12186869383669464
2021-04-19,60063305.0,30,1278151508773.52,-0.01891449618333658,0.24819424632280188,67.05,0.0071845841150754005,158.93,-0.0020114407435444723,7.25,9.0,14.2314,-0.008563924553635005,0.16566552032911483,11.4041,-4.3842919594793256e-05,0.14873039482815711,12.0601,-4.9749593721909955e-05,0.11280061895154606
2021-04-21,117301582.0,30,1287935210532.66,0.007625423640827951,0.24518929934692843,65.32,-0.0012239903608888395,159.07,-0.00018857843347203386,7.25,9.0,14.3515,-0.0020395172093031944,0.15696124485899504,11.3834,0.012188105217824112,0.15852012063493945,12.043,0.00446899292820172,0.1148716173652691
2021-04-22,83848867.0,30,1279005524220.98,-0.006957482276107688,0.24146064162915215,65.4,-0.010797762882333617,158.89,-0.0011322180099935472,7.25,9.0,14.2353,-0.00812967103598962,0.15423181776798556,11.4318,0.0042427918760434315,0.14833573613468554,12.0237,-0.001603876238728782,0.10560978495315226
2021-04-23,55392173.0,30,1272135822880.2,-0.005385603548044406,0.2387164783381291,66.11,0.006982420596681432,158.89,-0.0011322180099935472,7.25,9.0,14.1665,-0.004844772836351082,0.14800521469093417,11.3909,-0.0035841547042202277,0.1486749342214227,12.005,-0.0015564723663974312,0.10561709082997099
2021-04-26,129623770.0,30,1308388285089.53,0.028098824815219053,0.23849665196866396,65.65,-0.011660615199795263,158.46,-0.0018914323777687169,7.25,9.0,14.4702,0.021246634916511884,0.16008087940691315,11.3621,-4.400498137105646e-05,0.14613947552681217,11.9254,-2.5156072467665353e-05,0.10440289982835928
2021-04-27,103555368.0,30,1293282923918.87,-0.011612175170460773,0.23805388841412164,66.42,-0.012716156088913804,158.1,-0.0022744513216695493,7.25,9.0,14.3473,-0.008529591055471852,0.15918956014652652,11.7141,0.030509989061146027,0.17147711453076647,12.2565,0.02738582932194389,0.13215347148702059
2021-04-30,72435668.0,30,1259896567602.28,-0.026154259466741808,0.20707974863546016,67.25,-0.004599073457650819,157.84,-0.0012663038288299525,7.25,11.1,14.0265,-0.013187533535781905,0.16329259692955375,11.4342,-0.002445800558852717,0.16206565900021583,11.9829,-0.004089133697562558,0.12875962798428264
2021-05-03,81152817.0,30,1254790010142.31,-0.004061392401352691,0.20682894119783138,67.56,-0.01934976817987599,157.16,0.00019090648821869382,7.25,11.1,13.9664,-0.004258305115770454,0.14910054202757303,11.2758,-3.547357219237108e-05,0.1659066247413147,11.9077,-5.0386294938459935e-05,0.12850678355794162
2021-05-04,68561825.0,30,1271012761427.47,0.012845796631131648,0.20650966469776882,68.88,-0.001160766235962276,157.12,-0.0002545500841032007,7.25,11.1,14.1158,0.010640292394066431,0.15238339656099228,11.1727,-0.009185533546784072,0.16829921332144726,11.8705,-0.00312891895512781,0.12879715133208477
2021-05-05,94228766.0,30,1279549069841.51,0.006693694057669485,0.1998491564090005,68.96,0.01269626686056226,157.07,-0.00031827875121491267,7.25,11.1,14.2323,0.008219292006364962,0.1540845571619656,11.3437,0.015189220980222658,0.17375815960759156,12.0202,0.012532237170158588,0.13401891471342975
2021-05-06,52736103.0,30,1285597465211.68,0.004715837085142892,0.2004211057130621,68.09,-0.0027865384313645928,157.04,-0.00019101588673531378,7.25,11.1,14.3029,0.004948284508705966,0.15437279861659514,11.4441,0.008811789611199775,0.16728129157097466,12.1471,0.010501890265890157,0.13334690589983436
2021-05-17,98881203.0,30,1303830640193.05,0.014083014155189425,0.20033583519365802,69.46,0.010856298272943456,157.09,-0.00025459869019198617,7.25,11.1,14.4886,0.012899819399163149,0.14988973476870426,11.4981,-3.478775123626347e-05,0.13823582909042256,12.1876,-4.9229153514643894e-05,0.110312124195142
2021-05-18,111022192.0,30,1310386572579.42,0.0050156093364676,0.20075173463474702,68.71,0.030289676163390903,157.14,0.00031823823582712485,7.25,11.1,14.5454,0.003912659121176359,0.1417991162488557,11.6332,0.011681274828535492,0.1421263985251647,12.296,0.008854964817785886,0.11301945558014019
2021-05-19,111747650.0,30,1299454307773.84,-0.008377774162248627,0.20190328907089075,66.66,0.02352692563082292,157.0,-0.000891322399367345,7.25,11.1,14.4525,-0.006407382453931028,0.13973508615130784,11.7044,0.006101760327252005,0.14297492203965842,12.3428,0.003798890878055528,0.11336406764881345
2021-05-20,72779565.0,30,1292909861327.38,-0.0050490285488592815,0.2015003384227428,65.11,-0.020221137496323347,156.72,-0.0017850317120227885,7.25,11.1,14.4183,-0.0023691768843985277,0.11533549774295289,11.6105,-0.008054978379182029,0.13856922246827677,12.2552,-0.007122560398000963,0.11404880312359703
2021-05-21,43389201.0,30,1302948633254.54,0.007734490915669668,0.18925543846493592,66.44,-0.02995034835694506,156.72,-0.0017850317120227885,7.25,11.1,14.5227,0.007214709433142483,0.11707244642118024,11.5391,-0.006168592667388934,0.1359533318712961,12.1845,-0.005785684539368126,0.1149970091445316
2021-05-24,94380394.0,30,1307219052561.68,0.0032721446523162963,0.1894050592403765,68.46,-0.002771499111940988,155.45,-0.0018638136440773635,7.25,11.1,14.577,0.003766431020971722,0.11644778049121889,11.6361,-4.29688003605967e-05,0.13665502321785608,12.275,-4.073236798173182e-05,0.11441301061707593
2021-05-25,140085899.0,30,1315410454791.0,0.006246729736824528,0.1901038668071429,68.65,-0.0031995373426268177,155.97,0.003339544558971443,7.25,11.1,14.6397,0.00429207242805136,0.1168877696113543,11.6423,0.0005326826711976123,0.1366350746018318,12.2872,0.0009933964386971046,0.11437349719455242
