as_of_date,trading_date,symbol,company,closing_price,current_weight_pct,free_float_shares,ord_shares,free_float_pct,free_float_market_cap,avg_volume_6m,trading_days_ratio,listing_days_in_sample,is_defaulter_unknown,is_suspended_unknown,is_cdc_eligible_unknown,impact_cost_avg_6m_unknown,elig_listing_age,elig_free_float_min,elig_trading_ratio,elig_defaulter,elig_suspension,elig_cdc,elig_impact_cost,eligible,score_ff_mcap,score_liquidity_proxy,final_score,rank,is_constituent,n_constituents
2022-12-31,2022-12-30,LUCK,Lucky Cement Limited.,446.58,5.12,113181250.0,113181250.0,1.0,50544482625.0,518060.8455284553,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6000390657041458,0.06287383214077216,0.33145644892245896,11.0,True,27
2022-12-31,2022-12-30,UBL,United Bank Limited,100.75,5.0,489671875.0,489671875.0,1.0,49334441406.25,624480.9349593496,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5851402823265724,0.07650985762380454,0.3308250699751885,12.0,True,27
2022-12-31,2022-12-30,MEBL,Meezan Bank Limited,99.54,4.51,447406080.0,447406080.0,1.0,44534801203.2,943389.569105691,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5260441138924059,0.11737287780386584,0.3217084958481359,13.0,True,27
2022-12-31,2022-12-30,POL,Pakistan Oilfields Limited,392.85,5.17,129837231.0,129837231.0,1.0,51006556198.35,181861.13008130083,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6057284041887923,0.01979523756580135,0.3127618208772968,14.0,True,27
2022-12-31,2022-12-30,MCB,MCB Bank Limited,116.16,4.88,414771002.0,414771002.0,1.0,48179799592.32,326445.837398374,1.0,182,,,,,True,True,True,True,True,True,True,True,0.570923611028216,0.038321445953482275,0.30462252849084914,15.0,True,27
2022-12-31,2022-12-30,GGL,Ghani Global Holdings Limited.,11.25,0.2,160963450.0,177059795.0,0.9090909090909091,1810838812.5,4170790.8943089433,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.5309125294785805,0.26545626473929024,16.0,True,27
2022-12-31,2022-12-30,BAHL,Bank Al-Habib Ltd.,55.28,4.04,722426520.0,722426520.0,1.0,39935738025.6,303113.8617886179,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4694175750926617,0.035331827962316015,0.25237470152748886,17.0,True,27
2022-12-31,2022-12-30,MLCF,Maple Leaf Cement Factory Ltd.,22.57,1.1,483005804.0,483005804.0,1.0,10901440996.28,2957213.8536585364,1.0,182,,,,,True,True,True,True,True,True,True,True,0.11192917283243049,0.37541212029429827,0.24367064656336437,18.0,True,27
2022-12-31,2022-12-30,MARI,Mari Petroleum Company Ltd.,1546.96,4.18,26680500.0,26680500.0,1.0,41273666280.0,27372.49593495935,1.0,182,,,,,True,True,True,True,True,True,True,True,0.48589098354203025,0.0,0.24294549177101513,19.0,True,27
2022-12-31,2022-12-30,PSO,Pakistan State Oil Co Ltd.,143.99,3.08,211262985.0,211262985.0,1.0,30419757210.15,857801.9512195121,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3522508748202596,0.10640619900506786,0.22932853691266372,20.0,True,27
2022-12-31,2022-12-30,EPCL,Engro Polymer & Chemicals Ltd.,42.32,1.36,318123167.0,318123167.0,1.0,13462972427.44,1853243.8780487804,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14346834795831775,0.23395609633847667,0.18871222214839722,21.0,True,27
2022-12-31,2022-12-30,KAPCO,Kot Addu Power Company.,26.65,1.23,456121621.0,456121621.0,1.0,12155641199.65,1904683.5772357723,1.0,182,,,,,True,True,True,True,True,True,True,True,0.12737166921401755,0.2405472677301229,0.18395946847207023,22.0,True,27
2022-12-31,2022-12-30,DGKC,D. G. Khan Cement Co. Ltd.,51.64,1.15,219059559.0,219059559.0,1.0,11312235626.76,1769416.219512195,1.0,182,,,,,True,True,True,True,True,True,True,True,0.11698713293937152,0.223214928067517,0.17010103050344427,23.0,True,27
2022-12-31,2022-12-30,AVN,Avanceon Limited.,66.03,0.65,97410189.0,97410189.0,1.0,6431994779.67,2237942.8455284555,1.0,182,,,,,True,True,True,True,True,True,True,True,0.05689855902592273,0.2832490912222624,0.17007382512409255,24.0,True,27
2022-12-31,2022-12-30,MTL,Millat Tractors Limited,485.11,2.57,52308608.0,52308608.0,1.0,25375428826.88,46066.10569105691,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2901419526586486,0.0023952858935486696,0.14626861927609863,25.0,True,27
2022-12-31,2022-12-30,ATRL,Attock Refinery Limited,143.56,0.62,42646500.0,42646500.0,1.0,6122331540.0,1648918.105691057,1.0,182,,,,,True,True,True,True,True,True,True,True,0.05308579177770711,0.20777502983486834,0.13043041080628773,26.0,True,27
2022-12-31,2022-12-30,NRL,National Refinary Ltd.,176.05,0.47,26197222.0,26197222.0,1.0,4612020933.1,752151.1056910569,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03448990412001284,0.09286873977500915,0.063679321947511,27.0,True,27
2023-06-30,2023-06-27,OGDC,Oil & Gas Development Company Limited,78.0,5.142267032250969,645139260.0,645139260.0,1.0,50320862280.0,5676246.741935484,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6481567160211198,0.8860179908377965,0.7670873534294582,1.0,True,26
2023-06-30,2023-06-27,PPL,Pakistan Petroleum Limited.,59.14,4.036026098108917,667830262.0,667830262.0,1.0,39495481694.68,6400924.5698924735,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5003807412438729,1.0,0.7501903706219364,2.0,True,26
2023-06-30,2023-06-27,HUBC,The Hub Power Company Limited,69.58,6.917416211760958,972865790.0,972865790.0,1.0,67692001668.2,3101459.8494623657,1.0,182,,,,,True,True,True,True,True,True,True,True,0.8852880608131701,0.48103887895304503,0.6831634698831076,3.0,True,26
2023-06-30,2023-06-27,ENGRO,Engro Corporation Limited.,259.89,7.650884804792239,288081615.0,288081615.0,1.0,74869530922.35,1214844.2043010753,1.0,182,,,,,True,True,True,True,True,True,True,True,0.9832676536473071,0.18429978544638748,0.5837837195468473,4.0,True,26
2023-06-30,2023-06-27,SYS,Systems Limited,403.33,7.776142015834107,188667505.0,188667505.0,1.0,76095264791.65,469207.5698924731,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.06702123984159487,0.5335106199207974,5.0,True,26
2023-06-30,2023-06-27,HBL,Habib Bank Limited,73.23,5.488479382541765,733426254.0,733426254.0,1.0,53708804580.42,2300149.7741935486,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6944051108916485,0.3550036549990467,0.5247043829453476,6.0,True,26
2023-06-30,2023-06-27,TRG,TRG Pakistan Ltd.,92.13,3.59429205472746,381773466.0,381773466.0,1.0,35172789422.58,3681664.2365591396,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4413721863818022,0.5722971722451923,0.5068346793134972,7.0,True,26
2023-06-30,2023-06-27,FFC,Fauji Fertilizer Company Limited,98.44,7.038972898130776,699731036.0,699731036.0,1.0,68881523183.84,568715.5161290322,1.0,182,,,,,True,True,True,True,True,True,True,True,0.9015260766599833,0.08267249230453169,0.4920992844822575,8.0,True,26
2023-06-30,2023-06-27,UBL,United Bank Limited,117.54,5.881625898580626,489671875.0,489671875.0,1.0,57556032187.5,1111668.6666666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7469231545156433,0.16807167052100797,0.45749741251832565,9.0,True,26
2023-06-30,2023-06-27,EFERT,Engro Fertilizers Limited,82.53,5.067684343900528,600884719.0,600884719.0,1.0,49591015859.07,1043711.0967741936,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6381936698777931,0.15738286501972432,0.3977882674487587,10.0,True,26
2023-06-30,2023-06-27,LUCK,Lucky Cement Limited.,522.09,5.851730507366334,109681250.0,109681250.0,1.0,57263483812.5,364846.7311827957,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7429296116610161,0.050606693107749325,0.39676815238438273,11.0,True,26
2023-06-30,2023-06-27,TPLP,TPL Properties Limited,12.46,0.290209774077179,227922627.0,227922627.0,1.0,2839915932.42,4597456.989247312,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.7163389710978793,0.3581694855489396,12.0,True,26
2023-06-30,2023-06-27,POL,Pakistan Oilfields Limited,401.77,5.331354344929905,129853450.0,129853450.0,1.0,52171220606.5,231395.83870967742,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6734157360833369,0.029616674837895502,0.35151620546061624,13.0,True,26
2023-06-30,2023-06-27,MCB,MCB Bank Limited,114.47,4.851841663877781,414771002.0,414771002.0,1.0,47478836598.94,387639.89247311826,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6093605635855983,0.054191748726676474,0.33177615615613737,14.0,True,26
2023-06-30,2023-06-27,MEBL,Meezan Bank Limited,86.37,3.948856501914372,447406080.0,447406080.0,1.0,38642463129.6,1106635.2258064516,1.0,182,,,,,True,True,True,True,True,True,True,True,0.48873628690212656,0.16727997843369258,0.32800813266790957,15.0,True,26
2023-06-30,2023-06-27,MARI,Mari Petroleum Company Ltd.,1514.64,4.129618539443441,26680500.0,26680500.0,1.0,40411352520.0,43098.16129032258,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5128831842679307,0.0,0.25644159213396533,16.0,True,26
2023-06-30,2023-06-27,DGKC,D. G. Khan Cement Co. Ltd.,51.3,1.148381334734661,219059559.0,219059559.0,1.0,11237755376.7,2566371.053763441,1.0,182,,,,,True,True,True,True,True,True,True,True,0.11463790119159187,0.3968766572580726,0.2557572792248322,17.0,True,26
2023-06-30,2023-06-27,BAHL,Bank Al-Habib Ltd.,43.22,3.190692811172463,722426520.0,722426520.0,1.0,31223274194.4,564531.623655914,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3874578266840616,0.08201442267440504,0.23473612467923333,18.0,True,26
2023-06-30,2023-06-27,PSO,Pakistan State Oil Co Ltd.,111.01,2.396580742947811,211262985.0,211262985.0,1.0,23452303964.85,973581.1935483871,1.0,182,,,,,True,True,True,True,True,True,True,True,0.28137724211838067,0.14635238090161118,0.21386481150999592,19.0,True,26
2023-06-30,2023-06-27,MTL,Millat Tractors Limited,390.31,3.442495177420775,86309204.0,86309204.0,1.0,33687345413.24,55588.41935483871,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4210945679898062,0.0019645484575698366,0.21152955822368802,20.0,True,26
2023-06-30,2023-06-27,UNITY,Unity Foods Limited.,15.63,0.7628656027577149,477620000.0,477620000.0,1.0,7465200600.0,2175043.2365591396,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06313920743819139,0.3353260907508093,0.19923264909450036,21.0,True,26
2023-06-30,2023-06-27,EPCL,Engro Polymer & Chemicals Ltd.,42.25,1.373499676654554,318123167.0,318123167.0,1.0,13440703805.75,1116510.4086021506,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14471008654536394,0.16883321096334106,0.1567716487543525,22.0,True,26
2023-06-30,2023-06-27,KAPCO,Kot Addu Power Company.,20.8,0.9696495719450704,456189121.0,456189121.0,1.0,9488733716.8,1002848.5698924732,1.0,182,,,,,True,True,True,True,True,True,True,True,0.09076221583705235,0.15095574287835328,0.12085897935770282,23.0,True,26
2023-06-30,2023-06-27,ATRL,Attock Refinery Limited,171.63,0.7479682235041107,42646500.0,42646500.0,1.0,7319418795.0,1058853.9569892474,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06114915746545644,0.15976463187554246,0.11045689467049945,24.0,True,26
2023-06-30,2023-06-27,AVN,Avanceon Limited.,44.04,0.5080504691459579,112889356.0,112889356.0,1.0,4971647238.24,1108572.064516129,1.0,182,,,,,True,True,True,True,True,True,True,True,0.029100008927899695,0.16758461693515542,0.09834231293152755,25.0,True,26
2023-06-30,2023-06-27,NRL,National Refinary Ltd.,150.0,0.4020110870965609,26226493.0,26226493.0,1.0,3933973950.0,336858.3548387097,1.0,182,,,,,True,True,True,True,True,True,True,True,0.014934855059968105,0.04620450051151585,0.03056967778574198,26.0,True,26
2023-12-31,2024-01-01,HUBC,The Hub Power Company Limited,121.42,8.053634045362383,972865790.0,972865790.0,1.0,118125364221.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True,24
2023-12-31,2024-01-01,UBL,United Bank Limited,184.32,6.153558775033805,489671875.0,489671875.0,1.0,90256320000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7495358498496889,1.0,0.8747679249248445,2.0,True,24
2023-12-31,2024-01-01,PPL,Pakistan Petroleum Limited.,123.66,5.63117274364862,667914508.0,667914508.0,1.0,82594308059.28,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6806759602208646,1.0,0.8403379801104323,3.0,True,24
2023-12-31,2024-01-01,FFC,Fauji Fertilizer Company Limited,115.98,5.533029330919491,699731036.0,699731036.0,1.0,81154805555.28,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6677388903868882,1.0,0.8338694451934441,4.0,True,24
2023-12-31,2024-01-01,ENGRO,Engro Corporation Limited.,299.33,5.475717957704335,268313234.0,268313234.0,1.0,80314200333.22,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6601842189428463,1.0,0.8300921094714231,5.0,True,24
2023-12-31,2024-01-01,OGDC,Oil & Gas Development Company Limited,120.88,5.316877495237682,645139260.0,645139260.0,1.0,77984433748.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6392461845068143,1.0,0.8196230922534071,6.0,True,24
2023-12-31,2024-01-01,SYS,Systems Limited,447.75,5.316420517681192,174154620.0,174154620.0,1.0,77977731105.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6391859466324987,1.0,0.8195929733162494,7.0,True,24
2023-12-31,2024-01-01,LUCK,Lucky Cement Limited.,810.68,4.858330604867707,94012500.0,87900000.0,1.0695392491467577,76214053500.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6233354564269566,1.0,0.8116677282134783,8.0,True,24
2023-12-31,2024-01-01,MCB,MCB Bank Limited,179.07,5.063839712502592,414771002.0,414771002.0,1.0,74273043328.14,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6058912463112849,1.0,0.8029456231556424,9.0,True,24
2023-12-31,2024-01-01,MEBL,Meezan Bank Limited,164.34,5.017518708713098,447813299.0,447813299.0,1.0,73593637557.66,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5997853035471129,1.0,0.7998926517735565,10.0,True,24
2023-12-31,2024-01-01,EFERT,Engro Fertilizers Limited,115.62,4.736667020318902,600884719.0,600884719.0,1.0,69474291210.78,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5627639915231065,1.0,0.7813819957615533,11.0,True,24
2023-12-31,2024-01-01,HBL,Habib Bank Limited,115.75,4.630375052065967,586741003.0,586741003.0,1.0,67915271097.25,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5487527952763013,1.0,0.7743763976381506,12.0,True,24
2023-12-31,2024-01-01,BAHL,Bank Al-Habib Ltd.,83.08,4.092030849424808,722426520.0,722426520.0,1.0,60019195281.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4777893311922981,1.0,0.738894665596149,13.0,True,24
2023-12-31,2024-01-01,MARI,Mari Petroleum Company Ltd.,2147.3,3.906028602339976,26680500.0,26680500.0,1.0,57291037650.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.45327088422882894,1.0,0.7266354421144144,14.0,True,24
2023-12-31,2024-01-01,POL,Pakistan Oilfields Limited,437.02,3.869231097555688,129859769.0,129859769.0,1.0,56751316248.38,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4484203101976985,1.0,0.7242101550988492,15.0,True,24
2023-12-31,2024-01-01,MTL,Millat Tractors Limited,598.42,3.521372245861401,86309203.0,86309203.0,1.0,51649153259.26,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4025662469285071,1.0,0.7012831234642536,16.0,True,24
2023-12-31,2024-01-01,PSO,Pakistan State Oil Co Ltd.,189.96,2.736114726565893,211262985.0,211262985.0,1.0,40131516630.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2990551596095929,1.0,0.6495275798047965,17.0,True,24
2023-12-31,2024-01-01,TRG,TRG Pakistan Ltd.,85.0,2.212449657278809,381773466.0,381773466.0,1.0,32450744610.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.23002666974365604,1.0,0.6150133348718281,18.0,True,24
2023-12-31,2024-01-01,SNGP,Sui Northern Gas Pipelines Limited,79.03,1.537768200295761,285397499.0,285397499.0,1.0,22554964345.97,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14109149944579175,1.0,0.5705457497228958,19.0,True,24
2023-12-31,2024-01-01,DGKC,D. G. Khan Cement Co. Ltd.,81.38,1.215426288440337,219059559.0,219059559.0,1.0,17827066911.42,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0986010285305348,1.0,0.5493005142652674,20.0,True,24
2023-12-31,2024-01-01,ATRL,Attock Refinery Limited,341.23,0.9921545570139718,42646500.0,42646500.0,1.0,14552265195.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0691697921276619,1.0,0.534584896063831,21.0,True,24
2023-12-31,2024-01-01,KAPCO,Kot Addu Power Company.,30.47,0.9478082580210706,456246245.0,456246245.0,1.0,13901823085.15,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06332415102963958,1.0,0.5316620755148198,22.0,True,24
2023-12-31,2024-01-01,EPCL,Engro Polymer & Chemicals Ltd.,48.08,0.7448699438271803,227230833.0,227230833.0,1.0,10925258450.64,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03657322532093341,1.0,0.5182866126604667,23.0,True,24
2023-12-31,2024-01-01,AVN,Avanceon Limited.,60.73,0.467417538176486,112889355.0,112889355.0,1.0,6855770529.15,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,24.0,True,24
2024-06-30,2024-07-01,HUBC,The Hub Power Company Limited,163.65,9.228166261411005,972865790.0,972865790.0,1.0,159209486533.5,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True,24
2024-06-30,2024-07-01,UBL,United Bank Limited,259.09,7.353638563868145,489671875.0,489671875.0,1.0,126869086093.75,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7757294370845222,1.0,0.8878647185422611,2.0,True,24
2024-06-30,2024-07-01,FFC,Fauji Fertilizer Company Limited,163.66,6.637738710455811,699731036.0,699731036.0,1.0,114517981351.76,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6900783883823084,1.0,0.8450391941911541,3.0,True,24
2024-06-30,2024-07-01,MEBL,Meezan Bank Limited,238.4,6.187991476295752,447813299.0,447813299.0,1.0,106758690481.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.636270132837741,1.0,0.8181350664188705,4.0,True,24
2024-06-30,2024-07-01,EFERT,Engro Fertilizers Limited,170.09,5.924018547840573,600884719.0,600884719.0,1.0,102204481854.71,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6046881202930924,1.0,0.8023440601465461,5.0,True,24
2024-06-30,2024-07-01,MCB,MCB Bank Limited,229.44,5.515996584571713,414771002.0,414771002.0,1.0,95165058698.88,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5558719222160333,1.0,0.7779359611080167,6.0,True,24
2024-06-30,2024-07-01,ENGRO,Engro Corporation Limited.,329.15,5.118968087472464,268313234.0,268313234.0,1.0,88315300971.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5083709945665505,1.0,0.7541854972832753,7.0,True,24
2024-06-30,2024-07-01,BAHL,Bank Al-Habib Ltd.,112.98,5.094791353205618,777997791.0,777997791.0,1.0,87898190427.18,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5054784633915826,1.0,0.7527392316957913,8.0,True,24
2024-06-30,2024-07-01,OGDC,Oil & Gas Development Company Limited,135.53,5.067985677086082,645139260.0,645139260.0,1.0,87435723907.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5022714027114239,1.0,0.751135701355712,9.0,True,24
2024-06-30,2024-07-01,PPL,Pakistan Petroleum Limited.,120.85,4.679539277905675,668051546.0,668051546.0,1.0,80734029334.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.45579724673022726,1.0,0.7278986233651137,10.0,True,24
2024-06-30,2024-07-01,LUCK,Lucky Cement Limited.,898.99,4.58026077117122,87900000.0,87900000.0,1.0,79021221000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.44391945659678206,1.0,0.7219597282983911,11.0,True,24
2024-06-30,2024-07-01,HBL,Habib Bank Limited,125.07,4.253496282166292,586741003.0,586741003.0,1.0,73383697245.21,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.40482499243603143,1.0,0.7024124962180157,12.0,True,24
2024-06-30,2024-07-01,SYS,Systems Limited,417.85,4.232791274866911,174767220.0,174767220.0,1.0,73026482877.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.40234782250768736,1.0,0.7011739112538437,13.0,True,24
2024-06-30,2024-07-01,MARI,Mari Petroleum Company Ltd.,2690.85,4.161308579241749,26680500.0,26680500.0,1.0,71793223425.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3937955538975275,1.0,0.6968977769487638,14.0,True,24
2024-06-30,2024-07-01,POL,Pakistan Oilfields Limited,489.24,3.683189250658583,129883986.0,129883986.0,1.0,63544441310.64,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3365928296578847,1.0,0.6682964148289423,15.0,True,24
2024-06-30,2024-07-01,MTL,Millat Tractors Limited,633.03,3.166852727392143,86309203.0,86309203.0,1.0,54636314775.09,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2748177580606096,1.0,0.6374088790303047,16.0,True,24
2024-06-30,2024-07-01,BAFL,Bank Alfalah Limited,68.86,2.832716842413606,709724304.0,709724304.0,1.0,48871615573.44,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2348413719487237,1.0,0.6174206859743618,17.0,True,24
2024-06-30,2024-07-01,PSO,Pakistan State Oil Co Ltd.,164.51,2.01447639543147,211262985.0,211262985.0,1.0,34754873662.35,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.13694618166402522,1.0,0.5684730908320126,18.0,True,24
2024-06-30,2024-07-01,TRG,TRG Pakistan Ltd.,61.74,1.366214325130126,381773466.0,381773466.0,1.0,23570693790.84,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.05938739199460168,1.0,0.5296936959973009,19.0,True,24
2024-06-30,2024-07-01,DGKC,D. G. Khan Cement Co. Ltd.,89.74,1.139448610167555,219059559.0,219059559.0,1.0,19658404824.66,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.032256891543074685,1.0,0.5161284457715374,20.0,True,24
2024-06-30,2024-07-01,CHCC,Cherat Cement Company Limited,158.53,1.071200801740962,116577023.0,116577023.0,1.0,18480955456.19,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.024091648408154424,1.0,0.5120458242040772,21.0,True,24
2024-06-30,2024-07-01,SNGP,Sui Northern Gas Pipelines Limited,64.14,1.061024927755614,285397499.0,285397499.0,1.0,18305395585.86,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.022874195611995374,1.0,0.5114370978059977,22.0,True,24
2024-06-30,2024-07-01,MLCF,Maple Leaf Cement Factory Ltd.,37.77,1.032014872353624,471403174.0,471403174.0,1.0,17804897881.98,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.019403400561198544,1.0,0.5097017002805992,23.0,True,24
2024-06-30,2024-07-01,ATRL,Attock Refinery Limited,351.89,0.8698348193602534,42646500.0,42646500.0,1.0,15006876885.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,24.0,True,24
2024-12-31,2024-12-31,FFC,Fauji Fertilizer Company Limited,366.32,12.43184209556325,853865218.0,853865218.0,1.0,312787906657.76,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True,25
2024-12-31,2024-12-31,UBL,United Bank Limited,382.23,7.439015481741047,489671875.0,489671875.0,1.0,187167280781.25,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5876668680310256,1.0,0.7938334340155129,2.0,True,25
2024-12-31,2024-12-31,MARI,Mari Petroleum Company Ltd.,719.61,6.867824601483018,240124500.0,240124500.0,1.0,172795991445.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.540495006713653,1.0,0.7702475033568266,3.0,True,25
2024-12-31,2024-12-31,OGDC,Oil & Gas Development Company Limited,227.26,5.82722793085398,645139260.0,645139260.0,1.0,146614348227.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4545572168594833,1.0,0.7272786084297417,4.0,True,25
2024-12-31,2024-12-31,PPL,Pakistan Petroleum Limited.,203.55,5.405572453607746,668167049.0,668167049.0,1.0,136005402823.95,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.41973475315455727,1.0,0.7098673765772786,5.0,True,25
2024-12-31,2024-12-31,HUBC,The Hub Power Company Limited,130.89,5.061100152045864,972865790.0,972865790.0,1.0,127338403253.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3912864704550632,1.0,0.6956432352275316,6.0,True,25
2024-12-31,2024-12-31,EFERT,Engro Fertilizers Limited,204.19,4.876532921857204,600884719.0,600884719.0,1.0,122694650772.61,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.376043965563777,1.0,0.6880219827818885,7.0,True,25
2024-12-31,2024-12-31,ENGRO,Engro Corporation Limited.,445.28,4.748547805488019,268313234.0,268313234.0,1.0,119474516835.52,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3654743007306695,1.0,0.6827371503653348,8.0,True,25
2024-12-31,2024-12-31,MCB,MCB Bank Limited,281.3,4.637283525867465,414771002.0,414771002.0,1.0,116675082862.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3562855280292091,1.0,0.6781427640146045,9.0,True,25
2024-12-31,2024-12-31,SYS,Systems Limited,621.45,4.318813146186552,174852840.0,174852840.0,1.0,108662297418.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3299846168920903,1.0,0.6649923084460452,10.0,True,25
2024-12-31,2024-12-31,MEBL,Meezan Bank Limited,241.97,4.315079289805206,448685179.0,448685179.0,1.0,108568352762.63,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.32967625595446426,1.0,0.6648381279772322,11.0,True,25
2024-12-31,2024-12-31,HBL,Habib Bank Limited,174.46,4.068439280591169,586741003.0,586741003.0,1.0,102362835383.38,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3093074638184547,1.0,0.6546537319092274,12.0,True,25
2024-12-31,2024-12-31,BAHL,Bank Al-Habib Ltd.,131.43,4.064044020789064,777997791.0,777997791.0,1.0,102252249671.13,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3089444808069874,1.0,0.6544722404034937,13.0,True,25
2024-12-31,2024-12-31,LUCK,Lucky Cement Limited.,1100.49,3.844682733871526,87900000.0,87900000.0,1.0,96733071000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29082850493531376,1.0,0.6454142524676569,14.0,True,25
2024-12-31,2024-12-31,PSO,Pakistan State Oil Co Ltd.,440.69,3.700344335575759,211262985.0,211262985.0,1.0,93101484859.65,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2789083025257376,1.0,0.6394541512628689,15.0,True,25
2024-12-31,2024-12-31,POL,Pakistan Oilfields Limited,631.62,3.261637549057284,129925469.0,129925469.0,1.0,82063524729.78,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.24267765457965843,1.0,0.6213388272898293,16.0,True,25
2024-12-31,2024-12-31,BAFL,Bank Alfalah Limited,83.33,2.350588413558766,709724304.0,709724304.0,1.0,59141326252.32,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1674385620828832,1.0,0.5837192810414416,17.0,True,25
