Series,N,Runs Z,Runs p,Runs verdict,VR(2),VR(2) p,VR(4),VR verdict,LB Q p,ACF lag-1,Hurst H,Hurst interp
KSE-30,1155,-1.498,0.1341,Efficient,1.0822,0.0534,1.0463,Efficient,0.1562,0.0815,0.6555,Persistent
